NAME	DESCRIPTION	NI_V_1	NI_V_2	NI_V_3	NI_V_4	NI_V_5	I_V_1	I_V_2	I_V_3	I_V_4	I_V_5
ENSMUSG00000050199	NA	1493.467052	1460.445906	1545.501234	1425.410108	1721.866177	1265.856461	1347.962613	1804.569904	1196.386398	1818.919547
ENSMUSG00000050201	NA	0.699456655	5.562675865	0.955914633	4.280674843	7.315188776	0	0	0	1.151041292	0
ENSMUSG00000050211	NA	0.738887994	0	0	1.076461915	0	0	1.051130114	0	0	1.246787947
ENSMUSG00000050212	NA	41.34663341	72.57907818	36.91565411	43.61854844	28.33869403	77.72912805	115.9606527	64.86218185	69.77574348	42.2284264
ENSMUSG00000050213	NA	231.9835168	230.2694747	219.9854453	345.6137289	236.0685547	244.9700416	276.2818735	298.6362424	269.0338129	197.7490529
ENSMUSG00000050222	NA	13.29945527	18.15484622	6.838642916	6.352426566	5.302706727	5.34987416	12.12857879	4.364158468	7.033419206	8.519825891
ENSMUSG00000050229	NA	248.3916123	254.5926874	272.7404496	257.1482473	227.4842935	258.5176335	277.4726616	271.5299815	222.1341762	261.477571
ENSMUSG00000050232	NA	32.28454482	18.65388402	19.43952896	29.57267037	13.85088847	34.7895322	33.32242576	27.828378	21.85184461	17.13452862
ENSMUSG00000050234	NA	29.36739786	39.39585765	24.05022777	33.34706219	27.44639166	54.15546241	80.86517658	51.47957775	58.54488459	40.55606907
ENSMUSG00000050240	NA	45.55929613	45.84241127	36.61043156	16.87780547	17.15513556	34.3695758	23.20593151	26.5611429	29.93172677	44.62224858
ENSMUSG00000050241	NA	2.95617594	0	5.795239581	7.017043543	2.156304939	0	1.049224573	5.590867473	0	0
ENSMUSG00000050244	NA	216.3420505	96.93779922	206.2802621	83.68253551	125.4499805	338.0735357	170.088549	120.4887294	132.9622836	285.8579407
ENSMUSG00000050248	NA	47.55611013	30.43446493	17.41073466	5.959501305	13.87049389	33.67820489	31.05315765	25.38232018	19.74026715	25.54025927
ENSMUSG00000050270	NA	98.39046664	125.232974	152.7872776	129.1991447	124.0671045	65.80916109	93.83834458	90.23194777	111.2795796	69.88574963
