Row,iCD_PC1,iCD_PC2,iCD_PC3,iCD_PC4,iCD_PC5,iCD_PC6,iCD_PC7,iCD_PC8,iCD_PC9,iCD_PC10,iCD_PC11,iCD_PC12,iCD_PC13,iCD_PC14,iCD_PC15,iCD_PC16
HOXB13,-0.00706267,0.012260048,-0.027197243,0.018578631,-0.035483393,-0.011210528,-0.010268666,-0.01339761,-0.003341712,-0.005720414,-0.014691513,-0.038865182,0.005280178,-0.003479094,0.008222637,-0.016117561
HOXB2,-0.007005547,-0.009115031,0.005105023,-0.01590931,0.012100342,-0.022363737,-0.029071275,0.016489893,-0.001467971,-0.004741821,0.010307266,0.034093348,0.030932107,-0.040443141,0.00498211,0.027388853
HOXB3,-0.011111987,0.00950812,-0.001877383,0.041933746,0.006157227,-0.001792691,-0.017388436,0.009056881,-0.038327808,0.016116188,0.021182101,0.002454384,-0.000202737,0.015691015,-0.013523962,0.017007641
HOXB4,0.006783217,-0.002963892,0.004503522,0.014178331,-0.016515899,-0.014236836,0.000539971,0.016411226,0.03369799,0.042835571,0.004373902,0.005493142,0.019528768,0.000509182,0.020451929,-0.000856159
HOXB6,-0.017705035,0.012236279,-0.01416965,0.022455827,0.012225219,-0.012962942,-0.015732358,-0.006192559,-0.019800834,0.033012389,0.044536476,-0.000723165,-0.010659913,0.007395337,-0.014671224,0.006484213
HOXB7,0.012310901,0.019503375,0.00692366,0.024880545,0.018133417,-0.015887625,-0.031060325,0.004553965,-0.016318247,0.030545847,0.030580091,0.018268001,-0.000225335,-0.011479193,0.001656856,0.00768813
HOXB8,-0.018869326,-0.003192003,-0.011052486,0.047513833,0.000347109,-0.005355668,-0.016922019,0.007013282,-0.010488757,0.009344631,0.001561918,0.006360339,0.028585816,0.002842181,0.006898078,-0.005876854
HOXC4,-0.02282618,0.018661049,0.008215049,-0.024833522,0.022986238,0.001864435,0.001483883,0.017728886,0.016388177,-0.014924754,0.020246684,-0.017840231,0.004140989,0.005455988,-0.013301358,-0.007457331
HOXC5,-0.015970618,-0.017512236,0.017879392,-0.015276293,0.0171841,-0.014420113,0.01020516,0.007025397,-0.012783558,0.007811688,-0.031760057,-0.001718557,-0.006756385,0.043499773,-0.023618712,0.022297232
HOXC6,-0.025804537,0.016336705,0.013021172,-0.018503515,0.022503317,-0.000839738,-0.00071781,0.03077588,0.009219902,-0.014488127,0.021833274,-0.025434955,-0.002840893,0.005641526,-0.010425171,0.001407472
HOXC8,-0.010548916,-0.016586512,0.026196265,-0.006318889,0.004503968,0.035613526,-0.021402957,-0.015371211,0.021993536,-0.007995271,-0.023151037,-0.003983787,-0.000510733,-0.001892207,0.007471763,0.021954551
HOXC9,-0.012987534,-0.02808319,0.004599329,0.005425485,-0.008079722,0.019993172,-0.00755062,0.021014932,-0.010354826,0.010649328,0.044775204,-0.006258402,-0.022486571,0.014188956,-0.000989739,0.008927418
HOXD10,-0.016825821,0.007583765,-0.008294115,0.033000838,0.00912238,-0.001157309,-0.017753516,0.006033348,0.019351235,-0.012400101,-0.044690194,0.005685209,0.004671829,-0.003694158,-0.002110229,-0.004604192
HOXD11,0.001573223,-0.010761975,-0.000614258,-0.016547839,-0.022136722,0.00773843,0.034271998,0.008426143,0.017743022,-0.035045006,0.012484756,0.017484365,-0.029354242,0.0041837,0.001185106,0.002410413
HOXD12,-0.004541908,-0.018863979,0.017666459,-0.005625736,0.002491092,-0.025887622,-0.01638184,-0.008711652,0.008314919,0.01760778,-0.018135349,-0.042841434,-0.041366889,-0.007049366,-0.030801766,-0.012981149
HOXD13,0.003956385,-0.022007675,-0.014488365,0.000142462,-0.011686307,0.034464012,-0.009756457,-0.010660078,-0.005683696,-0.022146133,0.02727214,0.008219355,0.006853004,-0.005666303,-0.027590758,0.037673484
HPS4,-0.013571601,-0.007028155,0.022073449,0.009645999,0.00300761,0.018764004,-0.022655887,0.022587886,-0.009444169,-0.010244764,0.021106368,-0.03769189,-0.013550317,0.017743291,0.014614698,-0.000554014
HPSE2,0.004189985,-0.032295512,0.019486402,-0.007368092,-0.023559251,-0.000697302,-0.00020536,-0.004449145,-0.012901813,-0.00366732,0.0149666,-0.025676624,0.00717303,0.018992716,0.025619141,0.009449885
HS6ST1,-0.003013921,-0.008305285,-0.010422423,-0.026237073,-0.004565896,-0.041712124,-0.001208553,0.006165975,0.016473118,-0.007988852,0.010606783,-0.047592611,-0.025890384,0.007855935,-0.002018698,0.030568062
HSD11B2,-0.019765313,0.002140942,-0.0097497,-0.027000804,0.008056417,0.004431947,-0.017510787,-0.00832339,-0.013539899,0.00371338,0.040781304,-0.004248704,-0.003019343,0.009593381,0.015371987,0.007723313
HSD17B11,0.021915847,0.014143408,-0.002198082,-0.010520226,0.005574473,0.01618964,-0.012375339,-0.023323132,0.024765582,0.00865126,0.00290974,-0.003730719,-0.007496437,0.007452458,0.04117519,0.015191514
HSD17B4,0.013417904,-0.007700439,-0.021752087,-0.02283623,-0.011503434,0.018755578,0.026697162,0.006269843,-0.017699125,-0.017983808,-0.030919055,-0.027564368,0.033571854,-0.001551903,0.011567041,0.011264201
HSD17B6,-0.008763684,-0.015585691,0.008887134,-0.000632266,0.002881238,0.033298111,0.007703039,0.019627715,0.007297006,-0.038852803,-0.030796954,-0.011138403,-0.003911405,-0.024778158,0.004051323,0.010719709
HSD3B7,-0.001398305,-0.031733085,-0.00946627,-0.007411628,0.007099865,0.01136406,-0.006686397,-0.011409132,-0.036746551,-0.013553319,0.019793983,-0.009933282,-0.042425626,0.025727566,-0.007580402,-0.022331514
HSF2BP,-0.006146244,0.008542547,-0.023503737,0.017165765,0.003009961,0.014673694,-0.008147997,0.008942266,0.015193899,0.024532831,0.032126557,0.036063877,0.021145408,-0.003103642,-0.0040979,0.0196014
HSF4,-0.006641521,-0.003026834,-0.013411084,-0.012277236,-0.018719421,0.034097971,-0.046877963,0.031719729,-0.00091306,0.002860313,0.014816306,0.015953147,-0.01075043,0.001549776,0.012660561,0.002317379
HSPA4,-0.000818584,0.013826883,0.002702622,-0.012196409,0.000305388,-0.029383834,0.005819398,-0.03158652,-0.034266831,0.051050924,-0.008851073,-0.001326954,0.010586248,-0.024572615,-0.031223115,-0.016024749
HSPA9,0.015800391,0.030980951,0.02249924,-0.021151129,-0.021887041,0.009839946,-0.014147934,0.000363544,0.008526833,0.017695106,0.01540615,0.018781931,-0.005369858,-0.002781635,0.014303093,-0.004962944
HSPB9,-0.020146711,-0.001387442,0.019097259,-0.014783058,0.007555195,-0.004026925,0.008207239,-0.026221889,0.002211067,0.006644153,-0.018929258,0.020876449,0.006698924,0.012126438,0.017006513,0.03869912
HTR1B,0.013868596,0.012701632,-0.007463594,0.029747262,-0.035863361,0.011796612,0.022040861,0.009033889,-0.002786132,0.009072887,0.011637434,-0.014633715,0.002164691,-0.014267732,0.003965332,0.028827037
HTR4,-0.013581503,-0.023081587,-0.009573333,0.00129732,0.00616262,0.012965007,-0.019029682,-0.01610708,-0.007530956,0.023995706,-0.030145883,0.009863579,-0.051932647,0.017157906,0.011285911,-0.004928608
HTRA4,0.016438924,0.038955885,0.006578263,-0.006324422,-0.008939507,0.019632571,-0.021835924,-0.001850745,0.00939155,0.001087022,-0.030743701,0.000338189,-0.000817695,0.019300379,0.010358369,0.010037672
HUS1,-0.004641944,0.033878357,-0.010261521,0.007982498,0.031193582,0.000688845,-0.006351659,0.029670718,0.00786931,-0.00517825,0.00399538,0.032208538,-0.014000805,0.02105032,0.010144367,0.018659866
HVCN1,0.00494495,-0.007907552,-0.002035811,-0.014312166,-0.018511532,-0.0040853,-0.034768125,0.053221,-0.018719413,0.010102518,-0.008369488,-0.010288887,0.002675354,0.034392383,-0.000451829,0.018873979
HYDIN,0.012956951,0.033859106,0.003625199,0.01419128,0.010305585,0.029876524,0.004716707,-0.007982061,0.014278637,-0.00506125,-0.013613863,0.007681351,0.002665874,0.038633359,-0.005785019,-0.017983843
IAH1,-0.014183599,-0.018644801,0.027180796,0.021534103,-0.020311587,0.005063958,0.027001112,0.009508577,0.024806815,0.002068765,0.02358531,-0.01380105,-0.019515048,0.003350715,-0.01075976,0.008084592
IAPP,-0.011673236,-0.022324881,0.009493796,-0.003932003,-0.003221316,0.026767832,0.041758855,0.001079142,-0.013723591,-0.0275605,0.016288753,0.015536318,-0.000545321,-0.003362268,0.017663247,0.014683822
IARS2,0.009422994,0.006360625,-0.004286668,0.005933763,0.008420994,0.027725034,-0.000254898,0.02756816,-0.036879129,-0.009704659,-0.002981303,0.005643872,-0.000187162,0.01076782,-0.036075939,0.017234875
IBSP,0.00393982,-0.01929345,0.004723926,-0.013472538,-0.029992103,-0.021406553,0.004284354,0.023297425,0.016494525,0.015391551,0.015529903,0.029865786,0.009547627,0.035346104,0.000601101,-0.021594035
IBTK,-0.00813155,0.002767142,-0.018856122,-0.008078436,-0.02405544,0.019760136,0.041413067,-0.012766083,-0.013891135,0.015468301,0.024347866,0.00477146,-0.022465576,-0.01822426,0.009864875,0.016641371
ICA1,-0.012312511,0.016905111,-0.024148722,0.007858728,-0.021271115,-0.003771931,0.02330475,0.006455904,-0.042369413,-0.00820226,-0.027247328,0.009096382,-0.010874614,0.001896833,-0.019289768,-0.00680502
ICA1L,-0.014198418,-0.011329385,0.018243707,0.009687002,0.01883976,-0.00723338,-0.024214602,-0.009403204,-0.018205306,-0.00974031,0.010814688,-0.00358906,-0.025108062,0.00314381,-0.007588547,0.050191114
ID1,-0.00035516,-0.015535935,-0.008050795,-0.000976007,0.016338542,0.03290692,-0.000223284,0.032385159,0.005004873,0.039611527,-0.006172039,-0.006546127,0.003215984,0.013486274,0.002841417,-0.038267821
ID3,-0.005555156,-0.01585828,-0.008067449,0.018357102,0.029463936,0.000438519,0.0104532,-0.014424131,0.03197534,-0.007699653,0.000835222,0.0338062,0.034168282,0.002330012,-0.019279036,-0.032879028
ID4,0.01628431,0.016004678,0.004894271,-0.000707611,0.020352431,-0.014599841,0.009415533,0.00962781,-0.019934464,0.034427737,0.008513836,0.014232619,0.005472627,-0.023575954,0.006092809,-0.041158276
IDE,-0.016448527,0.008143115,-0.030406127,-0.004756468,-0.026345428,0.01984075,0.020470036,0.00957247,-0.013143387,-0.007350552,-0.000313037,0.029117105,-0.011414293,0.016041036,-0.004351,0.015393864
IDNK,0.038551975,0.010436881,0.001858485,-0.002182607,0.005970233,0.021488561,0.00490721,-0.00710881,0.011065813,0.008820715,0.005355099,0.002508828,0.000489434,0.005289154,0.003691784,0.00226357
IER5,-0.024323723,0.007625409,-0.023217605,0.007497439,0.008939591,-0.022892631,0.012159141,-0.002626272,0.014622679,0.001030521,-0.005415937,0.027025078,-0.025057225,0.00708292,-0.025102011,3.10E-05
IFFO2,-0.007595054,-0.015515841,0.012169352,0.001376044,-0.003627658,-0.002948592,-0.018098458,-0.025474814,-0.019970006,0.004823026,-0.002326974,-0.002722008,0.040287628,-0.008144778,0.051120449,0.022047069
IFI35,-0.025158256,-0.010674018,0.028650038,-0.010861774,0.001462836,-0.014375588,-0.00698064,-0.011920707,-0.019495372,0.030939732,0.009068933,0.013639336,0.013200608,0.004760723,0.006069065,0.003615724
IFNGR1,0.012531073,0.016745498,-0.006618024,0.002296244,0.012027163,-0.002354579,0.057553681,-0.005007001,0.008425662,0.013716446,-0.033151255,0.017374926,-0.01479193,-0.004199341,-0.001299814,-0.019425174
IFNGR2,0.020374056,0.000838585,0.018905685,0.008374064,-0.003727687,-0.020660444,0.017093067,0.00917778,-0.021752286,-0.021581902,0.0132421,0.025049023,0.027408021,-0.003437354,-0.01030677,0.004389411
IFT20,-0.005206705,0.027937796,0.013444478,-0.001710959,0.024716971,0.017874587,0.00013578,0.018835811,0.016836025,-0.020340382,0.020435423,0.000838227,-0.038125123,0.021875742,0.012251546,-0.01522827
IFT22,-0.02618678,0.002245121,-0.022567982,0.003270063,-0.010276626,0.007970197,0.010307868,-0.01735639,-0.014187362,0.00656742,0.024341512,0.003039954,-0.026590064,0.017649016,-0.036723039,-0.024038062
IFT46,-0.013513407,-0.01159685,0.044805234,0.014649762,0.005681281,-0.011297856,0.010810769,-0.016672183,0.003415178,0.013072209,0.01402128,0.007954468,0.004022861,0.001711453,-0.005084263,0.006318585
IFT74,-0.016956209,0.030834129,-0.006849718,0.030607523,-0.004170456,-0.010272831,-0.009876095,0.011110826,0.021133557,-0.016217103,0.010269608,-0.019256329,0.002297864,-0.010633615,-0.021131075,-0.006785898
IFT88,-0.000685122,0.001685852,-0.023417779,-0.009001196,-0.010196665,0.014795377,-0.007052537,0.024496782,0.014961438,-0.038857108,0.003812842,-0.001716276,-0.014610359,-0.036902931,-0.042605154,0.012123269
IGF2BP1,0.004598365,-0.00713624,-0.006275665,0.01493535,0.00340424,0.027289053,-0.039632031,0.014496844,-0.02829374,-0.007279246,-0.030514683,0.006881482,0.003714666,-0.001585133,-0.015136176,0.001291085
IGFBP2,0.009391535,-0.020117629,0.012750171,0.014542047,0.000118829,-0.007300676,0.027353204,0.009336303,0.00217373,-0.007025859,0.010842704,0.004337218,0.016398138,0.013970182,-0.010269633,0.030668073
IGFBP5,-0.030677806,0.006621498,0.01078734,-0.027986704,0.023465048,0.007456273,-0.007072713,0.018903779,0.008497324,-0.012501168,0.009389398,-0.011638864,-0.001379374,-0.000462161,-0.005422233,0.010683401
IGFN1,0.006548328,0.007503954,0.000274971,-0.009272498,0.000909121,-0.013631532,0.024648818,0.044245022,-0.007636674,-0.013027995,0.004574393,-0.035518538,-0.00167514,0.01159652,-0.011149114,0.035652147
IGSF1,-0.009767797,-0.018600587,-0.01542699,0.00988917,-0.007014025,0.031358565,-0.007277031,0.004349734,0.045674242,-0.016635339,0.028780372,0.024375506,0.01902031,0.012324517,-0.010759286,-0.008091636
IGSF11,0.000564471,-0.009411527,-0.000972858,0.008372051,0.026169657,-0.02787369,-0.015367549,0.00831363,-0.028217986,0.010415278,-0.028772608,0.0103411,-0.017661234,-0.011900921,0.026738701,-0.012513459
IGSF9,0.018051195,0.019023956,0.004433257,-0.001290366,-0.013058867,0.034006642,0.006076269,-0.010523775,0.002914122,-0.033423171,0.009601826,0.010588113,-0.001182273,0.000254508,0.004678665,0.009417484
IGSF9B,-0.000117235,-0.003855775,0.001939865,0.012141621,0.003609309,-0.017322532,0.041577963,-0.020798089,-0.008596796,-0.000390278,0.00777443,0.039230201,-0.02598677,-0.00680838,0.008709373,-0.03052689
IKBKE,-0.016942693,-0.016139364,-0.003285942,0.019421579,0.004539896,-0.019109701,0.014963274,-0.019219873,-0.011144336,0.008914198,-0.039963228,0.022375305,-0.021390215,0.022132694,-0.012975128,-0.016373223
IKZF3,0.001368922,-0.018539167,0.042631295,0.010078347,-0.006845187,-0.023516162,-0.001717311,-0.023252846,-0.014852446,0.01669624,-0.000584256,-0.001796527,-0.002378888,0.003544741,0.004336028,0.002928419
IL10,-0.007625109,0.040565378,-0.005828561,-0.010949983,-0.010290031,0.005995643,-0.021982663,0.002013038,0.009835405,0.024979028,-0.009859015,0.010984698,-0.007924856,-0.005879426,0.014044266,-0.006406647
IL10RB,0.029110809,-0.005043494,0.005633783,0.024495921,0.021717468,-0.008115647,-0.019073253,0.004008375,0.005457192,0.012563553,-0.002558876,0.008754969,0.016514954,-0.018730385,-0.019058026,0.004295732
IL16,-0.005047949,-0.014003801,0.046175851,0.012025798,0.000266951,-0.017642179,4.83E-05,-0.032468211,-0.007122964,-0.000456434,0.005519212,-0.008090648,0.000308456,0.000674469,0.008241853,0.005087916
IL17D,-0.006817996,-0.032731441,-0.025123997,0.015113561,0.013519254,0.017019204,0.018055272,-0.011562645,0.016538625,-0.011961903,-0.015218611,-0.005143454,-0.010121958,0.000749293,0.012074406,-0.014161012
IL17RB,0.022277266,-0.008791663,0.006450788,-0.000801556,-0.009364221,0.011006793,0.022452454,0.004631566,0.004842052,0.017620918,-0.026578034,0.030724869,-0.005664358,-0.00444675,-0.004520449,-0.007241587
IL17RC,0.015889131,-0.016117851,-0.015580794,-0.039067181,-0.014248718,-0.012910522,-0.020627975,-8.48E-05,-0.007128898,-0.005483257,0.00668239,0.026306608,0.003559262,0.010931539,0.006365113,-0.022469535
IL17RE,-0.01080059,-0.012599176,0.002852945,-0.017894207,0.010020237,0.015635007,-0.027681372,-0.001956787,-0.02396161,0.038845365,-0.013828953,-0.01019483,0.011686466,-0.031954163,0.028421013,-0.01018994
IL18,0.018020198,0.012880593,0.005592077,0.001090441,0.015180512,0.016382497,-0.023948948,0.002653913,0.003856695,0.001118673,0.012472229,0.003905009,-0.042273273,0.027554616,0.001358196,-0.021530356
IL22RA1,0.000651131,-0.008594013,0.014306948,-0.014510589,-0.017522894,-0.028126043,-0.020710852,0.04030842,0.002198886,0.031582017,-0.010203037,0.032359058,-0.009392709,0.021013682,-0.020894121,0.004664797
IL22RA2,-0.002187989,0.006924376,-0.007942632,-0.009857793,-0.02598414,0.007594595,0.013648411,-0.011242537,-0.031451853,0.013902914,-0.001009706,-0.018746918,-0.0109638,-0.039602957,-0.03604084,-0.03006792
IL25,-0.001674542,-0.029860663,-0.011485746,-0.004393715,0.014439387,0.028083408,-0.017914519,0.009543732,-0.029794649,0.020532136,-0.009847453,0.00223238,0.005668008,-0.002229201,-0.028034889,-0.013447218
IL33,0.002659836,0.025597747,-0.009366502,0.036805565,-0.005076591,-0.00308648,-0.028056421,0.015131139,-0.00852286,-0.01453976,-0.031048705,0.002682482,-0.01669098,-0.02492229,-0.016571967,0.011515972
IL9R,0.007591594,-0.023952521,0.002381817,-0.003671935,-0.032168335,0.022816152,-0.009927514,0.004880747,-0.0191949,-0.006424704,0.000527322,-0.01548117,0.027602495,0.021327269,-0.017158798,-0.038810541
ILDR1,-0.028938858,0.010910252,-0.022876113,0.025082922,-0.022559525,-0.007679927,-0.008226504,-0.006194462,-0.000172793,-0.009077192,-0.003963688,0.009364666,0.002001589,0.008393166,-0.005230014,0.014762232
ILF2,-0.014305567,0.011522113,-0.011071068,-0.008667443,0.007736287,-0.01172105,-0.010674488,0.005153152,-0.029849456,-0.015369984,0.048644304,-0.005508339,0.020910283,0.007536976,-0.021221322,-0.044434103
ILVBL,0.016881735,-0.019191853,-0.02953355,0.003617248,0.015163881,0.001837046,-0.019607025,-0.01605052,0.000919281,0.003404547,-0.020280178,0.006787994,0.015526276,-0.018396458,-0.014559527,0.03845285
IMMP2L,0.033657352,0.002758621,0.001454408,-0.001278326,-0.015768702,0.003815488,-0.008450594,0.00380251,-0.00655621,0.001074798,0.025557302,0.006473978,-0.006522041,0.005741749,0.012660493,0.012629136
IMPA2,-0.02033259,0.003919282,0.00464574,0.029544394,0.020627816,0.010077995,-0.020000959,0.012170285,-0.016536513,-0.016737986,0.023416878,-0.00169685,0.023613436,-0.008017043,0.005241755,0.030599554
IMPAD1,-0.000621055,0.003820329,-0.024990036,-0.018559353,0.019932294,-0.00104889,0.02715002,0.006991315,-0.014181234,-0.01817268,0.004487808,0.004876606,-0.014140765,-0.008439102,0.010885178,0.051628799
IMPDH1,-0.024348378,0.005777052,0.03681217,-0.016370509,0.013755858,-0.002047495,0.003963255,0.003238082,0.008073452,-0.008831521,0.027434647,-0.011967985,0.004197856,0.002111893,0.007541686,-0.005113164
IMPG2,0.006957693,-0.01975541,0.004335189,0.01640437,0.007994192,0.017972008,-0.015164203,-0.013948305,0.016672395,-0.003622423,-0.002043919,0.004158643,-0.01295117,-0.00581349,-0.021929414,0.018777763
ING4,0.002702291,-0.01539631,-0.025191642,0.02635266,-0.028465229,-0.004406064,-0.003528255,0.001890427,-0.008553905,-0.030945715,-0.001942233,0.019703066,0.039703773,0.01379363,0.009813431,0.009535388
INPP4B,0.003118955,0.001796671,0.010761619,0.014146997,-0.037207974,-0.031385918,0.030099553,0.008515046,0.012744909,0.024951538,0.014656167,-0.027832684,0.007676676,-0.011448752,-0.016394653,0.013236638
INPPL1,0.002865773,-0.015924557,-0.039360666,0.002779536,0.014583579,-0.007307971,0.026888349,0.004146006,0.005000487,-0.00894023,0.013103673,0.004261444,-0.005420982,-0.007672184,-0.015716527,0.01348731
INSC,-0.006686248,-0.021084758,-0.004944799,0.000653515,-0.04030934,-0.01081566,-0.037804641,0.004008674,-0.000979943,0.025129488,-0.016873033,-0.002474365,0.006231966,-0.003168947,-0.002109269,-0.004480888
INSIG2,-0.016202844,-0.020981836,-0.017998699,0.031405963,0.000824606,-0.009812496,-0.006665991,0.002200612,0.028695877,0.005913903,-0.016899977,-0.005296934,-0.010828022,-0.012401269,0.008614819,0.02367427
INSL5,0.012428051,-0.008449057,-0.020975488,-0.017166659,-0.003285872,-0.003542734,-0.028493436,0.011788388,-0.029072112,0.002453896,0.015056965,-0.03221772,-0.001849643,0.003795266,-0.053924098,-0.003679346
INTS7,0.020980571,-0.025412355,-0.008244919,-0.008160941,-0.025238749,0.010957873,0.004347306,0.011371912,0.001317939,0.008529261,0.026224376,0.027499465,0.027629173,0.012047498,-0.00505625,-0.015281085
INTU,-0.012617394,-0.01522125,0.01668379,0.019485472,-0.039101671,-0.019706363,-0.003468071,0.001517307,0.000969097,-0.03329516,0.011166372,0.023051606,-0.012663725,-0.00033949,0.011174557,-0.00958551
INVS,-0.003985308,-0.023242925,-0.009518348,0.007152307,0.010753823,-0.015433432,-0.009338965,-0.003127136,-0.010127146,-0.019275453,0.036427028,0.036412825,0.035156186,-0.018660465,-0.038539137,0.01285456
IP6K1,-0.018890143,-0.004155315,-0.013316751,0.003170115,0.027987283,0.011673071,0.022269584,0.01646284,0.007784208,-0.039944632,0.035309757,-0.013372827,0.015816551,-0.022124582,0.012590815,0.014186478
IP6K2,0.007567304,-0.000381352,-0.029680794,0.008146813,-0.015353092,-0.001726915,-0.000950125,0.012007658,-0.037015239,-0.038780265,0.005182721,-0.00323141,-0.010598941,0.034414383,-0.004973199,-0.006030814
IPMK,0.019248504,0.011438567,0.011099997,0.00403753,-0.029203235,-0.002890296,0.038335384,0.005423029,-0.001859326,-0.013937422,-0.012327786,0.008978614,-0.000978382,-0.028488891,-0.004352491,0.012505444
IPO4,-0.003631158,-0.011598602,0.007225763,0.025682581,0.001571124,0.040862809,-0.001007943,0.01435604,-0.005463313,-0.011854565,-0.01688707,0.015390707,0.024992089,-0.016604434,0.015214151,0.018909538
IPO5,-0.026228631,0.00616399,0.021591437,0.00412613,-0.025286294,-0.001235721,-0.021449012,0.01929252,-0.019712107,-0.015855739,-0.005717901,-0.001949512,-0.031006472,-0.013501241,-0.001666627,0.00458818
IQCH,0.000537796,0.004778747,-0.012582847,0.02238993,0.004662112,-0.029087343,-0.023747734,-0.003130877,0.001533457,0.033166127,0.03219821,0.006809538,-0.001743867,0.043324098,-0.002072354,-0.014429222
IQGAP1,-0.033384666,0.017111141,-0.018329301,-0.002252414,0.001699412,-0.018573155,0.009998779,0.009783405,-0.005238352,-0.012576029,-0.000560815,-0.001223494,-0.004807394,0.000609129,0.006648687,0.007022343
IQUB,-0.004057511,-0.005692177,-0.014232311,0.02374474,0.011125024,0.019023907,0.01300785,0.007427686,0.007431692,0.002425351,-0.023110384,0.022231267,-0.018472742,-0.012261069,0.008325589,-0.037547631
IRAK2,-0.008794876,-0.013493154,0.011276701,-0.021457869,0.036620005,-0.02126127,0.029129596,0.015324258,0.014877567,0.014349403,-0.00531542,-0.026410237,-0.013922449,-0.004242249,-0.02306397,-0.003707836
IRF4,-0.018649233,-0.006384482,0.040911885,-0.013680231,0.018875314,-0.015836636,-0.016909837,-0.008926865,-0.011384811,0.005089986,0.006375446,0.006319546,0.006538855,-0.006369022,-0.003942446,-0.006261077
IRF6,0.016997597,0.009915565,-0.028633751,-0.001967734,-0.018103096,-0.03445212,0.001629671,0.026335342,-0.006817228,-0.002717719,-0.010849696,-0.000536762,0.011706834,-0.009301694,-0.00303936,0.03543043
IRGM,0.01156619,0.022189851,0.00484616,0.001507974,0.008827911,0.011800603,0.002526336,0.002512757,-0.026238914,-0.013160074,-0.00142447,0.008027039,0.003207154,-0.010176413,-0.022634087,0.006054081
IRS1,-0.036508296,0.008367275,0.009511839,-0.004793646,0.017178589,2.56E-05,-0.000780896,0.012104808,0.014027806,0.009558738,0.004809768,0.004602423,0.005652734,-0.006386907,-0.006958318,-0.002101778
IRX4,0.005011933,-0.011452421,0.00506422,-0.002426842,-0.01217355,0.001119733,0.013376432,0.008270645,-0.021960147,0.016336904,-0.008489534,0.025440618,0.013657719,0.024084546,-0.02374592,-0.003379879
ISCA1,0.034475592,0.004613273,0.003212547,0.016788749,-0.000230527,0.021823555,-0.014665627,-0.012781767,0.018041933,0.001263994,0.01045371,-0.001576154,0.001838063,0.003916212,0.013734121,0.012160032
ISG20,-0.004175325,0.033328811,-0.004505766,-0.019816188,0.022825968,0.011170249,0.026280107,-0.014724906,0.003522226,0.036387955,-0.006405487,0.006221222,0.006802233,0.00607697,0.023557941,-0.006005376
ISG20L2,-0.002323669,-0.02874354,-0.00654821,0.020919324,-0.004249752,-0.021338014,-0.008602816,0.017579182,0.020130029,0.007935667,-0.026093698,-0.003103536,-0.024668357,-0.023550251,0.020056228,-0.00710977
ISL1,0.013406375,0.022643907,-0.001915301,0.003920996,0.011791909,0.008513598,0.049496679,0.005865822,0.008081096,0.025105127,0.012771596,-0.019706696,-0.009803163,-0.000230025,0.0055637,0.006210075
ISOC1,0.009399043,-0.016216863,-0.005422197,0.005809423,0.014947627,-0.019383955,0.001949792,-0.003486414,0.020079606,-0.020085853,-0.011988891,0.003059478,0.017061471,-0.02786858,0.051321913,-0.032458604
ISOC2,-0.001292226,-0.016802579,-0.006845988,0.00523692,0.031022906,-0.008087511,-0.02082079,0.007790514,0.010445918,0.017403774,-0.001778051,0.009557173,0.068857817,-0.015491834,0.008505947,0.003854721
ISX,0.009665741,-0.009555568,-0.004607636,-0.020630426,0.003642015,0.028842552,-0.026860872,-0.003797784,-0.032984548,-0.019644242,0.013742705,0.039194181,0.022120809,-0.023292253,0.007516453,-0.015450141
ISYNA1,-0.001807315,-3.66E-05,-0.008024247,0.014735978,-0.029510578,0.002010775,0.031027884,0.019506178,-0.011640424,0.024847131,-0.006226634,-0.026928227,-0.047376292,-0.011354699,-0.017203217,0.012706117
ITGA5,0.021127121,-0.011350968,0.025067694,0.015557483,-0.018139486,-0.015125018,-0.011017396,0.029340037,-0.013564428,0.003212655,-0.020561857,0.016398715,-0.009602021,0.008809421,-0.02435637,0.010271618
ITGA7,0.003111589,-0.008868417,0.01685222,-0.025205902,-0.008589122,-0.006480675,-0.001094336,0.013863921,0.004243981,-0.019992421,0.00266284,-0.014666752,-0.056944923,0.028290236,0.01764628,-1.30E-05
ITGB3BP,-0.006440874,-0.012571882,-0.013043249,0.01303678,0.024809358,-0.014396083,-0.004240802,-0.030933214,0.002333203,-0.020729995,-0.004988324,-0.019254087,-0.05500644,0.00898386,-0.013134405,0.016216261
ITIH2,0.005499943,-0.004605415,0.011937189,-0.018795537,-0.035364568,-0.021215814,-0.001549227,0.038384444,0.006521776,0.035710981,0.006759773,0.00043526,-0.005646379,0.002753773,-0.022354502,-0.005936326
ITIH5,-0.019025203,-0.013031995,0.04139795,0.004732427,0.002441784,0.000830529,-0.008706216,-0.017154712,-0.012415221,0.002215512,0.005235503,-0.001978744,0.009349887,-0.012934002,0.01689154,0.018533782
ITLN1,0.002301251,0.001417619,0.022764761,0.012289917,-0.003656417,0.0328879,0.015940083,-0.0108996,0.010463603,-0.003108174,0.003569893,-0.021126248,0.000537315,0.003969211,-0.00177777,0.010197788
ITPK1,0.026540746,-0.00318731,-0.01537618,-0.023111676,0.0175588,0.010720384,-0.002188954,-0.01913676,-0.009190428,0.000429882,0.001503174,-0.01576172,-0.007066402,0.007872117,0.017097654,0.02350892
