Row,iCD_PC1,iCD_PC2,iCD_PC3,iCD_PC4,iCD_PC5,iCD_PC6,iCD_PC7,iCD_PC8,iCD_PC9,iCD_PC10,iCD_PC11,iCD_PC12,iCD_PC13,iCD_PC14,iCD_PC15,iCD_PC16
BID,-0.032202187,-0.001860788,0.002455355,-0.027913782,0.024375758,-0.013020628,0.01013389,0.008619432,0.000368793,-0.000941679,-0.01792467,-0.00172696,-0.007336391,-0.001153541,-0.008596101,-0.004071997
BIK,0.009789573,-0.008315501,-0.003971397,-0.000900116,-0.025728133,-0.010537967,0.008849243,0.024304684,0.01084863,-0.01153544,-0.022307907,-0.029329555,0.015806297,0.011912363,0.039973959,0.007129009
BLK,0.001035259,-0.018885453,0.041677148,0.014200047,-0.004688462,-0.024033435,-0.006963793,-0.023523526,-0.014114226,0.012584823,0.014618165,-0.004177773,-0.002554851,0.000794731,-0.002502494,-0.010984027
BLMH,-0.000827853,-0.004081894,-0.011164043,-0.00089168,0.016696052,-0.021088234,0.001601485,0.017030303,-0.044571027,-0.028472735,0.015870233,0.019822163,0.041699565,0.02339851,0.007826749,-0.04130819
BLNK,0.005909179,-0.019795868,-0.023778254,-0.007912967,-0.010351249,-0.010270733,0.009521826,0.020131247,0.017072125,0.000918227,0.016803161,-0.018881829,0.013403058,0.007703736,0.028107068,0.044415244
BLOC1S1,0.019747718,-0.008717762,-0.011216005,-0.00208228,0.009182671,-0.017347551,0.020099811,0.000547883,-0.035971015,-0.020286471,0.000254126,-0.003414126,-0.001843715,0.02430612,0.024891749,0.016194455
BLOC1S3,0.001720283,-0.015567614,0.00640133,-0.014559844,-0.015609949,-0.037213288,-0.013512486,0.01076929,0.019753605,0.003998582,0.020387959,0.007198194,-0.011095236,-0.005053038,0.022805503,0.011314076
BLZF1,-0.009641122,-0.02579463,0.00685503,0.006831938,-0.039273999,0.003186107,0.039235635,-0.003290271,4.78E-05,0.00812442,-0.0004777,0.022549893,-0.015908767,-0.022638903,-0.004064167,-0.01275963
BMP1,0.002322547,-0.015255124,-0.014771262,-0.017019366,0.026636774,0.005877578,0.005284889,0.00207688,-0.021125093,-0.040850812,0.02233507,0.028403206,0.000417008,0.004330841,0.009952347,-0.009257926
BMP7,-0.017383769,-0.005087152,0.02051772,-0.002155288,-0.010323988,-0.016111395,-0.008177005,0.012173833,0.020547032,0.058595331,-0.00359625,0.005504155,-0.017638643,0.002094719,0.005319698,0.028618633
BMT2,-0.007572734,0.006801813,0.017727244,-0.003555201,0.020909654,0.009514234,0.020029075,0.018126624,0.023069981,-0.036330936,0.050599098,-0.015812891,0.008075596,-0.0113863,0.003816082,0.018247384
BMX,0.002207688,-0.003667312,-8.61E-06,-0.014385783,-0.000276452,0.023162975,0.004886122,-0.042004902,0.018595951,0.024807488,-0.032427991,-0.014721691,-0.001517084,-0.020677583,0.012949123,-0.006573517
BNIP3,0.019822376,-0.002368413,0.014071243,-0.008876676,0.014879075,-0.022506114,0.019830236,0.027497337,0.018052936,-0.013054421,0.002726447,0.001787588,0.023956881,0.023591098,-0.03438008,-0.002820723
BNIPL,-0.003290727,-0.020683276,0.005210832,-0.003799518,-0.000544827,-0.040896504,0.002186379,0.009528198,0.016907095,-0.013212075,0.012728705,0.006559471,0.022471345,0.039211708,-0.014239813,0.000577361
BOC,-0.017130871,-0.016325509,0.019751927,-0.021575163,0.008248704,0.011198291,0.001175433,-0.035626151,0.00476292,-0.020130959,-0.017072967,0.012761187,-0.002429107,0.020087007,-0.00465829,0.002130303
BOK,-0.004958456,-0.015899014,-0.013841431,-0.015413998,0.016036461,-0.018836031,-0.019448514,-0.032395777,-0.033673803,-0.007057609,0.003156514,0.000522961,0.046727159,0.015921112,-0.00464793,-0.022503395
BORCS8,-0.005221817,0.000693831,-0.027443893,-0.020774132,0.011797017,-0.01903086,0.001539741,-0.002187005,-0.004117636,-0.0119328,0.016136346,0.035707668,-0.001657089,0.035507336,0.02491319,0.018053543
BPNT1,0.027410861,-0.01440678,-0.021447958,0.014922127,-0.019997735,-0.002852111,0.019895572,0.018538884,0.004471995,-0.023443344,0.013355457,0.001673134,0.000215167,-0.007469744,0.006131892,-0.008313222
BRDT,-0.018513075,0.003821098,0.007316171,-0.008303481,0.017928805,0.002203403,0.012456354,0.035243058,0.017518492,-0.020778359,0.03797744,-0.042643388,0.002939423,0.022600807,-0.015594466,0.005950647
BRF1,-0.00290514,-0.011733542,0.004490101,0.00066702,0.032734537,-0.033167868,-0.010487889,-0.008157549,-0.004790947,-0.00104556,0.014194636,0.010739362,0.056263508,0.001448989,-0.004927879,0.018551392
BRI3,0.018307095,-0.001526272,-0.0047386,-0.009064088,-0.010453496,0.006235213,-0.033624723,-0.039322188,0.027939504,-0.000381717,-0.014514476,-0.007617922,-0.002645947,-0.038503853,-0.019765389,-0.015589955
BRIX1,-0.01143781,-0.011796293,0.004494092,0.02630952,-0.04826149,-0.011414481,0.005952258,-0.01183392,0.006943912,0.000625113,0.020601481,-0.011891866,-0.013978552,-0.002785075,-0.000439809,-0.005657994
BRWD3,0.010567043,-0.027589521,-0.015191897,-0.010669771,0.000984755,0.01087711,0.000477166,0.000947391,0.041234409,0.021792268,-0.010639654,0.038495223,-0.011943876,-0.015789044,-0.019343476,-0.014941496
BST1,-0.003603391,-0.016951092,-0.006740371,-0.010264761,0.008575684,0.008105803,-0.019953954,-0.005519432,-0.0340374,0.001501848,-0.028371487,0.009913241,-0.026487934,-0.033922727,-0.00544751,-0.049924257
BTBD10,-0.021645364,-0.009251643,0.014259794,0.003574221,-8.84E-05,-0.021008185,0.004687424,-0.021999571,-0.000229877,-0.020020812,0.02028062,-0.000890118,0.010264714,-0.013101539,-0.029684339,-0.011933184
BTBD6,-0.001260922,0.022682015,0.005200858,0.004519062,0.008551813,0.041291733,0.014385035,0.033204447,0.011477796,0.025036511,0.004076085,-0.00778118,-0.012179926,-0.022677027,0.0002261,-0.035412491
BTD,0.034521388,0.002682634,0.003963797,-0.019477401,-0.008280261,0.012618611,-0.003176338,-0.009365176,0.005771717,-0.022400754,0.004279521,-0.002592244,0.017584174,0.017489301,0.008352741,-0.014161176
BTG3,-0.028069685,0.01509668,0.013401834,-0.016941732,-0.001221887,0.003040987,-0.005659757,0.017211747,0.03473618,0.003812659,-0.013805192,-0.013398393,-0.017404184,-0.019882717,-0.015669156,-0.018741492
BTK,-0.014055788,0.039122992,0.017985485,-0.006740582,0.00097736,-0.008092916,-0.021041116,0.005681665,0.016553887,0.021196435,0.011142172,-0.011442205,0.012601173,-0.004505589,0.008742848,0.005244878
BTLA,-0.000691339,-0.019519552,-0.010996797,-0.004937577,0.024280899,0.028087621,-0.036456363,0.013857284,-0.002452683,-0.00550168,0.02343775,-0.004693577,-0.013078568,-0.0255185,-0.001119647,0.003097172
BTN1A1,-0.005770807,0.024704615,0.010178836,0.009572679,-0.013204065,0.001051702,0.0100877,-0.002729351,-0.024792297,-0.004827496,-0.021384682,-0.009981243,0.011446554,-0.026148052,-0.028248851,0.01242614
BTNL2,-0.027976254,0.010523373,0.005999679,-0.007302354,0.028639436,0.01768916,-0.000701019,0.02156126,0.00105681,0.000440078,0.027211005,-0.013824962,0.015752799,0.012923416,-0.001653892,0.015896949
BYSL,0.007962056,0.008016497,0.02048093,-0.032896241,-0.002192245,0.020269982,-0.032042531,-0.016865787,-0.019214834,0.023445379,0.008785047,0.003238894,0.009480655,-0.022620227,0.003239861,-0.010585377
C11orf53,0.002482532,-0.004563083,0.00267149,-0.00078174,-0.026235915,-0.007068745,-0.000815054,0.018722807,-0.010478739,-0.004036059,0.013686504,-0.029389576,-0.000353531,0.031449719,-0.006617472,0.035489816
C11orf54,0.011455124,-0.018278753,-0.012332337,0.044600037,0.001125437,0.004687795,-0.012474975,0.009856251,0.009167845,-0.003464498,-0.004668382,-0.023269514,0.008981463,-0.006281984,0.022279371,0.01881394
C11orf94,-0.011290225,0.006050458,-0.008733964,0.021644445,0.00489295,0.026512668,-0.016733921,0.037551827,-0.000815752,-0.006715204,0.002553377,0.019843603,0.036225456,-0.020309567,0.02915708,0.007079781
C12orf29,-0.011890141,0.003217713,0.034388304,0.033818534,-0.023893553,0.00023397,-0.017349828,-0.002510503,0.009802787,-0.006613497,0.007430291,0.000226601,0.007483502,-0.006073486,0.026558979,-0.001191507
C12orf43,0.004485846,-0.016059622,-0.005454169,-0.020096852,-0.003062711,-0.014794736,0.021267502,0.001755559,-0.012703767,0.017839735,-0.030200365,0.014560371,-0.010933816,-0.032846224,0.00624007,-0.028935518
C12orf45,-0.009550361,-0.006013191,-0.004914657,0.013804486,-0.0212696,-0.023405043,0.0164583,0.017786477,0.00712269,0.027924407,-0.003216823,0.023229653,-0.005857287,0.01997855,0.02286957,0.011278722
C12orf60,-0.00919542,-0.006150623,0.012374008,0.004115615,0.026923496,-0.010540913,-0.028521912,-0.002892662,-0.035978607,0.00360436,-0.002344668,-0.013273032,0.017658417,0.015588403,0.032177581,-0.003512179
C14orf180,-0.003267608,-0.016699719,-0.007589793,-0.013827261,-0.038249235,-0.004212845,0.011253219,0.00915938,0.01268421,-0.016582139,0.031576815,0.018216775,-0.015989699,0.00797297,-0.025013481,0.021183659
C16orf72,0.021369777,0.003365064,-0.003150181,0.01339234,0.002295916,-0.012090343,0.00935762,0.026116895,0.001092186,0.009337363,0.008785164,-0.031653312,0.004165854,-0.028058822,-0.033352864,0.002437813
C17orf50,0.029744257,-0.003468314,0.003836179,0.010106217,0.005364246,0.019739469,0.00271381,0.028936882,-0.011136574,0.00470899,-0.003325989,-0.002909539,0.003108049,-0.021926498,0.001319817,0.040201422
C17orf78,-0.030161844,0.012094075,0.006154692,-0.024217408,0.024127596,-0.005115299,0.001715887,0.029972609,0.008411337,-0.004123198,0.006349835,0.010429134,-0.00777185,-0.004468053,0.005050408,0.003293767
C19orf12,0.033250672,0.003265138,0.011115078,0.003572882,0.017106526,0.015641126,0.009304056,0.008401683,0.003259567,-8.57E-05,-0.022676862,-0.007430371,-0.008061731,0.020608288,-0.008536807,0.014634402
C19orf57,-0.00539372,0.005515625,-0.018142437,-0.013366719,-0.022795091,0.000584561,0.049558246,0.017753563,-0.019470075,0.019601833,-0.011757241,-0.018868447,0.013336931,-0.027654681,0.002311166,0.020989415
C1GALT1,0.001941161,-0.02060998,-0.020577194,-0.016004476,-0.008792194,0.02053407,0.053501979,0.009760354,-0.002871119,0.015975945,0.002038563,-0.004509927,-0.000341526,-0.004141249,-0.006905197,-0.024263447
C1QTNF6,-0.014039387,-4.91E-05,0.024702011,-0.018102055,-0.02823671,-0.016524688,-0.007873166,0.023036131,0.011231316,0.021668718,-0.007073498,0.036581928,-0.004206359,-0.012891603,0.004754211,0.016072909
C1orf100,-0.014779433,0.009900839,0.001999563,-0.021390536,-0.020856601,0.001603689,-0.029367713,-0.051470737,0.006621221,0.015416433,-0.025876681,0.004669019,0.005271218,0.005769255,-0.009876474,0.026124184
C1orf115,0.040188257,-0.00217501,-0.002854287,-0.004839058,0.007421011,0.001810808,0.003040254,-0.006619533,0.008359447,-0.005863258,-0.00592721,-0.008301273,0.00243326,-0.001772432,0.005391988,0.015380335
C1orf116,0.031262255,0.00051738,-0.01127289,-0.009181779,-0.003115191,-0.010934968,0.002680844,0.019074758,0.004748408,0.025967121,0.018157951,-0.010946019,0.016106206,-0.031656042,-0.002896902,0.005393115
C1orf226,-0.004809613,0.013002329,-0.008662091,0.020563561,0.01611632,0.022130709,0.007987691,0.050425679,-0.03238669,0.001970208,-0.019902922,-0.004247776,-0.004079523,-0.017423565,-0.008262588,-0.003764435
C1orf35,0.01336413,-0.007591038,-0.016032047,0.03178064,0.010896227,0.025054534,0.011759527,0.007931324,0.00869199,-0.003850282,0.012967366,0.016458682,-0.000598831,-0.029063043,0.015997908,-0.026947181
C2,-0.015639352,-0.024543079,-0.007269533,-0.027707524,0.012621812,0.0143577,0.031849949,-0.011996999,0.003530999,-0.004511665,-0.013006446,0.016639597,0.026345928,0.026102184,0.001903992,0.001708994
C20orf194,-0.003645563,-0.016416631,0.023099991,-0.017523653,0.017275611,-0.001533371,0.031202998,-0.010666161,0.002109163,-0.000296413,-0.029666899,-0.027362573,0.000832202,-0.028917128,0.018458302,-0.015247078
C2CD4A,-0.012483466,-0.008037227,-0.040184686,0.003113427,-0.015971259,-0.004183692,0.031437178,0.016138648,-0.027824906,-0.004834631,0.013656992,0.001362062,-0.014942096,0.005802537,0.003309803,0.003780811
C2CD4B,-0.012697652,-0.006621364,-0.014689865,-0.003895043,-0.003698837,0.007283066,0.049319655,-0.031315939,0.019457543,0.000443446,-0.013405537,0.023370622,-0.022194721,-0.005927453,-0.031068777,-0.008664827
C2orf69,0.017591196,0.036645561,0.008015059,0.01016768,4.58E-05,0.012822157,-0.011435603,-0.002925585,0.002689285,-0.000317958,0.016877682,0.014369083,-0.027375283,0.011740565,0.040803339,-0.00232003
C2orf72,-0.008442732,-0.010724282,-0.02974584,0.004092825,-0.015053387,-0.012016969,-0.007294615,-0.027339624,-0.032121998,-0.003244281,0.036348203,0.016224465,-0.023312248,0.012595807,-0.016774892,0.004420804
C2orf76,-0.015319772,-0.019605963,-0.007161802,-0.007881438,0.003800135,-0.008398964,-0.022973007,0.015859638,0.039537084,0.006501536,-0.020569725,-0.026962777,-0.020970945,0.034045688,0.014558269,0.010515221
C2orf88,0.038775527,0.009530611,0.003411379,-0.000204928,0.013040216,-0.01838214,-0.010053136,0.001836554,-0.004842903,-0.008131512,0.003264555,0.00508062,0.004317509,0.001223764,0.003353571,-0.003274745
C3orf38,-0.006541992,-0.015023643,0.019194296,0.03653679,-0.009923123,0.001731814,0.009412297,-0.038944702,0.02083291,0.002420359,0.003604878,0.009399629,0.025442544,-0.030418481,0.005188206,0.017638814
C3orf67,-0.008272262,-0.020647546,-0.009625115,-0.002421303,-0.043162676,-0.01170295,0.004252674,-0.019413875,0.016489608,0.000127644,0.033231128,-0.013753419,0.00495694,-0.020684574,-0.011288819,-0.013255812
C3orf80,-0.027053856,-0.000846151,0.021840056,-0.022526302,-0.00769454,-0.008524275,-0.011903013,-0.004553975,0.009112374,0.005566484,0.020069849,0.009577082,-0.023170153,-0.016359044,-0.027856511,-0.01651449
C4orf19,0.018251506,0.036380169,-0.023279295,0.005694994,-0.0077282,-0.006446485,-0.011967736,0.00204511,0.011335275,0.021020426,0.00320356,-0.008715609,-0.023248055,0.002026633,0.008369549,-0.012888725
C5orf22,-0.006670348,-0.011175567,0.006898264,0.023977797,-0.026242676,-0.015202773,0.040110824,-0.027316923,0.001210733,0.003386072,-0.025411598,0.015830809,0.010552395,-0.010705764,0.004184021,0.004656943
C5orf24,-0.022684357,0.019183667,0.022248062,-0.006073385,0.010241233,0.019200411,-0.028680591,0.014513314,0.025660841,0.011690882,-0.00485495,-0.003845687,0.001812407,-0.015332835,0.002659644,0.016882009
C7orf57,-0.021648984,-0.011112656,0.00735731,-0.005532109,0.011655,0.043688313,-0.016510349,0.013716407,-0.001718386,-0.033536365,0.00028019,-0.019636221,-0.006660389,-0.024263124,0.006185289,0.002062105
C8orf37,-0.007658401,0.001999269,-0.010840405,0.026128842,-5.38E-05,0.005291761,-0.017797635,0.014302852,-0.017997365,0.017863648,-0.019359715,0.048873684,-0.016394319,-0.021733546,-0.013997783,0.00022962
C9orf24,0.006183197,-0.010794634,-0.023468259,0.007597544,-0.003986129,-0.017733533,0.013739735,0.0374215,-0.005499435,0.01480523,-0.001171759,0.030597489,0.000622995,-0.018258063,0.044415633,0.032053732
C9orf43,-0.016339787,-0.015474312,-0.017115471,-0.011390072,-0.028892778,-0.003839038,0.019149653,-0.008489405,0.017003808,-0.006956835,-0.011322112,0.021237217,-0.011593947,-0.028470183,-0.013327,0.006488322
C9orf50,-0.002004364,-0.014206711,0.012042628,0.020094134,-0.006860906,-0.012226172,-0.012367029,0.003607084,0.000355048,0.039303024,-0.006091709,0.023377554,-0.027577467,0.034652943,-0.03194207,0.018218789
C9orf64,-0.008139333,-0.035457432,-0.00845386,0.032412494,0.011737,0.015718354,0.010320753,0.003706916,0.020731963,0.006408966,-0.009998272,0.001934407,-0.024702619,0.009232082,0.002435031,-0.007135988
CA1,-0.018087868,0.014507803,-0.016981526,0.033934035,-0.023468438,-0.018136581,-0.027597957,-0.000925973,0.003858482,-0.018644891,-0.018120875,0.000673605,0.008796381,-0.000712875,0.015074666,-0.005277361
CA14,-0.00938165,-0.023305146,2.73E-05,0.014064884,-0.003945534,0.002927971,0.014851336,0.023977606,-0.051410028,0.020046764,-0.000290659,0.0224451,-0.028027781,0.004896058,-0.003503233,-0.013889556
CA2,0.002718232,-0.019831633,0.01793792,0.004757395,-0.033684913,-0.000659565,-0.026048835,0.039586409,-0.00174967,-0.019656027,-0.006666513,-0.004907755,-0.017131136,0.008824069,-0.007609154,-0.011311369
CA4,-0.020641172,0.017254892,-0.025442707,0.02610545,-0.024425988,-0.024054504,-0.021360769,-0.011812505,-0.00317348,-0.002895445,-0.003211439,-0.002007478,0.000645012,0.002156394,0.001410155,0.000263132
CA9,-0.015997147,-0.035979158,-0.009190346,-0.003154262,0.00533161,-0.024802762,-0.019406969,-0.004301436,-0.01568731,-0.008647386,0.017086331,0.006839649,0.004529437,-0.02878893,0.00640899,0.00655988
CAAP1,-0.019728024,0.009840467,-0.01442783,0.002184286,-0.045977684,0.005065049,-0.015550701,-0.006153197,0.022298008,-0.023531679,-0.008575787,0.014454176,0.022805477,-0.002831125,0.003488951,0.002615725
CABLES2,0.007309948,-0.01513331,0.028796556,-0.024758768,-0.009681701,-0.011482464,-0.001717615,-0.016179588,-0.01843877,0.003310145,0.021831244,0.017343989,0.043166619,0.019094563,0.003695183,-0.012981754
CACNA1B,-2.45E-06,-0.025129999,0.023159546,-0.007567806,-0.007308086,-0.0017483,-0.015765803,-0.02386774,0.000327713,0.012277994,-0.0168586,0.019205331,0.010117207,0.032888131,-0.033019397,-0.017828705
CACNA1I,0.000387224,-0.027535235,-0.011273205,-0.005664306,0.004463036,0.005330914,0.016161946,0.023050887,-0.002824513,0.019689424,0.029590092,0.015362953,0.007244909,0.033682762,0.025579229,-0.024729186
CACNA1S,-0.010843566,0.007022453,0.002287695,-0.017435999,0.010832594,0.006159356,0.013179019,0.012396107,0.010581489,-0.01905808,0.036495004,0.021248993,-0.005567711,-0.007732145,0.002088003,-0.008126986
CACNA2D3,0.002735719,-0.000769674,0.025851975,-0.000675619,-0.000286922,0.003042404,-0.01622234,-0.012445311,-0.017729504,-1.98E-06,0.013467156,-0.00687173,0.023400081,0.016891078,-0.042664752,0.002416601
CACNG6,0.007389926,-0.040079172,-0.023137968,-0.004466393,0.003458405,-0.004710241,-0.004732715,0.011330346,-0.006469963,0.003735295,0.035077105,0.006923404,-0.008559258,-0.010037251,0.009636814,-0.014610601
CADPS2,-0.01110855,0.002368624,0.043430031,0.017431893,-0.001985923,0.008187709,-0.003909616,-0.007395919,0.022772349,0.007336006,0.013438984,-0.022834855,0.007687948,-0.00146364,0.000649146,0.009776865
CALHM2,-0.020874149,-0.030281511,0.027646138,-0.00717715,0.005458252,0.005677012,0.002710936,-0.012632627,-0.020295364,0.016118958,-0.007604433,-0.007936034,-0.002111906,-0.014599535,0.010213597,-0.003662825
CALML4,0.005935067,0.015651384,-0.039033795,0.019104367,0.003327504,-0.003129854,0.011033261,-0.001470065,-0.006196999,-0.00128819,0.036719569,0.000192541,0.005362671,-0.004637878,-0.017637434,-0.002212511
CALU,-0.029028211,0.013614074,0.000984084,-0.028889766,0.006380934,-0.006221741,0.001355477,0.026859908,-0.000683615,-0.009834211,0.019541364,-0.030394093,-0.003520168,-0.009554551,-0.006819967,-0.001118042
CAMK2A,-0.007512339,-0.008076978,-0.001787666,0.019931094,0.007418547,0.008871789,0.012935135,0.018958715,0.043211771,0.017371001,-0.000540922,0.020741163,0.014878517,0.033675554,-0.026638309,-0.024325947
CAMKK1,-0.017168312,0.009749066,0.00350441,0.014012961,0.015414122,-0.021741654,0.026995197,-0.000810748,0.013146626,-0.017815472,-0.013120861,0.035885352,0.010938069,-0.016409071,0.00925603,-0.015156978
CAMKK2,0.001313136,-0.012386135,-0.021893566,0.020510903,0.028889306,-0.005611177,0.007980673,-0.005214876,-0.02052232,0.005346803,0.009532776,0.020277659,-0.012880722,-0.019300866,0.005750446,0.023665992
CAMSAP2,-0.02604552,0.005277085,0.018261136,0.006959374,0.022427655,-0.015221183,-0.013477003,0.006436553,-0.007093105,0.004969424,-0.0194926,-0.017787417,0.017926938,-0.036813546,0.016691446,0.005954404
CANX,0.003626801,-0.014787185,-0.02460593,-0.038846224,-0.012010004,0.00241217,-0.011397941,-0.001742627,0.007765037,0.022437359,0.005927953,0.003406657,0.014390849,0.01848293,0.039594079,0.014355384
CAPN1,-0.005872996,-0.013573272,-0.03287134,-0.023498361,0.00164876,-0.02873138,0.000298226,-0.015981711,-0.009213709,0.001121374,-0.00039815,0.009839727,0.017771567,-0.010010365,0.013353019,-0.016344673
CAPN13,0.034682628,-0.001016313,-0.001847194,0.010999213,0.011398183,-0.011622041,-0.005112109,0.00908755,0.021486915,0.001794767,0.00491566,0.009456767,0.017733962,-0.017088783,0.004745182,0.013977922
CAPN2,-0.015447644,0.023022634,-0.036313103,0.007146866,0.006152523,-0.018788461,0.00088711,-0.017783794,0.017880546,0.007600578,0.01682026,0.009291187,0.003063035,0.012858882,-0.014990154,-5.83E-05
CAPN3,-0.015242578,-0.028855588,-0.006101188,0.029836728,-0.016052928,-0.012671849,0.016627315,0.01072347,-0.015441907,0.017955017,0.014738177,-0.010810344,-0.012988659,0.012124179,0.003589309,0.0065179
CAPN5,0.000987939,-0.008835382,-0.041742905,0.00011486,-0.016106368,-0.043455029,-0.006301411,0.005642277,-0.004546438,-0.000122217,-0.009102211,-0.014092106,0.003413529,0.015762235,0.013944909,0.002677674
CAPN6,-0.01857356,0.00130941,0.005306159,0.001905255,-0.024789643,0.012548079,0.002533041,-0.014377305,-0.016842888,0.006013674,0.033976231,-0.032716689,-0.006097217,-0.013862675,-0.043056156,-0.025748011
CAPN8,-0.021692402,0.008798771,0.001765324,-0.014175366,-0.009422124,0.038676606,0.006744063,0.0272965,-0.004028413,0.004515249,0.012375224,0.020137494,-0.007815125,-0.012350671,-0.021801157,0.010618939
CAPZB,-0.007877204,0.020450412,-0.003862559,-0.025270022,0.005208084,-0.029020492,0.009480525,5.36E-05,-0.040879148,-0.020579125,0.031843324,-0.000999465,0.000696928,-0.010817326,-0.017809341,0.002517829
CARD11,-0.006125969,-0.018398384,0.026391411,0.009718943,-0.006073761,-0.010872224,0.045986375,-0.002050111,0.017123316,0.026149802,-0.008036978,0.00119933,0.009233522,0.033966825,-0.013699365,0.014655105
CARD14,0.00166291,-0.015409948,-0.022340457,-0.014344263,0.013299105,-0.015335306,0.03028148,0.003817716,-0.025492717,-0.008183531,-0.019038289,0.025123086,-0.041111048,-0.011485924,0.025350105,-0.01847338
CARHSP1,-0.017497538,-0.003926497,-0.00247678,-0.042627712,-0.007476116,-0.004585606,0.009592214,-0.005115913,0.010205698,0.011644514,0.000671342,0.041783415,-0.005958315,-0.00077471,-0.005809467,-0.001251765
CARMIL1,0.018765417,-0.023655262,-0.010043009,0.003015832,-0.022899121,-0.008446615,0.017845788,0.008942481,0.046690296,0.011777362,0.002732078,-0.009894703,0.002342122,-0.011287299,-0.029522465,-0.001736213
CARNMT1,0.029725947,0.000749619,0.007155661,0.003249731,-0.032335569,0.005130785,0.00847326,0.010150301,0.007762277,-0.002775147,0.001339705,-0.004340552,0.005959155,-0.020333338,0.022824131,-0.010562221
CARTPT,-0.02917105,0.011241286,-0.02323939,0.014178604,0.012574451,-0.002583748,0.017493522,-0.024385424,-0.004179038,0.005720191,0.014015087,-0.008720068,-0.000951546,0.019724954,-0.013150035,0.008676093
CASD1,-0.02940958,0.017102285,-0.00885136,0.021472359,-0.021345006,-0.014636139,-0.020908376,0.00389262,-0.001570279,-0.021477358,-0.010306876,-0.009697938,9.39E-05,0.005365216,0.008390749,0.004855754
CASP14,0.00960299,-0.022967281,-0.015100006,0.011964445,0.009914522,0.027368468,-0.000988452,0.028890771,-0.019735456,0.011945216,0.028761216,0.022835799,0.011526651,-0.006567833,0.009287716,0.038933095
CASP3,0.000719307,-0.000363912,-0.009596061,0.011337096,0.015910892,0.04606069,-0.024854959,0.017470323,-0.0095982,0.027246612,0.012834554,0.024389694,-0.010949804,-0.004195392,0.016840414,-0.010401561
CASP8AP2,-0.001872475,-0.025047854,0.018314987,0.022518183,-0.019316801,0.024795849,-0.007072219,-0.007953194,0.013384093,0.02210138,0.003318004,-0.002024257,0.021401874,0.008663899,0.024946674,-0.015188141
CAST,-0.018900537,0.020931267,-0.031513405,0.026550218,0.014379723,-0.007285409,-0.000567779,-0.000863218,0.013474849,0.012653406,0.015517356,-0.007751987,0.000606976,0.009402251,-0.001999701,0.009067184
CAT,0.034707166,0.005676071,-0.002193521,-0.003452015,0.003418345,0.01770386,-0.021065802,-0.003829061,-0.013931848,-0.012933546,-0.01264068,-0.012996059,0.00764252,0.00877994,-0.022861274,0.015882207
CAV1,-0.028732965,0.009937273,0.015099047,-0.02183237,0.021659345,0.000834947,-0.011317086,0.030276679,0.007980567,-0.014720474,0.018385218,-0.011193565,-0.00359079,-0.003223654,-0.007192271,0.006566374
CAV2,-0.024652477,0.01411206,0.016622004,-0.035180311,0.018578647,-0.001349621,0.001803654,0.020058726,-0.004527947,-0.008642853,0.00204574,-0.012983629,-0.006934657,-0.009204524,-0.0134867,0.012666534
CBFB,-0.02248962,-0.008665446,0.041834312,-0.006102064,0.008764653,-0.013827551,-0.00909317,-0.007288573,-0.002969736,0.016960838,0.006739907,-0.00791139,-0.003793484,-0.007165683,0.005355871,0.00636156
CBLN3,-0.027979378,0.013447155,-0.011685386,0.002128016,0.008886278,-0.013142207,0.020665155,-0.008417928,0.01061727,0.004836788,0.040022612,-0.014990786,-0.00704662,0.013928611,-0.025352445,0.007019966
CBR3,-0.001917323,-0.014539398,-0.006190331,0.032723507,0.012324013,-0.012243871,0.014107181,0.018063803,0.031649163,0.023074693,-0.036538879,0.00885092,0.02798461,-0.003265691,9.71E-05,-0.021547358
CBX2,-0.007973158,-0.028373451,-0.002664678,-0.011709814,-0.001305795,-0.00020433,-0.026647882,0.010521544,-0.01311299,-0.007973502,0.010825279,0.024850831,-0.031702686,0.030075421,-0.016583946,0.036436934
CBX3,-0.010320893,-0.032447244,-0.000854997,0.007538869,0.010290381,0.035318686,0.022269704,-0.012729009,0.021553282,-0.016543253,0.00369939,0.032072946,-0.003089697,-0.005378845,-0.015211811,-0.006500274
CBX8,0.009043754,-0.021927596,0.011879253,0.018515187,-0.019512515,0.004385857,-0.009472712,0.019513683,0.011864321,0.016396104,0.023094158,-0.007727611,-0.000322025,0.019065744,0.047449831,-0.008701664
CCDC122,0.012238938,-0.018042327,-0.002995246,-0.008595234,-0.017869578,-0.018730775,0.001237699,0.037068246,0.010334033,0.007180414,-0.006591195,-0.029174784,-0.000534428,0.04821387,0.001419782,0.017806782
CCDC125,-0.010692513,-0.004345471,-0.028302462,-0.01019711,0.014296443,0.000821769,0.016011575,-0.002619798,0.015890327,0.024004348,-0.000434115,-0.018279385,0.007367647,0.038013174,0.018076592,-0.031967087
CCDC138,0.004661223,-0.009577829,0.008608194,0.025955087,-0.015168405,-0.002718929,0.002089112,-0.005458465,0.018533079,-0.000857266,0.004532639,0.044180184,0.020399662,0.007728951,-0.04128109,0.036632775
CCDC146,-0.011104218,0.010390999,0.024044986,-0.009140729,0.000580973,-0.010745574,0.009896158,-0.008776366,-0.017526204,0.005369027,-0.037880749,-0.010793024,0.007724509,-0.013239938,0.026586392,0.032978668
