Row,cCD_PC1,cCD_PC2,cCD_PC3,cCD_PC4,cCD_PC5,cCD_PC6,cCD_PC7,cCD_PC8,cCD_PC9,cCD_PC10,cCD_PC11,cCD_PC12,cCD_PC13,cCD_PC14,cCD_PC15,cCD_PC16
DMXL2,0.000752801,-0.021612462,0.003190715,0.01717065,0.005523155,0.023830959,0.016208272,-0.041807644,-0.013357784,0.034665506,-0.007750083,-0.00089945,-0.004614398,-0.01364125,-0.009187344,-0.011009206
DNAAF1,-0.022262505,0.004680314,-0.029253808,-0.000634045,-0.009162412,0.04007628,-0.017504655,0.002778244,0.014980583,-0.014530213,-0.004576818,-0.003489206,0.01899251,-0.00687891,-0.002109607,0.011355038
DNAH2,-0.00455696,0.007957478,-0.021894994,-0.034940398,0.005484965,-0.000422967,-0.041935468,0.019548914,0.00166183,0.022377248,0.012827734,-0.01397131,0.021175185,0.016566935,0.002184614,-0.007680383
DNAJA2,0.018995473,-0.020210012,-0.023079762,-0.008892745,-0.008274831,0.011238323,-0.003941714,0.030081561,-0.034304475,0.004009295,-0.027616176,-0.00559349,-0.007725259,0.003976772,-0.008315638,0.008608647
DNAJA3,0.023917444,0.001324098,0.010994388,0.025386536,-0.018472947,-0.000939968,0.020090481,0.01034853,-0.027432146,-0.021059469,-0.001271121,-0.019633679,-0.010794504,-0.019367632,-0.029428303,-0.008693408
DNAJB12,0.025354211,-0.003622894,-0.012801376,-0.010766596,0.016812775,0.012169848,-0.015409002,0.007007165,-0.002751088,-0.01031347,0.010291816,0.002681596,0.033104876,-0.016346032,0.006392341,-0.000342741
DNAJB13,-0.002922481,0.032703439,0.001592225,-0.021193851,-0.003066574,-0.015173121,-0.020946886,-0.021828824,0.002267442,-0.010304765,-0.016882059,-0.005540557,-0.000558058,-0.001421181,0.004307812,-0.021482521
DNAJB2,-0.002766511,-0.017148139,-0.002630932,0.007505277,0.010298711,-0.008764142,0.046113841,0.013285803,0.043941529,-0.00208987,-0.008107437,0.00028077,-0.001048842,-0.024322973,0.018735154,0.025855146
DNAJB9,-0.034357689,-0.010081671,-0.011950368,-0.013227344,-0.00085022,-0.004359826,-0.019530415,0.015803625,0.014346733,0.01342464,0.005924148,0.013307351,0.004941692,-0.004161504,-0.007824708,0.011763769
DNAJC10,-0.028336082,-0.01103934,0.01285193,-0.026869261,0.016462231,0.000675458,-0.015459084,-0.029644423,0.006360913,-0.00846288,-0.003892339,0.00153223,0.014055064,0.012178634,-0.005475676,0.004451264
DNAJC11,0.034308965,0.006789168,-0.004367169,-0.002098395,0.01172791,0.005630563,0.001065447,0.002489592,-0.032117587,0.001448437,0.008178697,0.000510952,-0.024147099,0.01409369,-0.000265243,-0.007681846
DNAJC13,0.029840052,-0.00533942,-0.018808949,-0.016427992,-0.002591495,0.003615481,0.000576996,-0.004013873,-0.031890963,0.00280728,0.002169109,-0.000188869,0.024118298,0.024551334,-0.010752692,-0.021369041
DNAJC16,0.001923621,0.016384575,0.041853322,0.006786428,0.025502007,0.0064563,-0.001510646,0.00979428,-0.002618628,0.005296129,0.004139267,0.019643393,0.015963024,-0.020902246,0.03408498,-0.003154882
DNAJC21,0.0202501,-0.003420122,0.010470716,0.030177886,0.03575196,0.001013524,-0.01789172,-0.01098596,-0.016545664,-0.014840833,-0.000736764,0.005790609,-0.025947789,-0.014956392,0.016135616,0.016809991
DNAJC5,0.014747391,0.024017727,-0.005798144,-0.01774896,0.010401131,-0.049329366,0.004857759,0.007221908,0.010495762,-0.013044771,0.017099442,-0.001471116,-0.005354814,0.004374541,-0.005186831,-0.00685566
DNAJC5B,-0.013679742,0.008081637,0.004480167,-0.006283045,0.000536646,-0.013593154,0.004706176,-0.013086715,-0.016543619,0.011539095,-0.016459234,-0.022668871,0.00537944,0.002943947,-0.00838474,0.02671354
DNAL1,-0.02487325,0.026399678,0.008013114,-0.007616314,-0.015224615,-0.010594341,-0.025271592,0.003631573,-0.000823375,-0.00774067,0.01532238,-0.001039654,0.001389895,-0.02162468,-0.017259293,0.008815925
DNASE1,0.020420647,0.005068144,0.002738647,0.026681661,0.028839279,-0.002694371,-0.013374344,0.020040858,-0.001227323,-0.000597578,-0.003507464,0.007808954,-0.017140147,0.013968443,0.015366617,-0.002352531
DNM1,-0.009820711,0.031985578,-0.007118657,-0.00092663,-0.013958628,0.002041426,0.001259529,0.005291806,0.013322845,-0.002655886,0.043525464,0.00484641,-0.009524212,-0.000495237,-0.032892032,0.000347171
DNM1L,0.017743896,0.001566316,0.002143705,0.001960666,-0.006873354,0.030380218,-0.002903721,0.020432336,0.000898068,-0.021904719,-0.019948755,-0.017890487,0.012979026,0.013555336,0.038882131,-0.024080323
DNM2,0.012082843,0.021331132,-0.017687901,-0.029393612,0.018798536,-0.003504013,0.032997571,0.015709923,-0.008969481,0.004365086,0.020673278,-0.009039521,-0.023828379,-0.015607169,0.015711929,-0.010688816
DNPEP,0.031146527,-0.003068697,0.012252647,-0.003491726,-0.014150464,0.002679167,0.003064803,-0.003172237,-0.011616391,-0.017500172,0.001599175,-0.009238325,0.008357542,-0.001585136,0.012855087,-0.022647995
DOC2A,-0.009474816,0.017752998,-0.017764233,-0.017512267,0.041771858,-0.015791135,0.005269137,0.025071666,0.001673589,0.007845821,0.005137701,-0.011053705,-0.018613545,0.011940671,0.003815678,-0.017827191
DOCK11,-0.035733386,0.00467904,-0.019402835,0.011823485,-0.00448661,-0.004002685,0.006028018,-0.014585498,-0.005641902,0.004741505,-0.016226011,-0.003730981,-0.002873334,-0.001099872,0.010207661,0.01902849
DOCK8,-0.03342402,0.003396869,-0.028135797,0.000531653,0.006647057,-0.002200609,0.014718725,-0.007325807,-0.025140243,0.004241296,0.006745029,0.003134542,0.002984541,0.000908577,-0.006589733,0.011487905
DOK1,0.014935999,0.014767154,-0.006854425,0.004562316,0.007157617,0.005987736,0.014120388,0.041618293,-0.008242004,-0.013992609,-0.013593578,0.036430841,0.041331866,-0.000261245,0.005968616,-0.021258909
DOK3,-0.028964066,0.012625779,-0.03839693,0.001300848,-0.001475765,0.003827301,-0.000299933,0.001959141,-0.005384971,-0.005766049,0.006078211,-0.0163857,-0.001813125,0.010015956,-0.002154798,0.007355529
DOK7,-0.00951703,-0.001547402,0.014971104,-0.007706828,0.013339238,-0.027646364,0.000268946,0.030440719,0.043287335,-0.010801724,0.001217088,0.027167773,0.021938045,-0.013794557,-0.012574566,0.029266574
DOLK,-0.000110479,0.003524306,0.009527212,-0.038664053,0.006675261,-0.011445289,-0.01646118,-0.023179209,0.008217528,-0.005636652,0.001846701,-0.004365749,-0.009747878,-0.022413785,-0.014287085,0.006419409
DPAGT1,-0.00185824,0.021969043,0.012082851,-0.006765852,0.01664286,0.010903695,0.031102352,0.007302231,-0.000149683,0.022522641,-0.011443837,0.026913114,0.001367946,-0.006367832,-0.049722035,0.024273431
DPEP1,0.012455494,0.001265763,-0.001768771,-0.024925637,0.022825002,-0.020401097,0.006874293,0.00779559,0.019750412,0.018243618,-0.055773027,-0.015394674,0.012631977,0.010605264,-0.026384534,0.004447635
DPF3,0.006080282,0.02463001,0.019939733,0.008153203,-0.00774814,-0.015737183,0.000698743,0.012194484,-0.033506766,-0.012342584,0.0135375,-0.009469689,-0.004998109,0.007764001,0.025156851,-0.015124955
DPP4,0.008339039,0.001928861,-0.025732504,0.019956676,0.016876361,0.009196155,-0.03421458,-0.028554171,0.020381101,0.037878997,-0.002818334,0.022306536,-0.001378802,0.006646434,0.017919823,-0.034796699
DPYD,-0.024325761,-0.025858361,1.78E-05,-0.017427085,-0.007815074,0.021757409,0.013297065,-0.023908942,-0.008350382,0.003907602,-0.011746984,-0.003038732,-0.001960263,-0.011759386,-0.002788825,0.013617618
DQX1,0.016234207,-0.016663069,-0.003742921,0.004108744,0.02392287,-0.0094416,0.020443259,0.007740261,0.036647677,-0.012351474,0.00698343,-0.028894032,0.026104902,-0.020367363,0.007675105,0.007978861
DRD1,0.002569483,0.003936888,0.007175222,0.008638903,0.006032427,-0.02764251,-0.031643631,-0.013267998,-0.025204686,-0.027684587,-0.006161457,-0.00632355,0.019193347,-0.004236704,0.005513114,0.01369176
DTWD1,-0.017523646,-0.015700815,-0.014123818,-0.000398543,0.025953335,0.012247183,0.015897676,-0.021646442,0.003015179,-0.015178229,0.00800213,0.005917066,0.02022399,-0.017280859,0.002542296,-0.015881515
DTX1,0.017361622,0.002922518,-0.005202888,-0.008704587,-0.014701159,-0.011645335,-0.01145885,-0.044584528,0.00177757,-0.033610908,0.009379456,-0.033252065,0.004000106,0.016969385,0.009156957,-0.008510728
DUS2,-0.019532441,-0.009418222,0.002036222,-0.006255324,0.014717809,-0.022400051,0.015803354,0.012095443,0.016217881,-0.004516605,0.004228047,-0.041741035,0.008589751,0.035258292,0.006950395,-0.012451106
DUSP10,-0.028888985,-0.01023499,0.029059298,-0.011631759,-0.005079433,0.027121395,-0.010455189,-0.000326365,-0.00953395,0.009115379,-0.003961326,0.005834718,0.011334528,0.005689781,-0.009862644,-0.000932937
DUSP5,-0.005935906,0.036384026,-0.00711455,-0.004837019,-0.006724715,-0.021588435,0.012958153,-0.015959696,0.001144174,-0.017267455,0.005270742,-0.010195087,-0.014870732,0.017255613,-0.022094453,-0.007877469
DVL1,-0.021695234,0.025091791,0.001257324,0.000185815,0.010396662,-0.001597141,-0.001172558,0.019614714,0.027777014,-0.006117037,0.004096944,0.00875842,0.040943122,0.006344548,0.020310727,0.010677692
DYM,-0.017164567,0.003769022,0.00242221,0.026622293,-0.001757538,-0.003023973,0.026816964,0.017016737,-0.03304518,-0.003817003,0.020328927,0.024847289,0.009593192,0.014936845,0.0249328,0.015203934
DYNC1I1,0.011661923,0.02221309,-0.002902664,-0.006099039,0.005945337,0.03239543,-0.012296029,0.026715245,-0.016863035,0.013172382,0.011749414,0.017817357,-0.002437277,0.024596588,0.011554071,0.00306087
DYNC1LI1,-0.012982967,-0.001905765,-0.005729556,0.019544849,0.025657051,0.027769732,0.031761802,-0.006423738,0.023914056,0.008583536,-0.026142519,0.00765844,0.017045242,-0.007483776,-0.018895751,0.009723822
DYNC1LI2,0.008593421,-0.013487814,0.029176638,0.026295221,-0.039167621,-0.008625266,-0.0168606,-0.00367452,-0.001266255,-0.008983347,-0.001162665,-0.013859792,-0.00821477,0.00587485,-0.028301862,0.007068168
DYNLL1,0.000555326,0.02321527,0.026426413,0.000381282,-0.026766773,0.044103814,0.000608169,0.01244504,0.001988819,0.007121132,-0.002336197,-0.004310002,0.002652956,-0.006823019,0.004997613,0.000203181
DYRK1B,0.016159803,0.007949867,-0.018019088,-0.001755321,0.01013064,-0.007890561,-0.018667258,-0.009288431,-0.005415266,0.030935522,0.014855408,-0.00179291,0.004045365,-0.013914937,0.014395214,-0.031567507
DYRK4,0.009511802,-0.010762357,-0.006213524,-0.016641501,-0.028691501,-0.006268301,0.00131333,0.002420326,-0.003470329,-0.012493085,-0.028188744,0.040523232,-0.039752682,0.002080173,0.016807015,-0.005278743
ECD,-0.016454206,0.028107221,0.01340957,-0.004277828,-0.005184026,0.030283142,0.015544016,0.011364804,0.018903118,-0.023775091,-0.007999266,-0.014945471,0.000524157,-0.002117738,-0.00180825,-0.002471232
EDA2R,0.008969192,0.001361508,0.010795458,-0.011404805,0.04354933,0.003419054,0.004440458,0.015165242,0.013544396,-0.022156089,-0.021646155,0.008550368,-0.022378994,-0.009020003,0.020359677,-0.001957323
EDAR,0.003652572,0.030980064,0.015755977,-0.013734206,-0.011821925,0.013429414,-0.019050068,0.006730618,0.020205181,-0.019079032,-0.006160979,0.027435729,0.003278548,-0.01285821,-0.005918394,-0.009502622
EDEM1,0.018389566,0.018805735,-0.002756347,0.000311688,-0.003880716,-0.024173828,-0.006661309,-0.020906864,0.003226867,0.005066147,-0.028136409,-0.019545505,0.045541283,0.034108601,-8.05E-05,-0.000171291
EDEM2,0.011724819,0.004400281,-0.007144114,-0.024818377,0.017515964,0.010057991,-0.005375294,0.007979016,-0.024844957,0.003358111,-0.000800734,-0.027206564,0.040142117,-0.026989018,0.054851853,-0.010664055
EDF1,0.006640017,0.012981189,-0.011540665,-0.007113758,-0.017062973,-0.013754382,0.007653274,0.03206746,0.017374101,0.025740949,-0.034717359,-0.041705276,-0.004007205,-0.044071183,0.029195892,0.00889068
EDN2,0.009453928,0.013474653,0.010326998,0.008080085,0.007034906,0.014091403,-0.001858203,-0.001414162,0.010889483,0.046862627,0.008282638,0.007317248,-0.025780409,-0.012418892,0.033030452,0.029772748
EDN3,0.03053779,0.012851788,-0.00101496,-0.002807773,0.013319467,-0.004372342,0.013048877,-0.016502905,0.01827791,0.036135868,-0.001587912,-0.021822592,-0.006264555,-0.009886602,-0.01907019,0.005952974
EEA1,0.017264179,-0.030054263,0.017267285,-0.003188408,-0.002390529,0.007426111,0.027542313,-0.012762197,-0.001290139,-0.010453224,0.010354552,-0.00033009,-0.013912402,0.004295802,-8.55E-05,-0.004994782
EEPD1,0.010976464,0.021584464,-0.019298967,0.00750867,-0.005987762,-0.019135561,-0.023550049,0.013625373,-0.013567657,-0.025662226,0.009390923,-0.007932046,0.028149745,0.006337637,-0.018771353,-0.013498472
EFHD2,0.004549049,0.019659412,-0.027211118,-0.015049071,0.033958939,-0.002211647,0.037982116,0.01593129,0.014711532,-0.006910827,0.023945251,-0.007375676,-0.008408019,0.005362493,0.009653566,-0.006249608
EFNB3,0.009814805,-0.002312037,-0.006637807,-0.025106125,0.029283371,-0.01717874,0.010843395,-0.003343413,0.022416642,0.000888689,0.010890887,-0.005564201,0.007169131,-0.005411785,0.003831438,-0.005547894
EFTUD2,0.003232905,-0.005352892,0.011125642,0.034558591,0.009894359,-0.005619114,0.020159199,0.024497773,-0.041050806,-0.012973402,-0.000260658,-0.009176299,0.012926278,0.010040027,0.037765157,-0.021447034
EGLN1,0.032584676,-0.014706272,-0.018348365,-0.007466589,0.010767071,0.001322532,0.002778283,-0.014501223,0.019892521,0.00041605,0.012784108,-0.007564445,0.008587152,0.000508534,-0.014128929,0.00747628
EHD1,-0.022990253,0.008382265,-0.029162633,0.000541916,0.000115286,0.007363639,0.002249927,0.002743241,0.018104725,0.023071793,-0.030676748,-0.008636384,0.0032336,-0.012718801,0.00037538,-0.040505282
EHD4,0.009363758,-0.020273756,-0.001518948,-0.043955171,-0.015535866,0.020480623,-0.020086424,0.017060157,0.004582282,-0.020024163,-0.00336839,-0.010108823,-0.011274282,0.006574081,0.003141537,0.024511663
EHF,0.006740663,-0.022045478,0.044306633,0.001301711,0.006936222,-0.010370027,0.018816163,0.005319882,0.014786451,0.005114812,0.002859076,-0.004705186,-0.020791818,0.011890164,0.00134599,0.003292202
EHHADH,0.001539932,0.002367292,-0.001720069,0.025244143,0.021667327,-0.023364941,-0.011702925,-0.005099901,-0.017059937,0.055737494,0.016881291,0.015798543,-0.042436586,-0.012597211,0.002004305,0.019242183
EHMT2,-0.01125715,0.026132885,-0.013103018,0.024333557,0.010492075,-0.012765422,-0.013362415,0.0123502,-0.01521817,0.011223591,0.013032297,-0.019779611,-0.005724229,-0.01269584,0.000276746,-0.021110633
EIF2A,-1.39E-06,-0.007534366,-0.000112767,-0.013468461,-0.02824374,-0.037893172,0.033205545,0.007289055,0.020662513,0.018167557,0.000650226,-0.013124206,-0.029995306,0.030902632,0.033339787,-0.002694693
EIF2AK2,-0.005968414,-0.02273889,0.01729388,-0.003499536,0.023863274,0.018957481,-0.033570609,-0.029546011,-0.018698451,0.015968766,0.006323222,-0.010484673,-0.008511478,-0.008746586,0.002839167,-0.032003689
EIF2B1,0.007835787,0.017494365,-0.00149382,-0.04235934,0.006329993,-0.019538752,0.008965475,0.012543559,-0.012999239,0.008423142,0.015261377,-0.029843071,0.004344178,-0.012800299,0.00485031,-0.036697922
EIF2B3,-0.010487683,0.027414139,0.01445529,0.015692967,0.00347631,0.027707135,-0.019338555,0.014509863,0.01716502,-0.013567739,-0.027473951,0.008196221,-0.02056153,0.013544846,0.006152161,0.014377746
EIF2S2,-0.022547562,-0.020798717,0.013588901,0.017800481,-0.032716075,-0.015314469,-0.001417697,0.019161093,0.000645728,0.000116479,-0.007247035,-0.018980635,0.002262213,-0.004071549,0.014964094,-0.00241014
EIF3B,-0.01341211,0.008926743,0.017572631,0.00781232,0.007426778,-0.012470496,0.039799272,0.046227277,-0.00432592,-0.018068359,-0.023627873,-0.003381238,-0.000407101,-0.010907683,-0.010523733,-0.035001016
EIF3C,0.012396523,0.026114225,-0.001700848,-0.02398738,0.005921482,-0.015709165,0.041387612,0.004724788,-0.009072388,-0.002970558,0.007434331,0.00670261,-0.018530392,0.002061829,0.031697906,-0.010234044
EIF3L,-0.001105368,0.022512595,0.003929618,-0.017886203,-0.018663216,0.031242874,-0.017194493,0.021291741,0.003798402,0.007136533,0.001616054,-0.038097335,-0.007246535,0.027807973,-0.006544593,-0.011252174
EIF4E,0.010806316,-0.03741911,-0.001252564,0.000155649,0.012338808,0.003634111,-0.015652342,0.024072256,-0.001796188,-0.019790271,-0.001990807,0.001738158,0.001688667,0.013043846,0.020036755,0.001784287
EIF4H,-0.009948501,0.037874758,0.017454657,0.003704093,-0.001843377,0.006785826,-0.015138061,-0.001977473,-0.001862901,0.020265471,0.015216107,0.013171045,-0.012369431,0.014919305,-0.009787588,0.01416988
EIF5,-0.008382266,0.006716227,0.022142839,0.019061532,-0.038910917,-0.045117771,-0.003520977,-0.006371897,0.009887226,-0.008478505,0.017000178,-0.009129631,-0.010024857,-0.004725981,-0.000547986,0.018132058
ELAC1,0.02080454,-0.004522779,0.010405888,0.018908555,0.025028833,-0.025905565,0.013498626,-0.013170251,0.025774513,-0.001690234,0.013112895,-0.031133076,0.008366048,0.004568471,-0.000440506,-0.016595941
ELAC2,0.003401116,0.003928363,0.018211539,0.004926644,0.001936512,-0.021740757,0.054684022,0.010866972,0.00256551,0.00205372,0.007730096,-0.030323432,-0.035100644,0.009858226,-0.022692367,-0.031586392
ELF3,0.034233713,-0.006288271,0.005378998,-0.012615828,0.011533041,-0.017541966,-0.000158754,0.013486389,0.012657535,0.016052433,0.002931448,-0.009633603,-0.007712483,-0.010200541,-0.002684095,0.02085445
ELFN1,0.012104593,-0.010463902,-0.031696318,-0.007143803,-0.026158882,-0.011937416,-0.031439855,0.000357523,0.008524292,-0.008431224,0.006520872,-0.026053744,-0.035591064,-0.001421462,0.008641211,-0.021912733
ELL,-0.003130087,-0.006011384,-0.027862188,-0.021373618,0.031348236,-0.003208149,0.00226895,-0.015109801,0.002957973,0.000803648,-0.0078547,-0.015135087,0.000708283,-0.012041177,-0.064481262,-0.021096524
ELL2,-0.030457672,-0.018474474,-0.01296594,-0.022315997,0.011870541,0.012680255,0.001187748,0.01155616,0.008926375,-0.013724588,-0.008188792,0.000363525,-0.003707365,0.003602268,-0.004724889,0.010108031
ELOVL6,0.000505874,-0.022521134,0.03662229,-0.029531259,0.005702641,0.008602539,0.004047013,-0.007673136,0.007719829,-0.010400671,-0.011202526,-0.008764337,-0.012182483,0.015570041,0.009009869,0.008576982
ELP2,-0.006146791,-0.008206203,-0.019116444,0.036191994,7.17E-08,0.000652161,-0.009716908,0.023957743,-0.007363632,-0.003767996,-0.042538874,-0.010671065,0.03224766,0.019735564,-0.002652633,-0.009285561
EMC2,-0.011653072,0.027277747,0.008467434,-0.014590904,-0.013988157,0.014426882,-0.005579629,0.024988109,-0.011783535,-0.014937909,-0.006236066,-0.003602852,0.031413196,-0.026258653,0.005333167,0.024151296
EMP2,0.00090793,-0.018388134,0.034605331,0.008368835,0.002048513,-0.008617031,0.020608795,0.026781685,0.020794604,-0.006155383,-0.006831108,0.00215928,-0.010369794,0.012414835,0.017437568,0.00711332
ENDOD1,0.031798159,0.002546506,-0.000553823,0.011160424,0.025302663,0.009605202,0.000755721,-0.001812864,0.007272529,0.020405766,-0.011293962,-0.026287331,0.010515855,0.022084156,-0.007032623,-0.016008179
ENOX2,-0.00483831,0.014092334,-0.004369361,0.015903014,0.00147025,0.002646232,0.040760382,-0.003455058,-0.047621776,-0.013438201,0.015954048,-0.005747597,-0.030263276,-0.010546878,-0.034222365,0.017959271
ENPEP,0.011332223,0.009152696,-0.027074045,0.015238398,-0.043134939,0.002024548,0.009792881,-0.011877585,0.015179988,-0.022951373,-0.009221406,-0.007730082,-0.02150721,-0.012606521,-0.024812372,0.017919308
ENPP3,0.032477845,-0.001577718,0.009706195,-0.001399847,0.008565403,0.005259697,0.016597225,-0.005985339,-0.003910166,0.001279586,0.00774597,-0.021840567,0.021724555,-0.000742644,0.006088567,0.011892676
ENPP5,-0.009883633,-0.008104882,0.011082541,0.010170412,0.029693477,0.034334344,0.020584495,-0.012060907,0.017218095,-0.022470135,0.028278426,0.000123493,-0.011670895,0.041496124,0.010571381,-0.000900303
ENPP7,-0.004113971,0.014099074,0.019292567,-0.001200247,0.015397798,0.022165286,-0.015042731,-0.013700013,-0.019626371,-0.030543045,-0.039428727,-0.008078798,0.001492582,-0.0164047,0.00017033,0.014525679
ENTPD2,0.003192124,0.036693722,0.01793363,0.013539769,0.003253581,0.013771169,-0.032578331,-0.006954745,0.002111359,0.010647125,-0.002096482,-0.001452262,-0.014952465,0.003085472,0.013998591,0.002504355
ENTPD6,0.005170839,0.023582841,0.019133671,-0.014297759,0.016841101,-0.024726993,0.024137179,0.014862606,-0.003978471,-0.001350376,-0.018738514,0.005130726,-0.007113186,-0.008809424,0.041033915,-0.001208619
ENTPD7,-0.015898914,-0.0237661,0.000458159,-0.033320693,0.00649218,0.025358669,-0.024876148,-0.018468436,-0.009746483,-0.004502695,0.001459476,0.016860283,-0.001422711,-0.010449443,-0.021342846,-0.006245131
EPAS1,0.002261434,0.008399058,-0.044126851,0.013862134,-0.033710488,-0.012027238,-0.004567668,0.005552022,0.031826852,0.013457635,-0.013963526,0.008219595,-0.006964876,-0.012644907,0.00557322,-0.011457745
EPB42,0.027419581,-0.020923616,0.007699244,-0.030369633,-0.019348231,0.001903471,0.003831632,-0.015167185,0.003367952,-0.001419705,0.000586955,-0.003962245,0.006329725,0.003599874,-0.018593645,-0.012668195
EPHA1,-0.006361291,0.03264079,0.006558411,-0.010651978,-0.007738611,0.013913688,-0.016845577,0.011752859,-0.031066326,-0.011991475,0.006844698,-0.011994874,0.024160952,-0.011189591,0.02521915,-0.016456771
EPHA2,0.015182753,0.015659416,0.013341591,0.00174232,-0.015501197,0.035053746,-0.019689126,0.023717765,-0.014591885,-0.005579746,0.004937606,0.001066215,-0.020906472,-0.000793481,0.003579335,-0.031717902
EPHA4,-0.004577293,-0.019387519,0.024687805,0.020965122,0.03454617,0.011068546,0.004703336,0.005594703,0.002113095,-0.013051798,-0.006186156,8.99E-05,0.0073477,0.018250291,-0.008496486,0.026277535
EPHB2,0.001269962,-0.017288405,0.027996022,0.00857289,0.021290807,-0.022972496,-0.000508005,0.010701215,-0.009551024,-0.025423184,0.028703935,-0.026780597,-0.000460671,0.033896821,0.019993105,-0.003937046
EPHB3,-0.003124492,0.024885688,0.031526796,0.019691316,0.026039524,-0.003610826,0.012006006,0.017034362,0.024261782,-0.01556405,-0.022332905,0.001078932,-0.010031579,0.003833832,-0.010920327,-0.000329573
EPHB6,-0.005376582,-0.027539835,0.033240868,0.009328967,-0.011897033,-0.01126084,-0.008865015,-0.015686526,0.011839625,-0.009288847,0.011033198,-0.002419554,-0.01065434,-0.008256165,-0.004497667,-0.010251872
EPHX2,2.13E-05,0.012064192,0.010257449,-0.034050664,0.018719237,-0.02578461,0.014544322,-0.009058482,0.031540613,0.016308742,0.000156516,-0.006768979,0.008084057,0.040630101,0.004363687,0.021548639
EPHX4,-0.005307765,0.024773825,0.000206169,-0.004255647,-0.009178507,-0.006257055,-0.011472163,-0.047043133,0.000999854,-0.018284244,0.008087036,0.00925145,0.026954715,-0.017544827,0.048836063,-0.01884432
EPN3,0.015002708,-0.000782522,0.01793982,-0.013077701,0.01692558,0.0210759,-0.012878428,-0.015929159,-0.018313716,0.009895463,-0.020163248,-0.034203451,-0.024191988,-0.035768597,0.002740762,0.0125401
EPOR,-0.01234588,0.018711343,-0.023634145,-0.011317809,0.012021208,0.024053333,-0.027490636,-0.017260722,0.008834001,-0.009555548,0.028566899,-0.022245231,-0.019116798,0.016889702,0.002623655,-0.002715995
EPRS,-0.022793136,-0.001168502,0.036109775,-0.003872121,-0.023848814,-0.01856683,0.007366674,-0.021426031,0.001991471,-0.001608414,-0.016483278,0.011632155,0.005309168,-0.014062602,0.008280944,0.003785998
EPS15,-0.020410634,-0.004465993,-0.021928296,-0.024680241,0.015473197,-0.018931456,-0.000176419,-0.008625655,-0.028923331,0.003185304,-0.02690085,0.002306999,-0.017669045,-0.000405348,0.020026367,-0.016630476
EPS8L2,0.029010042,0.011983456,-0.016977065,-0.01009395,0.019304305,-0.019003769,0.005813129,0.017918191,0.0128784,0.026594539,0.003448897,-0.008323433,-0.011639974,-0.00660284,-0.015545792,-0.010553918
EPS8L3,0.018236605,0.005165914,-0.00166406,0.011188113,0.017443956,-0.000349008,0.005303319,-0.007406946,0.01767538,0.051017103,0.001808204,-0.022494766,-0.005797986,0.015292303,-0.000882428,0.025137624
ERBB3,0.036603485,0.008911589,-0.004529583,0.011244554,0.007852179,-0.009906685,-0.002790892,-0.00070854,0.011459675,0.011686668,0.001276068,-0.012096475,0.022204604,0.004595959,-0.007265,0.002485534
ERC2,0.00231122,0.021204339,0.00556761,0.007824374,0.004708281,0.027845785,0.007145696,-0.002790832,-0.023846291,0.006683102,0.003752767,-0.007613329,-0.048750954,0.006522716,-0.018516217,0.041227608
ERCC6L2,0.024147224,0.005855854,0.00044713,0.031670914,0.012591713,0.001161046,-0.004540199,-0.010720966,-0.004528225,-0.009009217,0.011942466,0.018798138,-0.027951911,-0.021304423,-0.007267567,-0.005869096
EREG,-0.0139196,-0.010655074,-0.024500285,-0.000143318,0.019264226,0.038304651,-0.008815939,-0.005251941,0.018965949,-0.017412385,-0.011679757,-0.030244416,-0.026983644,0.014691978,0.017425768,-0.007258115
ERFE,0.010347288,0.020338273,-0.004326807,-0.014535889,-0.013905165,0.000305337,0.041789019,-0.003573213,-0.023637045,-0.003217495,0.037123558,0.031508428,0.005730513,0.003883622,0.036464116,0.000344682
ERI3,0.01685122,-0.001403403,-0.006770066,-0.012570349,-0.049332829,-0.016556186,-0.021527506,-0.018083635,0.006952583,0.002921402,0.009690313,0.005908073,-0.01852123,-0.016238967,-0.017536674,-0.012286493
ERICH4,0.030417915,-0.006125354,-0.006797807,0.014155679,-0.016141236,-0.009502846,0.009581344,-0.010077041,0.004379483,-0.006308936,0.011325877,-0.008393601,-0.007758362,0.036382583,-0.013523709,-0.003715168
ERMAP,-0.022652355,-0.014878504,-0.000776101,0.011563021,-0.009069076,-0.007818943,-0.002479379,0.003480806,0.024968897,-0.010845129,0.003171095,-0.007788229,-0.0011081,0.016658762,0.003111418,0.025090299
ERMP1,0.018890825,-0.009019328,0.020007482,0.00824952,0.04660688,0.01531959,-0.015451241,0.008665717,-0.018213516,0.022098423,0.00195889,0.004102438,0.011752404,0.006953312,-0.00136826,0.0060966
ERO1A,-0.019817109,-0.016478857,0.006812814,-0.038235962,0.006867563,-0.021187897,-0.021713127,0.007015626,0.012906218,0.010698022,0.007892771,0.019501819,0.004285588,-0.009558161,-0.003923311,0.006846502
ERP27,-0.023682521,-0.023439184,0.010377072,0.016909193,0.005794562,0.001626388,0.020400011,-0.00666536,0.020201971,-0.00947538,-0.006879112,0.004227045,-0.00150279,0.012311533,-0.008522881,0.003140854
ERP29,-0.014059686,-0.040438389,-0.00457105,0.005881689,0.002344924,0.011158142,0.010273454,-0.006193584,-0.016034611,0.001057519,0.017276407,0.010506197,-0.009679995,0.00681927,-0.003738372,-0.001228737
