Row,cCD_PC1,cCD_PC2,cCD_PC3,cCD_PC4,cCD_PC5,cCD_PC6,cCD_PC7,cCD_PC8,cCD_PC9,cCD_PC10,cCD_PC11,cCD_PC12,cCD_PC13,cCD_PC14,cCD_PC15,cCD_PC16
TEAD4,-0.029902992,0.003059092,0.012622553,0.005298637,-0.014568986,-0.002345863,0.019306955,0.003999636,0.03160287,0.006921903,-0.031186741,0.002222988,-0.001600321,-0.006625353,0.011680782,-0.017370584
TEC,-0.008440946,-0.001844291,0.017204786,-0.011348819,0.001486367,-0.03149937,0.009335895,0.011879713,0.016754172,-0.036964244,0.029030109,-0.015207814,0.002537878,0.004902619,0.020257799,0.03350567
TECPR2,-0.022199455,0.023105911,-0.020290163,0.003272221,0.004366903,-0.004467779,-0.002323943,0.009535863,0.006700029,-0.003786293,-0.013521805,-0.03136017,-0.003363156,0.004942479,-0.008940267,-0.020776763
TECR,0.019714119,-0.008046096,-0.017812627,-0.013873244,0.027448907,-0.000904256,0.001821732,0.026011069,-0.018256336,0.012490136,0.013866179,-0.012532378,-0.009769235,0.005779264,0.007837989,0.054405667
TEPSIN,-0.003830196,0.023070662,-0.008822879,0.02199412,0.01210835,-0.025016163,0.010261742,0.006568287,0.023246052,-0.003220175,-0.016431399,-0.012807395,-0.003893287,0.008745635,-0.026909259,0.018463392
TEX10,-0.015269457,0.027031172,0.014446987,0.028769158,0.002356728,-0.001136283,-0.029017885,-0.008851479,-0.013743534,-0.00719966,-0.003945041,0.0167649,-0.012956643,0.009497945,-0.000263527,0.012212691
TEX12,-0.015140637,0.01267506,-0.019240156,-0.007347485,-0.009926439,-0.030713085,-0.023207463,0.019518497,-0.026718771,0.022925951,-0.020097706,-0.027123301,-0.003443194,-0.002027379,0.015406501,-0.027693897
TFCP2L1,0.026020655,0.013954807,-3.45E-05,0.01423063,0.039856018,-0.003660272,0.004448856,0.01869642,0.015067868,0.015233149,-0.017935562,-0.004490481,-0.01097874,0.008974467,-0.004951235,-0.008371557
TFF3,0.013126748,-0.006261104,-0.000323771,-0.019010684,0.018133858,0.018455452,0.015688425,-0.004842122,-0.008705575,-0.040648967,-0.028377773,0.008302145,0.03777997,-0.043436378,0.010258887,-0.01200013
TFG,-0.015212749,-0.027375978,0.025354233,-0.009645591,-0.029668669,-0.014123894,-0.012286,0.013539173,0.02389098,0.008009441,0.002233238,0.005099071,-0.003737834,0.008328997,-0.001753544,-0.003101058
TFPI,-0.029659695,-0.000906545,-0.034276169,0.006648853,-0.002762225,0.014417518,-0.005225711,-0.007203186,0.024140092,-0.004377932,0.010592215,0.012147518,0.001500068,-0.001463101,-0.004750891,0.009111425
TFRC,0.002755672,-0.027644124,0.017877153,-0.004791714,-0.000987157,-0.000352976,0.002689016,-0.015380793,-0.000306475,0.016365928,0.006746894,-0.006852487,0.013760056,-0.01495432,0.005278254,-0.001375201
TGFBI,0.011011875,-0.003882591,-0.003055341,0.016661251,0.003604618,-0.006987015,-0.00521576,0.020753461,-0.01809743,-0.01975566,0.001949622,0.02680587,-0.026412032,-0.007900073,0.038182398,-0.016262905
TGM3,-7.76E-07,0.021275605,0.015155394,0.006350905,0.004464418,0.001736828,0.033664803,-0.005297036,0.040452216,-0.014182966,-0.008150847,-0.005054755,0.001897731,-0.00575108,-0.021915214,-0.021053773
TGM7,0.010713868,0.014819917,0.001960412,-4.72E-05,0.012243585,-0.007930174,0.003848598,-0.018811326,0.016899493,-0.03175876,0.006277567,9.56E-05,0.049581749,0.014040997,0.00743341,-0.013651505
THAP2,-0.006784974,0.003452962,0.006322017,-0.006916465,-0.004235919,0.018192452,-0.014879817,0.040630298,0.039893945,-0.035623306,0.014690917,-0.024174044,0.01568641,0.0051188,0.011157861,-0.002938373
THBS4,-0.007637254,-0.002155691,-0.006596199,-0.015112594,0.013502884,0.004607535,0.028904893,0.00688206,0.006237238,-0.042305891,0.027526709,-0.004244774,0.00213512,-0.018887779,-0.030295009,0.005849721
THOC5,-0.006450286,0.005157281,-0.02694312,0.016517369,0.006406509,-0.003776165,-0.021606386,-0.007707509,-0.017282762,-0.009860606,-0.023472304,-0.028663663,-0.01087798,-0.042395422,0.010674011,0.027736385
THOP1,-0.005415312,0.024270599,0.024500442,-0.004860359,-0.018161579,0.00641109,-0.023466292,0.004029806,-0.001151484,0.012088949,-0.011511192,-0.022537248,0.004415361,0.024925769,0.008863749,0.023846068
THPO,0.001681586,0.019486538,0.004403315,0.002859173,0.035157671,0.007349971,-0.006411043,-0.02544837,-0.000719274,-0.004980427,-0.036504196,0.002602516,-0.026405155,0.017397746,-0.011285833,-0.009028697
THRA,0.028598386,0.018505282,-0.01069224,0.012354702,0.015078333,0.022681283,0.021026633,0.006041797,-0.004978512,-2.60E-05,0.00619688,0.008817543,0.011760414,0.010437672,0.015125871,-0.011343785
THRSP,0.010057488,0.011541932,-0.002891911,-0.005434816,0.031038706,0.005642264,-0.003028269,-0.024110031,-0.051260382,-0.01075279,-0.003657686,0.006475133,0.023049559,0.004965288,0.011926818,0.03458882
THSD4,0.017942293,0.019484852,0.03603631,0.026870517,0.005398886,0.000772093,-0.010363039,0.008797375,0.010810418,-0.015011927,-0.01511045,-0.005983155,-0.014088671,0.007720769,-0.0040799,-0.014438025
THSD7B,-0.006490344,-0.004200323,-0.022593215,0.021080943,0.006377984,0.023465632,-0.000227395,-0.02784893,-0.010062102,-0.006979707,0.025678899,0.005920822,-0.042125163,0.004672911,-0.013427599,-0.034645917
TIAM2,0.001280544,0.003507132,-0.003476508,0.041656023,-0.012608496,0.00563636,-0.015468065,-0.029449939,0.014446967,-0.006827709,0.016506667,0.021138434,-0.000260226,-0.050722985,-0.014426315,-0.018036542
TICAM1,-0.004652839,0.000173189,0.004713935,-0.002121719,0.02639564,0.006576534,0.030001403,-0.00688261,-0.021832878,0.006338496,-0.038172938,0.033859493,-0.025736628,-0.015805568,-0.00565323,0.00797201
TIGAR,0.017821621,0.007617927,0.008712678,-0.015996699,-0.023396096,0.032076761,0.00193049,-0.00345705,-0.008284443,0.035159284,-0.007565883,-0.023573193,0.019317958,-0.005668273,0.020308917,0.00989248
TIGD2,0.013827749,0.022009349,0.0041284,0.019149322,0.005190794,0.018049439,-0.033654679,-0.00264947,-0.010626893,-0.020520741,-0.006808114,0.01712721,0.035980274,-0.013621735,0.041782268,0.000598218
TIGD3,0.005283297,0.036495488,-0.003578429,-0.001002495,-0.005281233,-0.012632796,-0.012720206,-0.022939468,-0.041927706,-0.009129172,-0.0101479,-0.004491478,-0.001338668,-0.002828711,0.009538395,-0.002159213
TIMD4,-0.006057509,0.021470595,0.027343087,0.017068375,0.004948838,-0.012939915,0.01851673,-0.025461513,0.02974712,0.007236947,-0.026902978,-0.007034186,-0.001786944,-0.007580977,0.023160108,-0.008713379
TIMM17B,0.011917248,0.0178802,-0.012041133,-0.01782113,-0.0014415,0.032671971,0.006739372,0.011250862,-0.023834022,0.030782764,-0.018873784,-0.032195383,-0.005852517,0.0012713,-0.023403547,-0.000624057
TIMM8A,0.012880879,0.013248313,0.019698363,0.024103204,0.003347996,0.014840676,-0.012768613,0.040571764,-0.010097489,-0.02345606,-0.017321157,0.013616531,0.021345293,-0.006718488,0.034876923,-0.008533185
TIMP3,-0.024331351,0.00095305,-0.03102299,0.022976547,0.005939609,0.007769954,0.005481168,0.003127318,0.033590487,-0.027019367,0.00813704,-0.005504523,-0.002417821,0.008423099,0.018921137,0.017681491
TINAGL1,0.001849485,0.000646717,0.008690199,-0.03308918,-0.008916392,0.002815765,0.025714922,-0.014344689,0.008183111,0.016588609,-0.006164264,-0.016006711,-0.002959939,-0.005722014,0.04432839,0.021931253
TIRAP,0.004991044,0.026262973,0.017639655,-0.009969893,0.009621048,0.026947814,0.004751711,0.006086917,0.011662289,0.009733352,-0.014856109,-0.00609888,0.028334018,0.045309014,-0.023810334,0.012608004
TJP3,0.035444276,0.012677777,-0.007068505,-0.018090386,-0.002899468,-0.007756027,0.015888587,-0.00272264,5.29E-05,0.006027579,0.004068661,-0.008547677,-0.021076764,-0.001462388,-0.001709161,0.003523509
TKFC,0.011729918,0.016786937,-0.016122352,-0.030221162,0.019545753,-0.003064397,0.006725766,0.012683671,-0.011532171,-0.016900095,0.042118021,0.012039432,0.008147401,0.011090798,0.031936951,-0.001526448
TKT,-0.010862216,-0.016629969,-0.004914921,-0.013078893,-0.011926455,-0.019821778,0.030213397,0.039425495,-0.030201516,0.001445727,0.015370759,0.027752718,-0.002443196,0.009054018,-0.00231802,-0.011123564
TLCD2,0.011936542,-0.001705594,0.014158747,-0.01742074,0.012872812,-0.001318713,0.029788258,-0.010262141,-0.011800165,0.009542802,-0.012453725,0.027679514,0.004907043,-0.031303563,0.025834233,0.036262369
TLE3,0.019469969,0.009402071,-0.026195717,0.04198486,-0.004380536,0.003941083,-0.011928535,0.007291912,-0.009715592,-0.000259573,-0.018176807,-0.016913756,0.007886702,-0.006641353,-0.028015007,-0.01443216
TLL2,-0.018905401,-0.001071641,0.002325061,0.010799753,-0.004727981,-0.033352743,-0.045076033,-0.028030385,0.001512123,0.001300835,-0.018920018,0.030750662,-0.003492711,0.006413518,0.001515318,-0.009195587
TLR1,0.002641709,0.009659881,-0.001297228,-0.007601775,-0.008367035,0.038099864,-0.002138935,-0.013474702,0.024024315,-0.041598272,0.006240852,-0.031316539,0.01024093,-0.03629497,0.016219076,0.002760553
TLR4,-0.029328353,-0.009962861,-0.037961555,-0.003834452,-0.007746398,0.003799783,-0.010651238,0.01150521,0.005342202,0.001792803,-0.011002953,-0.007561395,0.005063298,-0.006396703,-0.00153601,-0.008125803
TM4SF4,-0.010941671,0.011412491,-0.007582306,-0.00895166,0.028261092,0.01021747,0.044088346,-0.015977597,0.016885246,-0.035154258,-0.01028339,-0.004802286,0.015583665,-0.014995506,0.011076875,-0.009096758
TM4SF5,0.002020406,0.020271787,-0.000399935,-0.001588602,-0.013694246,0.040051199,-0.006116636,0.009477065,0.007721584,0.006738081,0.008960843,-0.02134608,0.026548484,0.034915714,0.004602392,0.002414836
TM6SF1,0.000406533,0.025432045,0.022458892,-0.022940948,0.027717515,0.017846785,-0.012468718,-0.011553719,0.011824412,0.009950602,0.007921141,-0.016782785,0.000142334,0.005273588,0.011241674,1.75E-05
TM6SF2,0.015606845,0.019000219,-0.018180159,-0.000335781,0.010291393,-0.037543024,-0.029259278,-0.036505357,-0.001628134,-0.015192268,-0.011088763,0.009470117,-0.002145896,0.004787754,0.000651726,-0.002845651
TM7SF2,-0.009287492,0.021155832,0.026333313,-0.005931025,-0.013904621,0.045379559,-0.007039272,0.01063049,0.019994547,0.001906942,-0.016395137,0.013279999,-0.007231228,-0.003111199,-0.021297713,-0.014637683
TM9SF1,-0.013469398,-0.00657119,-0.029782491,-0.016515151,0.037761526,0.001353712,-0.02404223,0.029302644,0.014447708,0.010394612,0.001462061,-0.014984521,0.00276793,0.010094777,-0.010668534,0.001226371
TM9SF2,0.004911538,0.017766749,0.011066788,-0.010368028,0.007320543,0.009634133,0.000735528,-0.007526592,0.000305923,0.005778539,0.003028014,-0.018500767,0.030588104,0.028765721,-0.04625819,-0.030166381
TM9SF4,-0.010857671,-0.007413843,-0.020165237,-0.030350486,0.036637881,0.009726762,-0.019264829,0.001001484,-0.01400225,0.003811659,-0.009471979,-0.010170471,-0.035507633,0.002488726,-0.001055624,-0.015501578
TMA16,-0.008638185,0.009601172,0.004689963,-0.001437305,-0.000591945,-0.005542774,0.019362414,-0.035768343,-0.007781178,-0.021254084,0.040824724,-0.005947256,-0.017747094,0.038802866,0.000165693,-0.000847372
TMBIM6,0.025851399,0.001068532,-0.009162819,0.0041059,-0.009238256,-0.038642449,-0.02365707,-0.027603129,0.018100597,0.016493477,-0.007102192,-0.011355167,-0.00759186,0.021224803,-0.008174401,-0.001361705
TMC1,0.004155496,-0.002469725,-0.010604884,0.008331502,0.023500615,-0.028573564,0.005609302,0.005079878,-0.015628789,0.024146516,0.034796759,0.025114577,0.004496646,-0.004348323,-0.02159318,0.010819541
TMC5,-0.020415293,0.006031145,0.033352141,-0.020465404,0.003963915,-0.024129521,-0.008175355,0.004752888,0.016917626,0.011330864,-0.012922361,0.022049614,0.014701009,-0.003001668,0.005444538,0.032776741
TMCO3,-0.013426622,-0.008551608,-0.012158987,0.002755864,0.031972892,-0.003714906,-0.042844229,-0.023565347,0.038282325,-0.005539103,0.004405773,-0.001483464,0.016735907,0.023921425,-0.006199882,-0.019880137
TMCO4,-0.009128522,0.009439276,0.007396543,-0.005722635,0.025603037,-0.017311059,0.005478449,-0.002099806,-0.006829628,-0.023047026,0.033353235,-0.032885544,0.009068004,-0.018203869,-0.006153236,-0.038681332
TMCO6,-0.008600431,0.036145485,0.022373167,-0.001788317,0.005932696,-0.014036818,0.028750728,-0.006402708,0.001198844,0.00399527,-0.009448707,0.009731446,-0.009823354,0.007581539,-0.001753319,0.0031151
TMED4,0.015621906,0.016049048,0.019528069,0.030749906,-2.77E-06,-0.005846651,-0.015470878,-0.016530008,-0.000297683,-0.015761916,-0.013455852,0.024831957,0.027715292,-0.032299436,0.008402506,0.006666778
TMED5,0.007730092,-0.033257697,-0.006683205,-0.013811788,0.006202265,0.017763195,0.009782539,-0.025454081,-0.013108866,0.001280243,0.002593428,-0.007121722,-0.009625362,0.020665827,0.007017698,0.028030849
TMED6,-0.000545618,0.003996534,-0.004798088,0.016942698,0.032801767,0.008271168,-0.01886742,-0.001544817,0.015969909,-0.0278768,-0.005147876,-0.006666381,-0.01900822,0.018453306,-0.008658783,-0.012638509
TMED9,-0.02640907,-0.024706857,0.007922034,0.002680467,0.004579659,-0.006118724,-0.032147014,0.024577944,-0.002460384,0.001331788,0.005977196,-0.0050619,0.002686614,-7.44E-05,0.021645212,0.008682811
TMEFF2,-0.017646353,-0.012078205,0.001056321,0.003758395,-0.013842085,-0.012849614,0.028266998,0.006408251,0.013823127,-0.011357658,0.049441269,0.003742813,-0.016295909,0.03108549,0.012889657,-0.011546445
TMEM106A,-0.02593423,0.005437365,0.018662514,-0.0297765,0.019451483,-0.01465469,0.01448753,-0.013100453,0.009044095,0.001101006,-0.006466076,0.021920619,0.011941293,-0.015322814,-0.014648427,-0.008690322
TMEM106B,0.002199955,0.009788778,0.027518134,0.026828463,0.008365596,-0.032314008,0.015320413,-0.012182379,0.027272943,0.01474957,0.019559012,-0.008523053,-0.012477432,-0.005724099,-0.03392162,-0.011457162
TMEM108,0.00873416,-0.005987393,-0.012892398,-0.017511207,0.009654229,-0.02474626,-0.019302682,0.018178859,0.004805043,-0.021437476,0.033976296,0.002106933,0.01698409,0.014929101,0.070284178,0.007865318
TMEM109,-0.011546173,0.022530373,0.010225537,-0.015205713,-0.002069067,-0.025543258,-0.01333682,-0.050113862,-0.006320502,0.006867514,0.011598622,-0.005604652,-0.008044807,0.01142569,-0.025535786,0.007725149
TMEM117,-0.004705301,0.032467455,-0.011944927,0.007030484,0.008060609,-0.008677652,-0.009129523,-0.017375051,-0.024065914,-0.007676326,0.020969684,0.016699416,0.0004344,-0.023029339,0.01208692,0.01507357
TMEM119,0.018672417,0.006554119,-0.009949475,-0.006582707,0.005475121,-0.007273082,0.011634205,0.014113498,0.010397454,-0.021856012,-0.034481782,0.031807808,-0.044736653,-0.014556956,0.010352117,9.90E-05
TMEM120A,-0.011196071,-0.008447047,-0.003928618,-0.000611094,0.015996366,0.00656982,0.00287988,-0.037029149,0.010099063,0.026884315,0.006715495,-0.000889433,-0.018841594,-0.017688874,0.023785876,-0.010979206
TMEM120B,-0.016206494,0.013715639,0.004257059,0.005451395,0.033843592,-0.011788699,0.043010851,-7.47E-05,-0.015176692,-0.000270781,-0.030212566,-0.013247077,-0.001166122,-0.022781974,-0.003538717,0.024650941
TMEM121,0.01115477,-0.00323029,-0.014865288,0.001085553,0.02289525,-0.011770995,-0.012288341,0.031234774,0.012786913,-0.044793204,-0.017243751,0.000893753,-0.006425164,-0.033262115,0.042566973,0.021537431
TMEM132B,-0.004208162,0.012920877,0.002962494,0.003106607,0.011850012,-0.040021018,-0.013444499,-0.033955938,-0.007749093,-0.019997253,-0.030021347,0.000867057,0.002212576,-0.002626276,0.013200475,0.037744349
TMEM132C,-0.015451065,0.032428878,0.020010461,-0.004378194,-1.00E-05,0.022270671,-0.00554096,-0.012374071,-2.46E-05,0.010617878,-0.016600518,-0.001737484,0.001609919,0.004173673,-0.001731796,0.025560179
TMEM132E,-0.027745792,0.002843042,-0.036808354,-0.011998044,-0.002325065,0.000252358,-0.007688635,0.004623365,0.017086951,-0.016124406,0.014763989,-0.010431031,-0.009470432,-0.007563283,-0.009051924,-0.02020753
TMEM139,0.022480441,-0.005871859,-0.001050826,-0.025270642,-0.045636269,-0.014002677,-0.004095278,0.002274202,-0.006797145,-0.007284337,0.016554111,0.010407956,-0.01863067,-0.016028274,-0.013239923,0.009583589
TMEM140,-0.001763024,-0.008445899,-0.004531316,-0.013053096,-0.000749423,0.005323347,0.001300951,0.016979648,-0.033303039,0.001907116,-0.00013421,-0.019465025,0.02172474,-0.000939972,-0.023880964,-0.023962237
TMEM144,0.025967215,-0.001479604,0.007642106,0.000799701,0.031511691,0.01720793,-0.012649401,-0.024097569,0.004091906,0.006627995,-0.010154635,0.010159154,0.017591137,-0.025601392,0.033469386,-0.01481641
TMEM150A,-0.00080018,-0.002885009,-0.022372607,0.005692847,-0.001553878,0.009105086,0.001810195,0.008356607,-0.044576058,0.002828282,-0.017474987,-0.020783219,-0.018204317,-0.033234568,-0.018828569,0.030581648
TMEM150B,-0.001052756,0.029103328,0.007131763,0.006906994,-0.038083133,0.019585131,-0.001989216,0.011113892,0.006678287,0.025970717,0.01685348,0.001177255,0.003570552,-0.025481872,-0.009365601,-0.000367305
TMEM151B,0.012383004,-0.001294393,-0.004292417,-0.016044614,0.023504633,-0.020833783,-0.009493238,-0.009861507,-0.000741782,-0.030194383,-0.015923785,0.053637593,0.037825041,0.016282604,-0.022187778,0.004632644
TMEM167B,0.015387332,0.027295284,-0.001936648,0.021812046,0.000692537,-0.010553279,0.01073712,-0.02933689,-0.00635646,-0.022522037,0.012010209,0.003262253,-0.013216624,0.023154265,0.030479305,-0.009027603
TMEM168,0.019698378,0.009160253,0.03189089,0.033211019,0.018646372,-0.004063779,-0.002258934,-0.014798534,0.000386326,-0.016408826,-0.004249831,0.019800017,-0.001851028,-0.002458249,-0.002377046,-0.011319824
TMEM170A,0.037767599,0.006213997,-0.00959523,0.005498914,-0.00219221,0.004089084,0.002708549,-0.00264878,-0.009188088,0.00976512,0.003743751,0.001112228,0.023789975,0.00059923,0.000891675,-0.004809948
TMEM175,-0.003451652,0.006373207,0.009115106,-0.010131548,0.007644494,0.029558427,0.012609267,-0.000939974,-0.045650504,0.01073256,-0.019778655,-0.001021755,0.005799654,-0.019308824,-0.036278908,0.037508879
TMEM176B,0.015402526,-0.006561709,0.025854861,-0.01386178,0.017608848,-0.011324276,0.010952701,0.003498421,0.00693329,0.055072227,0.01348248,-0.019471748,0.005732136,-0.02859785,-0.009569489,0.010705167
TMEM178A,-0.001607282,0.025117083,0.012125734,0.003950763,-0.02915212,0.039625834,-0.017033314,0.003981467,0.009046995,0.019873871,-0.006230567,0.015082714,0.018881537,-0.005672898,0.015130646,-0.026367393
TMEM182,0.0093724,0.005273341,0.002834479,0.003643941,0.007737349,0.018149197,0.013982373,-0.034106091,-0.007367048,-0.048579836,-0.042512469,-0.020276571,-0.003152124,0.028006648,-0.00408232,0.005468658
TMEM184A,0.022112417,0.018244221,-0.016559007,-0.014522313,0.028975072,-0.002562646,-0.005994801,0.021087147,-0.000202566,0.013567464,-0.012461619,-0.004155114,0.026924802,0.01190722,0.014316607,-0.001156924
TMEM205,-0.002668948,0.014261568,0.007447441,-0.000938945,0.024513363,-0.013837512,0.046126953,0.01150303,0.024918888,-0.022295066,-0.008371868,-0.006080955,0.019161534,-0.006739341,-0.004717974,-0.025449078
TMEM208,-0.013637773,0.002432559,0.018122185,-0.023661203,0.012106334,0.000324117,-0.017883764,-0.01312793,-0.023566375,0.018686695,-0.001434808,-0.045152154,0.031898671,-0.010415151,0.037715018,0.00266417
TMEM218,-0.020711751,-0.009752029,0.003024228,0.016675324,-0.006742303,-0.019757019,0.006674258,-0.025476041,-0.018684289,-0.001308092,0.004860732,-0.036059276,0.003973777,-0.013901615,0.007722652,-0.023413887
TMEM220,-0.010502914,0.013844239,0.004615999,-0.026269293,0.019328769,-0.024747728,-0.018692572,-0.024882557,0.025109023,-0.020273441,-0.011003821,0.005016615,-0.002812632,-0.008202088,-0.024301241,-0.000826123
TMEM243,0.019098469,0.013527804,-0.000842272,-0.014455409,-0.013925562,0.008544361,-0.018537836,-0.020573374,0.008917368,0.020941264,-0.007479812,-0.004873776,0.025789538,0.025198525,-0.03742737,0.005340046
TMEM248,0.007434491,-0.03189015,0.006622442,-0.024659773,0.001300069,-0.007740403,-0.01165777,0.01674913,-0.013239226,0.009862784,-0.020943253,0.001593312,0.009045919,0.016426358,0.018544685,0.027533895
TMEM253,-0.005854945,0.034779018,0.007422826,-0.000887316,-0.021792789,0.015709148,-0.022459384,-0.006356846,-0.010136946,0.000795211,0.022807331,0.006308754,-0.007030527,-0.002042515,0.008208973,0.015001856
TMEM26,0.002483802,0.012226109,0.026710833,-0.010525731,-0.011981766,0.016598685,-0.012522906,-0.004401175,-0.011237133,0.002414798,-0.001274184,0.010498683,-0.003725547,-0.002130607,0.053434367,-0.016203457
TMEM263,0.007500393,-0.00116697,-0.015358357,-0.015959944,0.005269418,0.004423985,0.013999032,-0.008272654,0.01888711,-0.012330345,-0.018055178,-0.031304834,-0.008180058,-0.008266897,-0.009587583,-0.013276486
TMEM40,0.008202569,0.028608923,0.019683226,-0.014055902,-0.015441972,0.019151416,-0.009285074,-0.00321988,-0.020126472,0.0095111,-0.025386472,0.016757484,-0.002863122,-0.00714494,-0.005240022,0.024640927
TMEM41A,-0.009960241,0.000106622,0.00971373,0.02556691,-0.002001856,-0.004654997,0.02756453,0.033744536,0.000908531,-0.000397436,0.02030433,-0.015625499,0.00034774,0.026727163,-0.031375849,-0.02994579
TMEM43,-0.02631511,0.004578834,-0.026293893,0.013126806,0.006711895,0.010712369,0.003968463,0.012742369,0.008655342,-0.020047433,-0.008654903,-0.035308772,0.004350235,-0.015078084,0.020575785,0.00437049
TMEM45B,0.030481182,-0.012652681,0.001596348,-0.014241107,-0.015466614,-0.023019924,-0.006167392,0.007271996,0.022712667,0.006867711,-0.004994298,0.015401795,-0.001146686,0.001230348,-0.00766988,0.011937487
TMEM50B,-0.00293133,-0.006492992,0.035950582,-0.016715658,0.01407835,-0.027919107,-0.026834047,-0.01958088,0.016372412,0.014636948,-0.014727213,0.007501745,0.00599438,-0.016420679,0.006693596,-0.004976446
TMEM54,0.003740292,0.030840457,0.025524834,-4.77E-06,-0.003608174,0.031437024,0.009704493,-0.002923422,0.012842555,-0.002464354,-0.00639993,-0.007296123,0.001311549,-0.032887424,0.006162553,0.006808791
TMEM63A,-0.008459488,0.022136507,0.022941388,-0.018845919,0.019856452,-0.025565561,0.001723377,-0.00671662,-0.015429068,0.008518305,0.023076818,0.003976467,-0.02267879,-0.009951826,0.028483428,0.011978635
TMEM63B,-0.012086706,0.035793043,0.017839741,0.006536252,-0.003650635,-0.020152,0.00048574,-0.012153541,0.007677214,-0.000945041,-0.007424007,0.01508441,0.006773755,-0.009271477,-0.019252866,-0.013970244
TMEM64,-0.033084815,-0.005519899,-0.03202218,0.00766913,0.010895702,-0.00380421,-0.008657503,-0.001350606,-0.013742828,-0.003958515,0.005031128,0.004933659,0.005782868,0.001418631,-0.007495058,-0.011015711
TMEM67,-0.006387946,-0.005187277,0.002589393,0.003889253,0.010801869,0.017303195,0.042028587,0.001463977,-0.011830603,-0.000100515,0.024567408,0.024711879,-0.025771653,0.041109061,-0.03185847,0.0195574
TMEM79,0.000570601,0.010171542,-0.005109464,-0.022779245,-0.012760915,-0.006281295,0.019066847,0.001501736,0.010896843,0.025757894,0.057136269,0.003915923,0.047961955,-0.003132445,0.013526434,0.009184662
TMEM86A,-0.019074969,0.021477756,0.006066394,-0.002764144,-0.019701313,0.0262143,-0.006495078,0.013498221,-0.003960464,0.030248539,-0.010335138,-0.015327745,0.011111346,0.02814453,0.020844006,0.007567827
TMEM86B,-0.008306287,0.025743787,0.005031315,0.015878856,-0.028417858,0.021440063,-0.016202814,-0.0023083,-0.010197413,-0.006324103,0.002430427,-0.001669324,0.031508802,-0.017181796,-0.008358528,0.005555477
TMEM87A,0.030896724,0.013541092,0.013056031,0.010751386,0.013361366,-0.019775869,0.012206118,-0.007247149,0.002523157,-0.007619677,-0.015478738,-0.027179767,0.012860222,0.000176288,0.000853765,-0.009447507
TMEM8A,0.019907006,0.020651335,-0.013024149,-0.029828298,0.021339224,-0.013647945,0.032283866,-0.001619089,0.013760294,0.013799693,0.002059692,0.000970912,-0.001986328,0.010856945,-0.003072837,-0.004092054
TMEM98,-0.017409163,0.00586204,-0.011116716,0.003541089,-0.012689914,0.02055749,0.017847346,-0.022269227,0.012085423,0.026864553,0.03514882,0.03966188,0.005948882,0.006457887,-0.017790914,-0.029114165
TMPRSS11E,0.008309347,0.028551825,0.010909732,0.01837203,0.009656514,0.018492935,-0.005096538,0.008467808,-0.001152221,0.028914585,0.004972184,0.031759203,-0.002523574,0.042487598,-0.003129255,0.000710063
TMPRSS13,-0.008878773,0.02188486,0.001359433,0.006566939,-0.007498163,-0.031100847,-0.033722043,-0.000567544,-0.010604003,-0.025815293,-0.014031425,-0.006731157,0.02798221,0.008797216,0.037754261,0.024921738
TMPRSS2,0.009584446,-0.021445585,0.01172068,-0.044706015,0.006290829,0.002326845,-0.001471242,0.021343664,0.023909145,-0.007427723,-0.017281976,0.009025015,-0.018011239,0.002602006,0.009319081,0.013664953
TMPRSS4,-0.000617767,-0.00582745,-0.01144539,-0.008524947,-0.013651629,-0.016258801,0.001510859,-0.000974732,0.020184423,0.045697398,-0.01260368,0.028530503,0.025458438,0.01105082,-0.000298144,0.06145641
TMTC3,0.005240484,0.011714389,-0.015158755,0.030135843,-0.008803111,0.019044282,-0.008572592,-0.021579621,0.032315016,-0.000834137,0.030259189,0.012437598,0.034949278,-0.031412009,-0.006196729,-0.014950655
TMUB2,-0.006478758,-0.0073224,-0.001708242,-0.008930477,-0.015158555,-0.011700449,0.007935354,0.015659036,-0.015788042,0.027511349,0.029392502,0.00482883,-0.046923664,0.016012602,0.018611637,-0.029153884
TMX1,0.025154169,-0.016078344,-0.002433199,0.024035148,-0.002586499,0.002261752,0.010124217,-0.006036487,0.005903283,0.002644928,-0.023313216,0.015231247,0.045496094,-0.004350834,0.021485465,0.003751215
TMX4,-0.029603794,-0.007160427,-0.027771815,0.020683082,0.012076506,0.015890731,0.001709626,-0.018279148,0.01190018,-0.011981958,0.000810154,-0.014078471,0.004643653,0.006795479,0.009653988,0.002340383
TNFAIP1,-0.025346048,-0.00093785,-0.030554366,-0.004360469,0.002325492,0.003049463,-0.008697985,-0.00361559,0.019955415,0.011009481,-0.015936923,-0.014744282,0.009956113,-0.013296256,-0.00854576,-0.036361709
TNFAIP8,-0.034646486,-0.010059847,-0.016207944,-0.002055249,-0.007122512,0.00481297,-0.002583085,-0.004607747,-0.007887995,0.017209506,-0.012352713,0.019733951,0.004919553,-0.000514684,-0.00427304,0.00842769
TNFAIP8L2,-0.010210203,0.036664764,0.019495585,0.002515964,-0.015435813,-0.008755495,0.005298412,-0.006880183,-0.019274093,0.015210588,0.006687036,-0.007683464,-0.007196109,-0.007948325,-0.011098672,-0.007608526
