NAME,DESCRIPTION,NI_V_1,NI_V_2,NI_V_3,NI_V_4,NI_V_5,NI_MKI_1,NI_MKI_2,NI_MKI_3,NI_MKI_4,NI_MKI_5
ENSMUSG00000000001,NA,3117.118044,3889.323063,3717.78779,4267.364539,3856.690595,4078.150865,3764.294265,4470.436375,2692.350723,3949.447935
ENSMUSG00000000028,NA,118.7792124,68.4041771,119.1448932,101.3510223,134.7838646,116.1914006,120.3825792,69.61079385,144.754985,78.17718758
ENSMUSG00000000037,NA,6.553901657,12.70872613,7.185068279,3.331133838,3.604908813,5.609813774,1.469712438,3.864455227,5.638231507,23.5572831
ENSMUSG00000000049,NA,9.709431739,12.38764562,21.03122886,10.58177025,11.2142046,14.46003819,19.06945702,6.83625685,10.9063352,13.40109389
ENSMUSG00000000056,NA,474.6520217,527.8768801,723.9351604,829.4275883,815.2396012,837.4661748,1013.004732,698.8545866,579.2449108,678.4938366
ENSMUSG00000000058,NA,151.5509726,174.7398542,100.8520123,161.3481193,80.25264353,80.94935554,99.57863109,45.57091477,75.20920644,84.15185949
ENSMUSG00000000078,NA,2694.657224,4194.706566,3210.454215,4790.636363,4210.81405,3588.79595,4098.11707,4667.521089,3163.483336,3897.665005
ENSMUSG00000000085,NA,169.6421017,81.92335154,106.194531,86.24774898,150.3333747,181.4740905,72.89530075,110.2811411,149.2238291,125.4376191
ENSMUSG00000000088,NA,3055.997292,3727.565601,3670.41125,6104.977149,4000.211532,2814.92807,5283.029883,3746.063641,4557.31772,3115.680305
ENSMUSG00000000093,NA,65.89344927,119.2257818,35.73069524,20.01011884,24.71991125,55.76956884,33.70231222,28.9282559,50.53772908,46.51485717
ENSMUSG00000000094,NA,0.765877373,2.410103148,3.118197961,1.099413155,0,1.726661939,0,2.016183646,1.88778522,0.923865834
ENSMUSG00000000120,NA,79.74804173,122.2990199,32.50078642,12.11110736,19.0836646,56.00974978,21.61702984,28.33998972,28.02502921,27.7541421
ENSMUSG00000000125,NA,87.98187056,55.56279255,92.1851341,75.16564186,80.71991384,106.5626295,82.71919054,51.92091688,84.65995064,72.49547229
ENSMUSG00000000126,NA,14.464977,31.25116136,12.59925782,6.613070512,19.33329448,16.30494317,4.388337292,12.1603676,6.606964321,12.90991654
ENSMUSG00000000127,NA,105.4500463,160.2237061,131.8134393,123.2614048,115.4241522,151.7716526,163.4474885,145.1649661,97.76373937,89.06404319
ENSMUSG00000000131,NA,570.2848379,470.4299226,630.1741255,326.3237505,484.7523266,517.2088579,358.0762249,496.9367413,348.6801427,656.3447172
ENSMUSG00000000134,NA,209.2841548,280.0449527,386.239267,227.8853354,433.3086037,358.6531716,319.1065647,280.5192012,243.3451215,494.3152678
ENSMUSG00000000142,NA,1049.312312,952.4360812,740.258018,554.2362207,788.9339299,852.77326,481.7137123,864.1085357,656.9330102,1073.031424
ENSMUSG00000000148,NA,133.4561626,140.1345225,176.763218,73.89962028,134.0208296,140.9757541,89.29614439,141.709048,112.357916,151.8068078
ENSMUSG00000000149,NA,446.1293845,488.2903182,358.5273124,199.7505184,278.0668874,352.829692,280.9407428,268.4678117,318.1944304,372.5921475
ENSMUSG00000000154,NA,587.4461137,817.8240035,670.2870349,820.9628786,775.6633402,586.7109351,854.8171023,955.07333,682.9794575,744.2968596
ENSMUSG00000000159,NA,611.5188706,752.3428018,846.0575294,1712.261962,851.2488848,571.9756988,1169.821972,1012.280704,1022.007965,642.8246117
ENSMUSG00000000167,NA,12.23216246,5.219529486,3.884669935,6.751712782,7.745718773,1.03075958,6.760088174,4.071664454,5.850959129,3.009551755
ENSMUSG00000000168,NA,457.1643956,586.7802063,626.5150551,406.8238949,552.2283614,570.7076959,461.521277,397.1261398,546.1894262,468.185873
ENSMUSG00000000171,NA,2851.29423,3028.237979,3355.278311,7945.4465,3958.909665,2500.311648,5117.76118,3780.91561,5306.62256,2831.025394
ENSMUSG00000000184,NA,2371.899494,2800.108182,2698.967388,1681.328404,2117.912854,3034.399206,1873.6653,2021.560774,1717.244276,2208.363989
ENSMUSG00000000194,NA,908.7485015,1207.079505,1139.460682,1399.042669,1255.646703,1119.734529,858.1659376,1537.017914,923.8655838,1241.388941
ENSMUSG00000000197,NA,10.77384771,17.0224409,8.289931475,3.281140719,3.500252287,10.7165539,3.32580069,0,2.831861962,5.544246735
ENSMUSG00000000204,NA,8.081472489,7.185946042,37.61442515,90.85563389,31.9136378,11.26917474,23.82571154,41.47584345,29.23872412,12.72660227
ENSMUSG00000000214,NA,8.99359181,4.351838418,3.680041596,3.263641643,3.329866006,13.92814826,8.468290186,3.884099527,2.382735567,3.034043458
ENSMUSG00000000216,NA,0.774378509,0,1.039330634,0,1.133153981,0.879484543,0,1.00026671,0,0.926011513
ENSMUSG00000000223,NA,2.592013307,6.286125323,4.600604458,1.466118629,5.507585044,6.988811278,2.937119188,4.167760178,3.983878149,4.34319048
ENSMUSG00000000244,NA,52.78752979,9.490833079,26.14507366,70.4818517,14.67624947,12.087788,39.8730939,8.742047869,90.60216667,8.302009373
ENSMUSG00000000248,NA,0.640833953,4.219541691,2.569974034,7.219236756,0,1.497899878,3.696999792,0,2.327041049,0.779289815
ENSMUSG00000000253,NA,50.63009012,108.5393855,31.67495328,37.15254456,26.1958518,33.57634104,19.40193991,25.72662234,49.367026,33.60818454
ENSMUSG00000000266,NA,392.3717684,393.1975477,410.7277547,320.1990223,338.712087,592.364437,290.7833382,372.2361788,277.3541876,512.7529726
ENSMUSG00000000275,NA,1312.482454,1802.08493,1801.708528,1764.350262,1586.320164,1638.976078,1252.383131,1810.335303,1080.01738,2159.945954
ENSMUSG00000000276,NA,97.77894765,114.9350209,53.58224927,47.68703283,51.87345616,37.03169993,52.18634576,52.82266713,50.33894852,66.14275438
ENSMUSG00000000278,NA,746.7548771,1135.29517,922.4887482,710.723429,819.8351743,900.8307605,897.7082658,930.9443166,705.2893902,1055.787343
ENSMUSG00000000282,NA,215.4914451,471.1756602,264.0988909,105.9831962,252.3240285,302.7557333,114.311351,374.1428072,177.3609461,441.8442673
ENSMUSG00000000290,NA,359.331838,156.5436203,239.7184691,227.8488653,140.8407042,246.9506174,349.1022415,105.5034972,318.2629363,127.583989
ENSMUSG00000000295,NA,77.93490638,86.10813075,70.67491311,112.7318452,89.09828636,61.86009361,82.31584166,67.52584378,67.40529549,62.47538238
ENSMUSG00000000301,NA,25.24772866,14.25113627,35.21962975,18.29167342,37.19285318,27.06306706,12.96728044,7.155253277,48.8535763,14.36053877
ENSMUSG00000000303,NA,7470.817064,9706.339441,8447.600759,5867.105702,8051.095165,9186.944196,6369.024848,9241.127645,5017.661072,11124.90753
ENSMUSG00000000305,NA,3.058993304,3.649529913,1.042454318,0,4.522141177,4.32705331,1.087212065,2.03442637,4.657303241,3.696062273
ENSMUSG00000000308,NA,6380.67765,9711.923875,10320.25887,13146.34747,11733.5066,6608.386738,10657.76545,11313.35554,9162.044142,8300.577656
ENSMUSG00000000317,NA,15.86899964,26.76355715,11.47350286,3.312123291,3.479662046,9.408189947,14.52759846,8.125025969,6.71073855,23.78766327
ENSMUSG00000000318,NA,12.9062056,7.041651579,16.67557549,29.65855804,6.086649105,9.755294128,5.660520225,7.610079307,14.85149264,6.056156381
ENSMUSG00000000320,NA,11.37923456,17.08721101,2.828100396,2.966941351,2.758384323,4.750277604,5.313032676,1.216027397,3.382236941,4.161449253
ENSMUSG00000000325,NA,36.15615012,135.5255746,91.94759795,49.51064999,30.5167935,128.9300867,31.91709601,104.0845283,84.2373504,101.2638725
ENSMUSG00000000326,NA,1108.590572,1384.387879,1170.726564,1685.899147,1383.296698,1244.320404,1720.167907,1482.506483,1294.797905,1266.503316
ENSMUSG00000000339,NA,376.3638494,383.8829538,293.4669954,439.1832159,413.1474232,306.1788999,446.2291123,450.1919094,324.6962098,314.2498567
ENSMUSG00000000340,NA,216.1841078,278.4914254,183.2739974,246.9234374,196.8410235,217.2710589,146.4548248,208.9359863,197.4882785,235.4403231
ENSMUSG00000000346,NA,3561.620786,4186.684335,3407.40578,4395.743746,3823.449667,3608.052402,3896.962885,4490.406016,3550.821537,4011.135662
ENSMUSG00000000355,NA,167.9026627,155.4756271,237.2577387,312.8264618,199.1052316,169.1184949,225.1265011,224.3392361,255.5644779,164.020453
ENSMUSG00000000359,NA,9.063758323,18.57266818,6.233427708,7.490925081,21.53808406,10.06807861,3.187037102,4.288008983,13.96208497,3.098097165
ENSMUSG00000000374,NA,1378.098257,1450.318356,1384.230427,1038.890229,1644.302116,1659.625889,1272.815405,1743.878958,1126.25495,1807.295482
ENSMUSG00000000378,NA,310.6906088,194.239246,159.744371,271.8384604,175.4711667,237.7299158,317.4442733,196.5913492,316.9397378,164.661095
ENSMUSG00000000384,NA,553.4926415,445.1566399,534.8028928,652.3039986,627.4278178,457.3674509,538.6032949,493.7080847,484.0417152,583.9979383
ENSMUSG00000000385,NA,1080.976646,854.0322484,1451.793057,1763.246027,1513.121643,1445.369055,1707.742535,1351.997821,1616.052854,1185.367105
ENSMUSG00000000386,NA,19.08817204,3.50500309,31.03837287,46.59883496,16.3296637,13.1973849,25.0208923,24.65418789,19.75069672,14.22775347
ENSMUSG00000000392,NA,13.82032198,4.578065303,22.55575121,20.87591068,9.456776906,10.4289708,10.71113698,12.84420186,21.21956118,6.929635175
ENSMUSG00000000394,NA,437.6153574,424.3832954,430.2213331,618.8984584,523.5862498,645.5106099,533.3262351,462.629322,590.024629,375.1854928
ENSMUSG00000000399,NA,717.4108337,877.5061559,891.1979522,1638.170499,1187.687657,748.6152308,1378.987971,894.7927108,1276.500959,768.4339788
ENSMUSG00000000402,NA,2.331553271,2.345856942,3.116574925,2.184445616,0,1.79803354,4.387451869,1.011628705,0.924327937,0
ENSMUSG00000000409,NA,164.2981418,30.51426073,188.9611164,503.1173226,109.7005982,140.5877742,183.8108225,63.8459094,572.614637,94.53442352
ENSMUSG00000000416,NA,99.13900391,16.18198428,6.178707065,6.214768187,28.90794381,18.24675229,16.37594103,9.119216499,7.616311222,11.00339147
ENSMUSG00000000420,NA,2388.314332,2153.873352,3077.657684,2880.39655,3152.92389,3307.544389,3165.558653,2982.478759,2219.72529,3496.042661
ENSMUSG00000000439,NA,216.0665747,193.5306,182.8004721,204.502992,225.2838743,222.2463608,205.1992633,250.1520473,222.2082154,221.4979163
ENSMUSG00000000440,NA,72.29659775,117.7142522,87.9740053,33.35067142,44.72202492,37.9596974,71.56967311,84.92709642,72.88628656,78.31912186
ENSMUSG00000000441,NA,802.2668964,859.5289183,1010.539126,1251.31706,1462.58549,974.4731354,1085.769277,1042.350324,1019.114841,1140.85059
ENSMUSG00000000486,NA,213.9225489,93.86745188,121.635695,227.4975288,20.65549807,110.9074796,233.9948682,135.1971085,246.9642859,89.74353049
ENSMUSG00000000489,NA,79.03656105,105.5834948,57.89660315,54.41757305,42.94593916,55.32229969,41.64461977,45.0206792,53.86811294,64.62613012
ENSMUSG00000000530,NA,235.2671208,177.1261581,241.1005409,226.7222266,78.12560395,382.9312293,167.3142875,160.3072767,123.9623182,121.540227
ENSMUSG00000000531,NA,32.43576812,60.32777881,27.86453581,11.04115008,15.82411405,22.22863951,17.68169838,24.81046284,26.5892463,27.43598213
ENSMUSG00000000532,NA,853.38409,1043.118066,1124.339284,484.9590611,925.3314411,1049.133585,638.3144283,1169.26694,684.4050624,1312.645612
ENSMUSG00000000538,NA,1124.233672,1971.18176,1252.824557,692.6289667,1387.67377,1409.93834,969.5070782,1808.021364,845.0251208,1650.985723
ENSMUSG00000000544,NA,5907.058013,7340.701883,7806.107264,7097.403427,7984.317746,7235.604493,7324.712594,8837.039736,6115.451206,8633.118346
ENSMUSG00000000552,NA,44.54693559,68.18801165,39.06428882,0,31.50299918,36.61217874,34.88365145,21.66139638,25.91765561,34.99043921
ENSMUSG00000000555,NA,162.7901121,308.7126131,119.6691139,61.50803857,71.93745012,119.6813536,70.47618248,96.45137733,76.14844007,104.9448639
ENSMUSG00000000561,NA,384.4860719,270.8841578,433.4886997,456.5029063,388.1643835,392.4499085,375.3154911,336.7942689,443.2382709,334.0432959
ENSMUSG00000000562,NA,7.026131614,4.633879556,2.740016707,3.348592852,2.27143619,1.295917192,1.456071122,6.074711893,8.911175824,1.795058376
ENSMUSG00000000563,NA,4040.622084,4546.275119,4709.953913,9008.300882,5499.589945,4037.702195,6409.008596,5056.89968,6036.061422,4059.303074
ENSMUSG00000000567,NA,219.615857,209.3804002,196.1825498,148.6241253,185.5159371,165.4213069,130.6122467,209.6746123,163.9644998,267.6984219
ENSMUSG00000000568,NA,1490.397324,1387.726282,1139.841302,539.8113526,1099.245974,1243.216036,606.0561982,1201.034575,1053.75874,1126.150462
ENSMUSG00000000579,NA,1.31261262,0,17.6322279,8.440518673,8.41852825,1.540965337,2.015179849,8.490177345,14.33285813,0
ENSMUSG00000000581,NA,422.4419657,492.5467051,515.3899045,971.1491771,452.6743308,448.174365,536.9649226,391.1048134,639.9258085,467.0390648
ENSMUSG00000000594,NA,587.7521038,531.3632495,432.7827144,532.7061765,329.0114652,483.1728029,483.9292639,268.0431116,641.3648063,300.3684206
ENSMUSG00000000600,NA,194.4150353,170.8081169,273.5709552,255.810911,248.426068,256.3936776,258.7751925,240.8179411,219.4974012,238.7882379
ENSMUSG00000000605,NA,764.9124073,923.1958074,714.0048103,796.7104112,821.351494,842.1868182,774.9930718,943.1078553,712.1438966,819.706071
ENSMUSG00000000617,NA,1.403195046,0,1.40873544,1.001045102,0,0,2.932536258,4.10845323,3.15329433,1.805787329
ENSMUSG00000000627,NA,9.638933589,7.747880762,4.162272551,3.510748838,2.700826112,2.697114804,5.219024571,4.832224675,60.57360428,2.914174579
ENSMUSG00000000628,NA,675.3545671,574.9177189,694.6607427,404.2908954,230.294155,366.6904182,331.8980479,392.5008537,334.465252,474.6295655
ENSMUSG00000000631,NA,2097.752737,4115.058974,3090.936403,918.320184,2679.318081,2275.32942,1101.950419,2783.633879,1193.498686,3253.4245
ENSMUSG00000000632,NA,3.843789943,5.432288297,2.087831733,0,3.710733581,8.146752805,9.190604148,2.007696753,1.184987624,2.888496606
ENSMUSG00000000673,NA,19.94329172,3.640551116,8.353365853,30.61047532,14.63965704,8.781434159,33.99408172,2.025825923,58.92989691,6.411848161
ENSMUSG00000000682,NA,507.1010156,108.6140732,276.88272,555.0624479,175.1124621,223.6361937,502.9826157,136.709534,786.7565526,169.6402669
ENSMUSG00000000686,NA,20.4849376,35.60418389,24.25806186,28.96069525,26.96203595,11.7730877,23.00836033,14.2603545,16.1075497,21.95434166
ENSMUSG00000000690,NA,84.64146968,195.8485653,104.9634833,137.5894757,103.5500092,140.5890394,110.0266416,137.1912518,130.172617,140.8652513
ENSMUSG00000000693,NA,16.30402669,79.10438833,35.74365111,16.93134021,5.014983001,40.78257562,8.07571834,5.966605203,15.83814532,29.58015499
ENSMUSG00000000706,NA,1.533234698,3.475752563,2.06826719,2.21145219,1.155687911,0,1.106606884,3.023471993,0,1.842054089
ENSMUSG00000000708,NA,528.9212061,589.629761,505.7819412,329.5174105,610.1619028,600.4390017,431.9628858,409.0217531,410.1246636,490.5928394
ENSMUSG00000000711,NA,1185.302231,1439.08737,1282.790318,1674.694112,1385.24799,1273.913771,1631.176416,1440.145094,1318.349877,1482.313433
ENSMUSG00000000730,NA,2.381929051,2.435106052,3.474639981,2.264442576,3.465328984,2.662176192,2.232750832,2.073292982,0.964134674,0
ENSMUSG00000000732,NA,175.1419425,128.1801937,122.4275855,187.5238262,138.7018036,177.5702881,190.2450244,158.2028308,201.5343527,111.6635389
ENSMUSG00000000738,NA,747.4577307,1028.231811,859.4066159,610.2776024,748.1565869,759.3433549,613.2779686,976.221205,615.0819594,914.940655
ENSMUSG00000000739,NA,2.158036377,15.42187269,6.536775513,9.657412747,7.276549141,3.691918976,5.440813938,5.647800254,5.984940564,10.57167756
ENSMUSG00000000740,NA,1679.707186,2095.681836,1413.38032,3002.048965,1823.999688,1443.169262,2383.456865,1880.023865,2758.631101,1587.14345
ENSMUSG00000000743,NA,2086.814115,2438.85499,2264.25146,4015.996076,2681.163215,1978.249011,3104.711554,2874.481141,3036.844311,2289.989314
ENSMUSG00000000751,NA,604.2695501,458.2952601,514.4524607,505.4087345,481.2693259,467.9450418,643.4711774,407.0531652,678.7161343,430.2730203
ENSMUSG00000000753,NA,21.80481651,31.40310041,14.103264,23.50510761,2.567799407,27.46663567,7.255605733,9.555861347,14.0213814,23.56292834
ENSMUSG00000000759,NA,185.2682877,176.834045,254.4554988,323.0615104,274.1334998,164.7093391,198.0810483,300.5101328,430.4363819,234.1866636
ENSMUSG00000000776,NA,103.5697295,79.75619485,107.0171433,84.20088488,109.1586098,91.10313498,81.91298303,79.77825246,97.44921156,102.3076434
ENSMUSG00000000782,NA,260.0062744,88.03962376,113.8175881,96.56619735,121.6296515,154.6865798,180.9107806,67.62951083,242.1649205,111.900704
ENSMUSG00000000787,NA,4838.378439,4896.958066,4352.667341,2526.877288,3884.647792,4425.140505,2931.444428,4427.37023,2705.038008,5364.58368
ENSMUSG00000000791,NA,21.63683447,0,0,0,0,0,11.98007662,0,28.31413617,19.41683248
ENSMUSG00000000792,NA,1.533239835,8.640682676,6.289351099,0,4.493646934,2.520562895,1.084616723,2.031314296,2.854952095,1.840334244
ENSMUSG00000000794,NA,68.01855404,85.84539393,48.80233942,15.76224,20.13464267,83.77909408,14.50993293,18.39329131,22.99590419,49.37322837
ENSMUSG00000000804,NA,523.9967696,650.1482075,488.934732,317.5742615,912.9313527,727.3982457,666.6167689,829.7626112,726.7196933,965.3681325
ENSMUSG00000000805,NA,1083.627367,1628.807447,1548.670294,4332.394468,1692.784031,1266.077588,2383.639235,1942.817064,1700.436399,1433.964186
ENSMUSG00000000811,NA,78.81410192,54.52647612,66.16113705,45.5219031,77.41462728,60.92361418,65.96202811,94.86134574,65.12504809,65.84575049
ENSMUSG00000000817,NA,22.27419768,2.820118308,30.98314798,16.44328408,7.656288008,5.419029429,7.241094427,18.05855232,22.14043093,2.239124946
ENSMUSG00000000823,NA,204.088524,106.7149426,212.2161464,45.78236269,67.16799056,82.5714331,88.94278882,131.8106673,128.6887259,73.37610795
ENSMUSG00000000826,NA,1184.102814,1349.964474,1466.740182,959.6907953,1386.385165,1467.699374,1058.291305,1629.691805,1028.948145,1724.707337
ENSMUSG00000000827,NA,470.5592822,437.5421047,515.8230136,1089.358696,599.2469106,499.7017963,713.4087148,460.8627823,794.1196161,426.6552347
ENSMUSG00000000838,NA,706.0541125,588.2658966,704.6176272,617.4389743,696.1317419,706.8771774,545.8611987,681.9723501,561.5939723,676.0355449
ENSMUSG00000000861,NA,161.2945377,74.9464464,93.98476883,63.50101006,100.4474418,93.40765071,101.944941,85.96484705,164.5949569,104.7002108
ENSMUSG00000000876,NA,287.0959251,312.6613221,196.1082183,241.4551884,243.9089657,168.4147933,302.3649845,275.2378044,262.3240479,266.8202243
ENSMUSG00000000881,NA,1037.710224,1024.361848,1146.058552,1875.31934,1721.777552,1078.089936,1372.689887,1389.693787,1083.150827,1184.633644
ENSMUSG00000000884,NA,33.44582985,1.50875867,1.718274061,0.452087902,38.89776324,13.3658848,36.50500632,66.69718277,44.82188155,22.13082885
ENSMUSG00000000889,NA,14.6277085,30.53718974,17.78435238,3.27086284,6.773763373,10.42286863,4.334018041,5.048258343,3.769405491,11.0672401
ENSMUSG00000000901,NA,25.93418618,14.70840796,37.37477219,16.72563016,21.9268772,7.9681677,22.73268917,4.785590413,15.29083129,5.124898303
ENSMUSG00000000902,NA,506.5219175,485.2136083,490.6239207,586.6204765,463.0162581,421.664938,542.813169,521.0951976,521.9096251,482.8819932
ENSMUSG00000000903,NA,62.72304602,3.652741637,20.96672116,53.74722379,17.76870546,14.95497176,44.33082428,8.001463087,86.08817034,13.86875077
ENSMUSG00000000915,NA,752.0632991,590.9786385,604.4247507,479.1719469,1040.640188,812.7494754,1028.2222,650.7803442,1151.688347,856.6610268
ENSMUSG00000000916,NA,59.81588357,38.73406434,47.38214644,99.97126163,66.72439285,73.53992077,67.35179087,78.845442,70.5869809,64.33481602
ENSMUSG00000000934,NA,52.83981839,60.92744842,25.30920319,19.80326606,40.478257,44.40364036,38.74874828,57.17050695,42.68181197,51.90978244
ENSMUSG00000000938,NA,0.616167543,2.126121042,0,1.636445229,1.676799662,0.697544815,0,0,0,0.739396155
ENSMUSG00000000942,NA,10.72472254,18.83805992,5.39989208,2.207056438,3.393761479,8.043907247,7.634607736,5.155164903,1.83636731,2.784850415
ENSMUSG00000000948,NA,5.223157393,3.50388738,5.529835007,178.5906542,13.98962772,4.286392204,10.81494539,81.45591614,11.56091677,7.511380589
ENSMUSG00000000957,NA,306.1817785,347.8419027,185.9532515,124.5311015,161.9211124,238.7212804,122.7041879,134.1394638,172.0408746,233.2438263
ENSMUSG00000000958,NA,365.966916,455.568638,685.1046759,1134.594824,595.4255876,427.8576093,685.1840481,681.1570061,402.1018046,815.2271146
ENSMUSG00000000959,NA,416.154799,389.3100323,370.9821382,276.3858944,410.484405,462.4874322,333.2423815,409.7316043,378.8280026,470.8247076
ENSMUSG00000000976,NA,190.7340919,312.2778991,212.2809701,134.8958301,333.6924805,262.4244651,223.3045254,244.9608356,228.6838601,286.37172
ENSMUSG00000000982,NA,6.969607167,2.396312404,7.27475419,4.418649692,3.388412682,6.909804247,3.258998665,2.003940969,6.658891942,2.788172085
ENSMUSG00000000983,NA,1.547250333,0,2.084208164,1.101025341,0,0.876198582,2.194803368,1.004243823,4.724437392,0.920984227
ENSMUSG00000001014,NA,1.535395811,0,0,1.137371914,0,0.829749796,2.22258335,0,1.929278676,0.920423487
ENSMUSG00000001016,NA,298.1860591,240.0907396,243.4166198,436.1896086,308.2008399,220.4667334,257.1368061,241.3715483,292.4006421,254.6875837
ENSMUSG00000001017,NA,1074.514658,1141.179885,1012.91064,1356.341853,1167.833152,1156.332079,1227.780419,1146.854075,1173.098714,1080.106115
ENSMUSG00000001018,NA,203.7073564,214.6974483,170.0676683,207.5943716,201.1308938,163.1884185,186.1989861,191.0247536,241.9920042,172.9755056
ENSMUSG00000001020,NA,34.92628496,28.3424266,11.1470892,41.34328484,14.24973487,14.12643109,38.27972328,7.1614059,32.00610486,13.95629843
ENSMUSG00000001025,NA,3.757024335,2.453915485,2.10159868,11.06912757,10.07452173,0,13.07632509,4.011742333,7.655383791,1.812225176
ENSMUSG00000001027,NA,10.76566751,1.235888297,3.120703313,3.314648822,2.248587863,4.305148878,7.575026893,2.02709401,6.564861705,0.919400521
ENSMUSG00000001029,NA,39.62353202,43.97868563,15.91364151,46.36245196,26.91656453,35.07782965,44.29562462,8.110039068,69.16360111,16.91223926
ENSMUSG00000001034,NA,105.0059523,153.5408688,124.4218194,108.7426737,145.3773311,119.1177602,95.13765792,85.73576882,115.2057759,191.7192448
ENSMUSG00000001036,NA,255.6710673,249.1596515,150.6786454,172.653021,175.7073027,194.17009,135.3486995,163.8716862,173.3814362,156.0513487
ENSMUSG00000001039,NA,37.55556865,35.13331968,43.93249501,31.80370072,12.38989665,11.68285709,27.95413447,15.32428079,53.07437046,10.35812776
ENSMUSG00000001052,NA,409.1007573,635.9142172,423.7579217,193.4934864,386.0165142,700.3038587,416.9198878,321.9722244,293.2957955,616.7577531
ENSMUSG00000001053,NA,57.97282753,40.88929721,45.10660945,57.42312487,35.05539037,53.74081968,53.63950536,32.91838131,60.19473613,44.01318654
ENSMUSG00000001054,NA,167.4370521,166.113357,183.3042172,230.490602,162.2490248,168.3629731,197.4783418,149.8131559,213.6230603,178.2803708
ENSMUSG00000001056,NA,398.6859608,407.287704,435.7546556,659.9991833,388.1925429,307.3516015,546.3488474,350.218044,560.8796024,262.2854148
ENSMUSG00000001062,NA,172.359929,161.8201081,161.4726603,103.6241297,162.8383226,177.3717154,189.3297608,178.9651352,169.0906951,94.83705491
ENSMUSG00000001065,NA,153.5281406,143.1766624,182.5190045,193.634761,218.968066,158.6767521,164.8808278,173.9971055,177.5201378,126.1317496
ENSMUSG00000001082,NA,137.8385727,99.64200249,184.4485222,160.7983947,62.57881407,114.8600771,165.2176498,108.2524223,119.6920981,92.72996574
ENSMUSG00000001089,NA,2520.673078,3092.764442,2614.060939,1000.884814,2191.980095,3391.674356,1726.269851,3278.814676,1354.486957,4100.478523
ENSMUSG00000001095,NA,2589.682341,3803.888978,4867.510197,3446.97517,4268.603094,2834.982029,3117.772811,4518.453936,2493.397183,3165.51518
ENSMUSG00000001098,NA,1552.584892,1726.223922,1383.950454,1250.464582,1439.88514,1839.604437,1512.74828,1487.556102,1399.652178,1543.924422
ENSMUSG00000001100,NA,475.5919509,492.493217,434.7616509,627.0539598,533.9728483,469.8184471,563.1778841,477.627165,611.1635851,439.6513002
ENSMUSG00000001105,NA,575.1190609,807.9954341,702.9377907,1638.763013,832.7150166,642.5967197,1033.126571,975.6730546,1045.983664,710.3597963
ENSMUSG00000001119,NA,789.7421633,1140.892522,787.9860107,234.2953402,369.38583,1010.028875,347.3812708,307.6991202,463.6830526,809.6543337
ENSMUSG00000001120,NA,54.84252917,95.72978542,21.11642767,9.663918813,21.92793636,63.97943454,6.135708361,11.51325755,31.44401869,28.7263991
ENSMUSG00000001123,NA,3638.799493,3443.515487,4120.645162,6342.996506,4462.531253,4860.826209,5962.267775,4437.089722,5177.503744,4701.173611
ENSMUSG00000001127,NA,561.7483487,580.5562099,614.2355699,634.2105598,569.9987077,547.0459104,604.1996451,620.4480103,766.4348689,719.951396
ENSMUSG00000001128,NA,101.875491,44.15846674,75.28649687,160.9383011,55.74849048,50.58211928,154.4811015,51.4956163,186.2148509,39.12118997
ENSMUSG00000001131,NA,3.863674033,8.643371553,5.233370033,14.25040622,0,8.407515416,3.234307366,2.013226818,4.746465741,3.699941432
ENSMUSG00000001134,NA,135.7783623,106.5371394,137.3286957,342.5170938,142.3519533,128.4724939,158.0176692,142.3975339,218.4789258,156.0644648
ENSMUSG00000001138,NA,148.8468332,174.1842343,221.1809118,71.63221955,146.0784739,160.8231282,49.62355432,104.7497132,119.6322311,232.1901991
ENSMUSG00000001143,NA,140.6887314,192.2354522,285.8494443,147.0388378,149.547128,223.505136,154.8735217,166.7768348,123.9397928,198.2785484
ENSMUSG00000001150,NA,337.6829787,309.807574,359.6687353,143.4248904,335.390686,335.3840765,222.804161,369.5346132,213.9285921,402.9725734
ENSMUSG00000001151,NA,227.3770507,192.2558689,154.0166187,33.68626407,0,85.73257991,71.73161319,78.10354485,0,93.66578288
ENSMUSG00000001156,NA,4033.607016,5014.404326,6881.700693,6221.154385,5861.972716,4687.884555,6060.741954,7114.292075,4702.607757,5989.401982
ENSMUSG00000001157,NA,445.9827429,429.7752246,501.0357242,516.3564707,503.1068732,482.4929408,525.957646,479.6759069,490.8651764,520.3103912
ENSMUSG00000001158,NA,254.7453156,256.9674259,283.0863816,472.353761,207.673499,210.4044205,336.1783369,198.6628871,344.1507632,215.0466178
ENSMUSG00000001166,NA,15.36756922,8.638222746,4.204843319,12.37626979,27.51012407,6.576304215,28.1488107,12.22128332,11.30899914,8.225427563
ENSMUSG00000001173,NA,179.0463307,132.0753357,179.4596728,62.21115405,155.7655448,183.2268132,82.07887935,163.3890893,136.6135904,156.2366997
ENSMUSG00000001175,NA,19837.94195,25705.02968,31914.91566,56454.41236,34164.01079,23228.48726,40007.67823,33309.36374,33513.96853,25816.78125
ENSMUSG00000001211,NA,757.3799114,964.4519012,630.0030552,393.6916651,752.739278,637.1055169,444.4074287,960.1676483,732.4686503,657.362016
ENSMUSG00000001225,NA,1307.649177,1502.285061,1734.415139,1515.54623,1857.032182,1316.746645,1425.845308,2058.189404,1146.222114,1880.612216
