NAME,DESCRIPTION,I_V_1,I_V_2,I_V_3,I_V_4,I_V_5,I_V_6,I_MKI_1,I_MKI_2,I_MKI_3,I_MKI_4,I_MKI_5,I_MKI_6
ENSMUSG00000000001,NA,4261.605379,3564.377745,6975.80502,4035.648651,4026.806675,3005.800711,3370.62135,3112.616396,3593.153896,4415.94736,4114.370883,3213.535876
ENSMUSG00000000003,NA,0,2.177497806,0,164.2157651,0,0,0,0,0,0,0,0.716221862
ENSMUSG00000000028,NA,185.7646395,182.9752576,174.7200569,285.6016077,321.0148326,306.5602555,232.8614013,149.2128829,163.186137,338.5053886,179.0150353,290.3661067
ENSMUSG00000000037,NA,4.277743058,16.54356479,1.904123135,1.282190831,2.937929149,0.699637811,2.390499388,0.401985354,14.80954323,34.97742229,1.862840743,3.471070607
ENSMUSG00000000049,NA,0,1.680275184,9.055464182,2.34916966,1.501571048,3.896531882,2.298534905,3.553487331,5.868208831,3.274654665,0,9.389602349
ENSMUSG00000000056,NA,678.6638601,636.9432767,1459.966029,780.5393802,858.0211551,640.5469855,579.0704193,249.6175749,893.0946374,546.727952,925.2424109,870.4014373
ENSMUSG00000000058,NA,298.3767105,255.9575619,116.9919552,351.6460364,211.6011283,180.121642,194.2318094,125.1608712,268.0444388,259.4900365,375.1958376,233.0260832
ENSMUSG00000000078,NA,3769.740156,3609.597764,7207.639428,3855.292814,4320.61561,4346.72086,4068.847999,3188.587438,3317.736948,3166.941585,3242.734584,3525.158036
ENSMUSG00000000085,NA,405.4068766,509.0548128,89.79735156,387.6894135,470.7105118,470.9959121,546.6568193,577.3138823,583.9853577,441.5951218,503.5312679,525.9954533
ENSMUSG00000000088,NA,4720.051511,4826.131811,4457.491381,5314.933944,6442.572616,11430.91844,7619.82358,10244.61164,5347.678155,4966.754939,4303.266264,9781.285783
ENSMUSG00000000093,NA,42.44855161,49.62490295,69.29564139,45.44219284,39.41531806,35.36615614,60.59630105,81.37416748,65.76958105,39.18732336,69.36303467,46.71845204
ENSMUSG00000000094,NA,9.363934911,6.347037014,7.344368346,6.038984028,2.784693409,2.240113554,1.370738373,7.767899044,9.016612825,5.724826159,15.49379609,3.279829021
ENSMUSG00000000120,NA,37.21678022,39.367849,64.68823311,47.23931071,33.40081554,25.51203089,43.88769359,51.97350123,46.81341479,30.18505661,58.2163908,20.54898361
ENSMUSG00000000125,NA,0,1.265637643,56.65872014,0,1.127676019,0.763154208,0,1.724845976,1.799700377,0,1.693067026,2.000757869
ENSMUSG00000000126,NA,11.54036357,12.57149733,25.57443848,9.959615804,7.761215281,11.32446218,13.09288809,7.729678242,12.67119487,9.507466956,10.23918875,3.347802909
ENSMUSG00000000127,NA,218.1457347,240.9711398,197.5962171,217.4487414,279.9752325,256.8099864,210.8315604,142.3641721,220.9739391,250.0766294,133.2637884,261.3690665
ENSMUSG00000000131,NA,1276.412713,973.9234842,1218.950171,990.2971017,845.4733231,582.0091812,690.9680749,558.8750913,1056.974281,1109.013098,962.8801906,696.6669644
ENSMUSG00000000134,NA,489.0539047,486.6841244,661.1149073,652.8176704,539.9094546,316.4654001,431.8500475,448.4859906,594.6054604,475.058425,670.1489819,361.8031778
ENSMUSG00000000142,NA,467.929759,600.3476327,2068.02955,306.4337286,274.3160635,166.4863933,546.2272303,408.4087243,489.9390023,152.7472745,401.5327146,302.6744431
ENSMUSG00000000148,NA,213.5347516,157.2353416,184.5631637,161.5491211,148.1004694,144.5962552,179.7231512,160.323175,174.8255313,187.7624246,197.6096686,149.4984206
ENSMUSG00000000149,NA,551.2857624,488.2993467,508.1491412,477.4347173,387.8958627,469.5567361,528.524906,510.2931707,701.2926247,579.4766514,663.3496278,468.15975
ENSMUSG00000000154,NA,622.1049808,834.450873,1080.484522,639.2524242,645.9490572,795.7844545,951.2014272,1227.117892,896.2864356,708.5185678,605.2946057,878.1768522
ENSMUSG00000000157,NA,6.069185465,0,4.286041875,5.194442142,1.472063846,21.43715392,0.879176478,0.56657021,7.249306269,6.141270667,7.799602594,0.855080346
ENSMUSG00000000159,NA,572.7641454,911.6635233,1583.11438,1108.446259,1219.051956,2283.340247,1128.178113,1570.951145,785.7685321,1014.826247,632.7353782,1501.642946
ENSMUSG00000000167,NA,17.9956118,31.10064603,1.795217944,28.59020364,30.64906902,43.53904997,19.168745,23.91179444,23.29770381,16.27047105,18.91908424,33.50155621
ENSMUSG00000000168,NA,1316.618194,1697.901925,726.7120127,1702.339946,1961.86106,1387.98102,1199.97334,941.2616502,1351.628512,1828.084941,1502.693153,1242.745125
ENSMUSG00000000171,NA,4298.344863,4761.169736,5041.343289,4751.033161,5668.343693,8884.357371,7200.599727,9434.762472,4412.234677,4286.322414,4038.689196,8592.061311
ENSMUSG00000000182,NA,4.58302526,0.640990132,0,0.671673055,1.118077366,2.273031938,0,0.886771494,0,1.897845127,5.031629325,1.347781547
ENSMUSG00000000184,NA,4444.33679,4717.407685,5363.395699,2644.921784,2369.900541,2293.33103,4433.741332,5973.926486,4381.362872,3630.907426,7432.776675,4398.727677
ENSMUSG00000000194,NA,1414.922792,1081.353572,2310.627292,1155.358649,1159.803784,1116.72039,840.1379692,929.8432184,1226.034352,1331.567948,1177.654257,963.0488947
ENSMUSG00000000197,NA,2.299105707,8.570175981,0,1.421012018,5.981978263,0,4.555117944,0.778191893,0,9.518171319,5.122281754,4.000620348
ENSMUSG00000000202,NA,0,3.061586315,3.102455272,1.548055034,2.276990266,7.085996874,6.352880724,4.981400093,2.925491178,10.17555933,0,2.925515594
ENSMUSG00000000204,NA,263.72728,503.3964687,362.8062301,291.9270072,617.2840014,701.4933679,310.5746371,282.7584924,123.9456298,147.084654,62.18189163,675.7224141
ENSMUSG00000000214,NA,0,2.075087619,9.523255284,0,0,2.478219096,0,1.522159256,0,0,0,0
ENSMUSG00000000215,NA,391.3617233,0,0,0,0,0,0,0,195.4117764,0,283.3178706,0.985022913
ENSMUSG00000000216,NA,186.6437651,143.657955,0,117.4168399,31.55278806,159.9616699,27.68603526,69.38563019,379.9375778,41.52534432,136.9259744,92.5721548
ENSMUSG00000000223,NA,7.260560543,11.03894399,1.328825351,18.17351096,17.81230568,5.774221869,21.10464132,14.48888382,22.30656675,37.52642139,22.38181277,9.391863719
ENSMUSG00000000244,NA,23.49449725,17.04390012,12.30559526,36.83818699,22.14418708,48.94686229,24.92098685,35.69256559,62.10528359,0,14.77484102,76.44352467
ENSMUSG00000000247,NA,0,0,0,10.36251015,0.818570474,1.754148074,1.56010293,6.351739582,0.56182662,0,0.516329769,0.770980375
ENSMUSG00000000248,NA,1.644327044,1.44707163,0,7.962316247,1.743849503,1.58163573,1.834181685,1.578868658,0,0,0,1.904860119
ENSMUSG00000000253,NA,115.209253,282.8563287,28.71003182,109.7640179,110.7952277,151.1031822,122.9635961,231.6625534,137.3521637,93.97200769,213.9622483,135.2267405
ENSMUSG00000000266,NA,570.3827329,645.0528914,425.3334679,577.310655,668.4972338,248.9512152,433.3325441,310.0636177,703.1708922,728.5109659,589.6736063,433.1329471
ENSMUSG00000000275,NA,2447.243036,1899.301355,5964.625483,1874.291317,1940.82352,1356.553407,1899.839978,1822.248196,1787.192123,2601.646444,2217.102799,1769.579707
ENSMUSG00000000276,NA,79.95998757,125.9265043,60.75100644,113.6010176,97.56500766,46.24460321,89.86020104,90.43817511,124.9003764,98.17256105,93.75464775,77.36666073
ENSMUSG00000000278,NA,1201.58643,837.6503618,1183.128996,1282.771732,962.8694265,1076.137311,853.7824804,688.1215506,1453.908527,1612.726197,1182.373224,1179.130228
ENSMUSG00000000282,NA,485.7374216,404.7332467,488.8638786,351.4550287,249.8588491,190.4713669,258.330141,275.5843114,539.0465186,328.6418122,347.5525948,264.9922879
ENSMUSG00000000290,NA,1409.608984,909.0648291,377.498829,2674.803097,1109.191536,1610.019001,1146.929489,1141.041369,1960.571516,1620.215808,1282.52932,999.673809
ENSMUSG00000000295,NA,178.6611287,194.0657138,146.3524416,217.3653146,287.6562452,414.9017217,346.3876985,514.9259047,191.4719942,193.7776459,156.2690565,347.9205239
ENSMUSG00000000296,NA,0,3.873756845,0,0,0,12.82423587,4.004535102,0,0,0,0,0
ENSMUSG00000000301,NA,62.66973522,56.39761047,20.37245438,54.25291348,88.52581364,104.8051252,75.41909928,134.3176779,36.82108997,45.00288755,59.4045385,87.6800331
ENSMUSG00000000303,NA,16709.19316,11842.51876,15971.61798,10154.3893,11781.8501,7035.563658,10606.40472,9947.829126,12395.31775,17458.21384,13109.39216,11020.54827
ENSMUSG00000000305,NA,5.905316158,2.153402076,2.681033237,1.703256043,1.897107974,1.28407877,2.346406516,8.872074931,0,1.606787414,4.331782596,1.126496453
ENSMUSG00000000308,NA,12009.17824,16334.52951,14086.9751,9474.903634,12243.82359,14104.68364,13328.34622,20305.02199,12233.61305,10611.88379,9679.211231,15147.2452
ENSMUSG00000000317,NA,34.74740903,19.2955631,10.4337187,15.12753483,11.33436688,14.29178838,10.81862185,14.64420157,23.74723329,21.05779073,30.79074675,13.33813536
ENSMUSG00000000318,NA,104.450769,27.19939313,25.77846771,84.39861313,19.43471239,118.0266967,62.64710182,57.22313176,97.38093396,21.16464339,84.07235466,105.60962
ENSMUSG00000000320,NA,49.1893138,25.96673501,16.7138876,23.40939636,9.247732134,25.99282474,58.6782412,8.653535503,18.53082101,14.06797296,30.77711285,10.60643138
ENSMUSG00000000325,NA,49.02267136,88.6661653,138.694831,34.46049958,56.71137818,97.30260756,60.8748776,62.51213364,58.35798746,76.84382034,55.86406907,30.17696574
ENSMUSG00000000326,NA,1103.667667,1330.232392,2114.901527,1196.312217,1264.621513,1578.133321,1502.505182,1819.733688,1196.434215,1045.987215,1015.420962,1758.853455
ENSMUSG00000000339,NA,433.5407269,481.9495569,538.0777453,585.4754308,509.8142098,741.3146315,570.0858566,649.3674026,455.5448962,471.6237252,447.5858556,620.6034699
ENSMUSG00000000340,NA,384.3962174,426.1138588,330.355986,322.7541186,387.8834534,251.0923538,331.3847524,267.1350484,268.3552523,315.5412347,285.8763754,331.3499692
ENSMUSG00000000346,NA,4118.645743,4136.779654,6470.620581,3822.542095,4087.443744,5137.527493,4857.261683,5275.154926,4405.34758,4026.521673,3928.94454,4135.569768
ENSMUSG00000000355,NA,207.1397292,255.8699887,246.3314972,326.0118134,324.4105214,537.956261,503.3212595,489.5004097,258.7666601,222.8643821,236.4363065,461.0689904
ENSMUSG00000000359,NA,17.42105971,17.27070701,10.45558859,16.3652826,33.76682761,18.50511206,27.44746169,44.00353398,28.96588127,16.14247966,33.59916187,34.49752557
ENSMUSG00000000374,NA,1941.331192,1986.770596,2458.738013,1767.530878,1725.537412,1345.018125,1284.291205,1363.563749,1632.946318,1813.503913,1898.071201,1456.942232
ENSMUSG00000000378,NA,548.4831807,450.5023836,363.3499131,527.5469519,513.8781848,663.6680026,446.1152163,500.0240511,509.9285421,468.2142166,539.1574976,513.6921226
ENSMUSG00000000384,NA,812.0281837,1377.978891,1051.287696,1237.400784,1191.24559,761.673358,771.6931982,609.6608888,514.5442682,1435.372977,850.6287296,856.9055353
ENSMUSG00000000385,NA,7128.486079,8917.632969,1792.530935,8072.926239,8763.627671,10562.92967,7515.964967,10031.91267,7478.991775,7065.689235,6886.286095,13135.17405
ENSMUSG00000000386,NA,4.392121237,32.80989142,153.6829153,29.37374431,31.23146211,45.95379472,44.38205502,35.43507232,74.59817048,24.829488,17.12408505,63.54086706
ENSMUSG00000000392,NA,18.41648336,27.6658336,16.50434875,35.43932746,15.96513294,24.78545266,59.79356285,71.75587947,18.46002436,12.72048688,24.70228147,44.08564216
ENSMUSG00000000394,NA,198.5489595,691.548323,822.4877691,215.361693,646.9142398,207.0492292,316.7815314,530.46023,411.5657729,203.3855558,698.4219665,323.5761548
ENSMUSG00000000399,NA,1112.347471,1253.294781,1299.957042,1344.54812,1384.859492,1738.483455,1262.334298,1262.761925,1452.500297,1457.257825,1158.845028,1678.153595
ENSMUSG00000000402,NA,4.68513228,6.537298147,0,0,0,5.279969693,0.65226477,0,0,0,0,2.002109887
ENSMUSG00000000409,NA,486.5164237,419.4517702,133.6997466,974.9846624,334.1827399,842.0424238,601.5456656,729.638857,578.1778934,273.538364,339.7388794,623.2183174
ENSMUSG00000000416,NA,29.44053942,151.04423,10.90695542,39.64651284,93.7412098,9.366992545,62.56028423,54.01531661,108.3643025,116.1981215,320.4846136,29.42973108
ENSMUSG00000000420,NA,3725.424265,2077.70753,5202.672404,2757.958846,3167.889219,1557.514307,1619.101919,1029.676614,2610.267403,3387.08292,3144.838065,2057.993655
ENSMUSG00000000439,NA,279.9208617,265.1520652,323.9130989,277.1353549,237.7495369,327.0596921,231.5482462,305.9202446,241.0949105,274.017647,246.8143692,277.6995367
ENSMUSG00000000440,NA,580.0417255,673.8346605,179.8288039,301.8891841,657.1416596,586.2004167,689.3710001,590.5388649,473.7899339,324.6848601,607.024926,472.5387159
ENSMUSG00000000441,NA,1625.866973,1247.515434,1796.12444,1416.637952,1437.617673,1286.046685,1028.727236,974.4530382,1070.653288,1450.83242,1146.532549,1129.206926
ENSMUSG00000000486,NA,364.5855837,224.5797826,142.1582273,445.1930509,183.5878249,455.4487542,309.4446911,503.5277292,325.5849104,161.2667552,147.1583354,352.0452957
ENSMUSG00000000489,NA,129.0234785,90.90403464,93.83130302,83.28741476,79.59305652,86.7072479,113.3976198,145.4898022,142.0848439,65.84048915,151.9251169,97.51264699
ENSMUSG00000000530,NA,572.452213,242.6401369,187.7271346,409.8133358,225.8894784,187.6393492,246.913239,187.1363814,389.3519243,362.3968589,663.6322388,283.8966399
ENSMUSG00000000531,NA,47.99322732,59.35867532,39.0721397,64.0341332,35.63399297,74.38762955,68.12331114,98.00726733,54.59411288,47.30128491,84.74921674,50.1926135
ENSMUSG00000000532,NA,949.3720673,1213.213984,1334.295875,1119.497906,1098.671492,797.8716983,1027.621208,883.8326143,1327.521337,1137.143753,1147.058176,1027.137397
ENSMUSG00000000538,NA,681.0500539,816.7003676,2406.360929,813.6803697,716.787265,579.1220562,702.6322922,826.6664615,833.357444,641.3655236,726.4050252,567.1001997
ENSMUSG00000000544,NA,10918.1498,12257.07816,12554.24874,10719.90912,12288.75134,12494.62831,9086.559974,9647.65182,11212.63112,13017.23411,10053.28055,11909.22696
ENSMUSG00000000552,NA,134.4781321,61.52087648,44.36007754,133.8305406,70.12848689,116.5586108,104.0906373,110.857419,220.9379771,157.2652604,164.3119696,82.86020837
ENSMUSG00000000555,NA,859.6514945,686.956512,243.7977394,756.8801538,458.8712879,435.3005263,539.3764956,814.0653093,487.9925459,610.2431841,838.9517517,335.3580762
ENSMUSG00000000561,NA,884.0565121,834.3777208,637.5476569,693.6784151,872.904395,539.4341531,546.6770328,552.8614417,514.3256527,1072.242124,852.2463978,697.3927084
ENSMUSG00000000562,NA,13.63397867,3.321409117,4.853041771,12.05428853,2.600259124,18.76867773,10.63296524,21.68061892,16.6340568,14.6840559,3.326305636,5.081172549
ENSMUSG00000000563,NA,4702.024101,5647.11587,5723.224669,5240.407325,7213.660044,10093.26784,7873.622598,10372.82324,5110.005178,4902.877718,4354.909724,9351.998425
ENSMUSG00000000567,NA,583.5099829,502.4838632,269.8107785,290.46029,309.7162142,219.9160905,658.7889604,725.1723631,552.2500315,490.3804256,561.4958333,478.0072339
ENSMUSG00000000568,NA,1952.807456,2022.945813,2239.808132,1834.027384,2112.046168,1139.348228,1144.587087,1340.843939,1500.969935,2139.053464,1564.307868,1591.397931
ENSMUSG00000000579,NA,0,2.203481427,18.92312167,4.449091857,16.3970616,8.477681802,11.17047794,4.373403401,1.395945268,4.119647405,12.28683974,11.59438232
ENSMUSG00000000581,NA,522.1375692,745.685841,930.4575116,836.1170751,902.687285,1219.048655,964.9324353,973.6358547,515.269808,666.1716007,601.9132988,1072.178426
ENSMUSG00000000594,NA,1312.284579,953.4232744,596.456161,1593.77313,823.5772758,1357.72438,1316.22476,1546.678289,2039.373576,1430.685057,1478.606877,1366.149222
ENSMUSG00000000600,NA,254.9945889,300.7881478,364.3674896,326.308137,339.7094643,266.681417,300.8252673,264.2422881,289.3177044,193.0262651,257.2553384,280.3088059
ENSMUSG00000000605,NA,1151.233717,1127.993073,901.231874,1006.555166,1126.77425,991.5430611,1247.519562,1106.692326,1235.948132,1251.182036,1115.317141,1028.692202
ENSMUSG00000000627,NA,188.2066655,10.74204837,7.201267379,14.72869948,8.174880096,10.3371051,47.75575649,19.18723758,21.2638175,100.7620989,16.84700646,9.877796276
ENSMUSG00000000628,NA,8753.880695,3354.69199,1167.248817,5041.216719,7867.606335,4540.189443,6893.752027,10367.26565,3103.002461,5865.537568,5145.910964,4327.666481
ENSMUSG00000000631,NA,3492.910156,2416.656221,4600.257145,2826.049091,2932.580716,1348.161645,2151.446083,1997.816237,3203.687096,4922.475767,2766.116024,2727.453501
ENSMUSG00000000632,NA,8.178425285,4.425661891,4.800396732,1.715228768,1.802288061,0,4.924321341,3.296900813,8.440806753,2.597191312,5.606641,4.47801542
ENSMUSG00000000673,NA,0,0,2.091660088,6.694778308,5.596495311,12.69388053,6.863813379,7.051089029,0,0,3.437929598,18.98580347
ENSMUSG00000000682,NA,875.0490474,442.7587154,209.3106516,1371.272288,631.5199864,2326.329441,1319.224146,2337.322879,1325.166941,819.1189303,774.8797946,1524.233669
ENSMUSG00000000686,NA,41.35380802,24.91745036,23.3003334,44.50136514,31.32554462,36.46609738,28.88856403,39.25383041,55.31233471,56.41813172,51.78310846,34.82580638
ENSMUSG00000000690,NA,13.09828096,5.016935915,147.4075009,4.628829879,6.263671033,11.94931091,27.40433462,29.47543209,44.50044291,19.63726498,21.20066349,9.637442489
ENSMUSG00000000693,NA,138.1837596,39.23393527,25.28733569,52.16817837,35.86049961,27.97883157,42.49631086,40.83425342,122.3569116,52.00320934,44.15538132,139.8057816
ENSMUSG00000000706,NA,13.39777273,12.82774949,1.951954399,13.7078669,16.78126618,7.067172692,17.72164622,0.764716107,8.654852262,12.72409981,1.633735076,12.48044806
ENSMUSG00000000708,NA,753.6209394,916.9987252,1152.134702,871.0224476,1006.323411,496.928517,559.0568785,432.017421,817.9276942,538.5198912,1103.87155,611.1147927
ENSMUSG00000000711,NA,1253.415304,1449.924615,1672.476399,1264.219656,1256.906041,1306.799913,1152.014254,993.8962597,1585.070977,1294.415792,1460.481064,1239.786633
ENSMUSG00000000730,NA,27.00412189,2.321366287,2.359959592,4.305570331,9.920189898,15.79273341,4.068605501,3.981907588,6.886837325,5.675042625,15.98903413,9.051683412
ENSMUSG00000000731,NA,0,0.809582238,0,3.386353902,0.949473625,1.841057711,0.925413842,0.589095549,0,0,0,0.441517848
ENSMUSG00000000732,NA,162.2778429,166.4498549,120.6902449,191.8967881,126.3939819,234.6214868,156.157043,92.39642425,232.0050176,142.6744891,148.1324221,144.3507528
ENSMUSG00000000738,NA,947.3693808,1096.088518,1191.329149,981.1869775,1020.040019,1082.723381,1072.905447,1255.654042,976.3410903,1011.495656,1086.27018,988.1426375
ENSMUSG00000000739,NA,11.45479264,10.91880535,14.44840365,7.725245445,15.61138557,16.30532141,11.93065023,18.71758538,37.33220817,65.66333577,11.24729699,9.604942074
ENSMUSG00000000740,NA,2633.107906,2692.854414,2699.622145,2348.378179,2754.493938,5476.462039,4517.381825,8186.478559,2217.465461,2520.141631,2491.397205,5059.462689
ENSMUSG00000000743,NA,2740.096127,3401.214543,4106.298131,2862.379914,3019.77417,5635.380867,3373.467631,4293.905544,2861.913004,2482.595536,2456.29611,4508.976489
ENSMUSG00000000751,NA,1023.684328,940.4803086,715.2552068,1257.977358,1187.517836,1032.002582,1079.099112,1087.368782,958.4015356,1394.537051,1163.771562,1108.595041
ENSMUSG00000000753,NA,205.5295317,30.96291472,25.28451859,96.59122096,67.837201,49.45960017,27.31306685,30.67421959,116.1002333,95.55493989,123.1400713,44.85730277
ENSMUSG00000000759,NA,271.2066006,352.0676903,546.9114476,544.6266572,363.1343558,374.8226506,341.4839887,322.3340774,449.9575841,377.7612632,339.8161781,428.6860777
ENSMUSG00000000776,NA,201.159129,226.2145756,134.0482828,177.1318734,230.2214964,162.8665132,192.5295931,152.0086264,137.3737586,155.1877205,154.8509321,176.7560395
ENSMUSG00000000782,NA,220.8743589,198.3915401,151.7878099,212.5919818,148.2234466,127.6755281,273.6231538,311.8783826,288.8648481,186.6891734,298.826131,177.6440841
ENSMUSG00000000787,NA,7282.810307,6890.155068,8208.474035,6171.016891,6154.774126,2352.717795,3997.678493,2967.367768,5483.123233,8017.414971,5999.761745,3711.037337
ENSMUSG00000000791,NA,0,59.53566791,39.12438518,158.6396257,84.48022999,147.9828173,125.5734566,123.5901865,133.0981509,115.2829679,39.07188706,83.84187808
ENSMUSG00000000792,NA,6.884880464,1.234529177,4.213660836,9.155805168,5.953152833,12.13506613,5.698467155,6.442813902,5.311663504,13.25888606,0,8.033141418
ENSMUSG00000000794,NA,57.96140547,60.25223372,44.21749161,32.58157886,30.58539938,12.05970205,14.56541614,7.003128938,78.66488796,49.90553487,78.95891879,17.91959343
ENSMUSG00000000804,NA,635.879304,819.678142,1440.47769,588.7989745,633.2218565,207.6261784,342.8880138,162.7916539,866.0604518,892.5532612,646.1468316,369.0433458
ENSMUSG00000000805,NA,1165.791383,8872.576202,3806.461815,4480.389098,5800.051204,10192.24025,5716.906984,6505.524149,2811.107453,5418.233317,1938.387021,3752.89318
ENSMUSG00000000811,NA,139.987953,143.0857405,129.1975471,83.86263091,92.72818104,76.84088745,89.09543645,116.3758717,102.6222475,119.6402858,99.90675218,88.20712604
ENSMUSG00000000817,NA,27.40334892,23.90053987,46.58770059,77.88002361,18.77591884,69.81668766,42.69246674,122.2395284,22.62382541,49.64204872,23.76887225,58.07761917
ENSMUSG00000000823,NA,81.25771332,311.7096065,89.12917532,361.1495889,167.9827348,93.94757289,167.8340723,127.9176868,291.9916977,124.1005181,169.6536607,148.7166695
ENSMUSG00000000826,NA,2639.292019,2772.912237,2629.777904,2650.958799,2137.05488,1551.321651,1168.795815,1006.352186,2950.1263,2599.855766,2561.764906,1609.351972
ENSMUSG00000000827,NA,680.066981,831.4207721,721.4291986,872.6624883,796.9557759,1514.241116,1227.104323,1714.735953,785.6663843,759.3687481,760.247261,1309.448544
ENSMUSG00000000838,NA,919.7583562,1027.249552,1272.164433,1041.823535,1225.796988,591.7292342,898.8648051,633.4063063,910.5393668,1125.19765,930.2183055,831.1634851
ENSMUSG00000000861,NA,116.742688,132.251101,124.4619649,106.0363653,149.5937787,106.8733047,102.9153712,119.9853297,146.2513661,195.9985013,158.2539348,132.0442592
ENSMUSG00000000869,NA,4.727612811,1.271811068,1.137253579,2.058333677,1.177484452,0.73664278,2.524504083,0,1.803710849,1.871774576,0,2.586585328
ENSMUSG00000000876,NA,230.314498,269.4259162,406.0219436,281.0971492,260.1388021,334.5026281,308.7581839,479.9278474,261.3537637,166.1925378,199.2344553,369.6614952
ENSMUSG00000000881,NA,1161.194758,1214.570803,2752.624166,1097.194941,1594.050741,746.7403068,554.0562964,471.3403981,655.6981941,1270.651299,917.6667192,927.7491683
ENSMUSG00000000884,NA,2.480186738,59.03700879,53.21298476,29.96389763,23.6325478,48.00574975,1.116300474,4.324989504,18.36693561,78.72781436,16.18141147,24.9147346
ENSMUSG00000000889,NA,11.82510948,15.05058547,26.09149176,10.47724185,8.239097387,13.44837979,6.935533095,6.207237157,12.5788916,9.613531972,3.466619586,6.527356202
ENSMUSG00000000901,NA,51.58602358,56.36959464,8.748207581,7.54179517,31.54342627,49.32224677,50.71212268,54.23582058,16.78784384,8.867703426,17.23732112,5.631269359
ENSMUSG00000000902,NA,835.6794795,764.1336504,833.9044478,820.5144547,904.9498751,958.9636787,893.9863532,912.8205978,697.0925131,950.9433731,803.409576,838.7906326
ENSMUSG00000000903,NA,0,0,0,0.693877865,0.568363682,0,0,0,0,0,0,0
ENSMUSG00000000915,NA,1517.948227,1610.255584,1569.952539,1941.338847,1863.182733,722.3565712,659.4416222,855.8147396,1443.220161,2260.726063,1160.888213,1008.852553
ENSMUSG00000000916,NA,65.61613353,171.8551534,179.5753693,144.1244621,157.9447686,193.7458203,109.5988703,80.16868912,186.7396987,60.6016871,57.89336708,126.5096853
ENSMUSG00000000934,NA,123.2318068,125.9592417,83.3103515,101.5853243,133.4164847,116.0180463,100.4161906,105.7356228,77.24223764,105.7557263,104.7055068,143.3962698
ENSMUSG00000000938,NA,572.394573,772.4825301,1.620472325,732.5406211,738.0261655,1130.076231,1243.530288,1102.505821,682.1466477,720.8166246,668.1266959,1163.719193
ENSMUSG00000000942,NA,11.17487774,12.35548178,6.341165935,7.219892951,5.841825666,10.30723413,11.41403605,16.64175418,5.321918757,9.321359681,6.612131917,8.252480811
ENSMUSG00000000948,NA,3.014219253,3.227265905,105.3069097,4.020670847,19.91363057,3.839582188,10.38555432,100.231826,4.895771284,4.965203945,4.537672369,7.877585947
ENSMUSG00000000957,NA,1932.970553,1144.546513,447.5193894,1446.674813,1001.560148,1069.287579,1439.06786,1687.085106,1893.526068,1711.087742,1951.461888,885.7031926
ENSMUSG00000000958,NA,195.2701238,108.7533075,721.7183093,147.8553261,160.6153041,321.2313065,179.4448609,109.9240836,256.2189134,194.0218184,261.5083107,149.0745257
ENSMUSG00000000959,NA,468.4399593,532.6184931,555.6914693,507.2860231,501.4559743,422.5649471,436.1263365,400.5487626,514.8726505,508.0295027,461.5519741,450.7534473
ENSMUSG00000000976,NA,438.022669,426.384837,418.5900586,426.4667498,246.9853055,133.7758073,221.2192477,174.864193,252.8208613,633.4848553,247.4823031,234.9000252
ENSMUSG00000000982,NA,25.3912235,6.454541761,9.498625889,17.06367977,9.577143859,31.98906396,29.6755514,24.47653206,17.92639167,5.635340783,15.29308428,12.67358575
ENSMUSG00000000983,NA,1921.156132,272.8164064,0,754.8254561,1471.583486,2489.423652,1451.823184,2961.179569,1371.505164,1893.301649,1081.120549,1436.118462
ENSMUSG00000001014,NA,2.235153921,0.614743787,0,0,0,5.313709006,0,1.867634947,1.759683796,1.862432454,0,0.668676267
ENSMUSG00000001016,NA,443.5893111,595.0598427,334.8655689,486.8333564,646.8605993,605.2888874,708.3039135,755.6288913,388.2485341,528.5619211,525.8729326,593.5489235
ENSMUSG00000001017,NA,1513.722527,1727.828787,1884.159641,1544.032368,1787.606553,1903.483428,1743.952651,1849.193946,1310.506318,1534.387072,1411.142408,1717.453656
ENSMUSG00000001018,NA,206.922657,346.7122991,256.7999587,302.9021811,319.6329913,289.6430124,292.3647995,308.6488849,338.1689837,303.6139047,234.0813126,318.6943383
ENSMUSG00000001020,NA,377.384028,255.2829188,57.89848402,581.6240171,268.5494157,1163.936193,889.4735441,1840.445632,473.5312557,298.7878085,358.209245,558.5349575
ENSMUSG00000001021,NA,0,0,0,0,0,6.582376465,6.173012208,5.216803704,0,0,0,3.277699036
ENSMUSG00000001023,NA,0,0,0,0,0,0,0,0.836589499,1.858284161,0,0,0.649729675
ENSMUSG00000001025,NA,27.26914742,5.579094655,10.75649751,21.81561267,15.22018055,73.85812035,26.66925081,66.55907046,21.29442617,24.15842286,18.2679734,34.98440912
ENSMUSG00000001027,NA,0,2.538643419,0.856688843,0,1.811186068,2.454494426,0,0,11.68649262,0,100.8656057,0
ENSMUSG00000001029,NA,91.76331843,32.36702314,25.08579536,67.65974564,41.87552883,87.97954041,27.87314964,35.0916045,72.60761491,51.04424796,33.5266128,65.03049653
ENSMUSG00000001034,NA,221.0057949,195.0181946,180.5900753,292.7262767,165.9421812,222.679374,218.7749309,169.8044626,262.4983513,240.6201766,184.7087247,122.111555
ENSMUSG00000001036,NA,768.5725519,387.5347082,211.0336753,326.6186067,281.1689342,280.2312643,299.7866829,287.512148,278.6571106,572.6277234,390.4383887,338.1412483
