NAME	DESCRIPTION	I_V_1	I_V_2	I_V_3	I_V_4	I_V_5	I_MKI_1	I_MKI_2	I_MKI_3	I_MKI_4	I_MKI_5	I_MKI_6
ENSMUSG00000000001	NA	2421.440195	2630.597667	2865.102384	2278.209959	2538.40517	2403.971329	3245.527047	2823.649957	2718.976242	3069.908183	2665.884771
ENSMUSG00000000028	NA	91.25332621	64.3383559	98.75758696	95.83883538	97.01398158	73.03326837	78.84389125	97.60051478	71.02491393	84.36371295	73.46547755
ENSMUSG00000000037	NA	3.335512093	1.624939636	3.509574042	2.774486876	5.566453517	6.04624108	5.924111903	3.885510303	3.43573261	5.496095055	9.669002929
ENSMUSG00000000049	NA	8.77481775	1.647360513	17.91436647	8.289091434	24.2143692	4.948564137	12.99201072	36.08064441	6.691922679	2.452291491	62.32942448
ENSMUSG00000000056	NA	581.9851905	468.7635571	702.7309457	443.3304687	417.2270677	624.1631782	528.6314773	557.9763582	513.3543542	774.9954224	562.3775501
ENSMUSG00000000058	NA	56.02182874	72.43086078	52.07320313	47.30335119	93.50952144	102.969351	154.2379113	110.9101862	181.8009886	129.1297946	143.8809291
ENSMUSG00000000078	NA	2093.15144	3714.328819	3626.858093	3156.674463	2756.269154	2099.766533	2892.876958	2635.258069	2593.250994	2339.084497	2663.800762
ENSMUSG00000000085	NA	184.6858892	129.9766858	119.1268862	147.8620006	146.609636	178.3509258	125.6683035	134.8873426	145.1610638	113.7087991	141.8850568
ENSMUSG00000000088	NA	2035.127202	3306.062494	4111.653259	3933.60295	2299.588137	1937.60819	2162.263502	2400.524645	1834.910824	1916.366444	2390.657718
ENSMUSG00000000093	NA	67.30001275	42.32622186	32.83834359	39.40712823	50.87146055	56.48188506	41.45253341	42.3088758	64.21677774	67.26877948	100.3085241
ENSMUSG00000000094	NA	27.23682137	8.121312181	14.6818267	7.773567519	8.490783222	19.46558877	12.61365668	12.01742242	30.44771617	20.19019597	14.19171181
ENSMUSG00000000120	NA	27.10073221	22.86100083	21.28176101	20.2273099	53.82909604	38.99138188	32.33000971	46.7330145	40.88785964	52.87795278	47.19459052
ENSMUSG00000000125	NA	42.75854865	14.21974683	46.19178161	55.08943935	98.76530918	52.28715306	59.06907429	90.12394945	56.27724678	81.99568034	90.77353872
ENSMUSG00000000126	NA	8.626259006	14.4423664	13.81766876	13.30196204	15.77132051	12.81364145	14.74555324	15.46403949	14.08923662	11.48352158	9.868240471
ENSMUSG00000000127	NA	91.18958847	108.2550835	120.2883418	100.7546669	91.83847535	119.1708066	118.8014904	114.0528833	119.5926099	129.7390736	157.6209581
ENSMUSG00000000131	NA	661.4407783	288.9555196	367.2503599	341.6635568	454.6841046	638.7098944	654.3815956	599.3121326	674.9628768	525.7537154	525.032192
ENSMUSG00000000134	NA	398.1370353	255.9692612	286.0626143	286.6417474	390.7348377	451.1568736	276.720263	331.4089092	352.6595802	386.7432935	388.1966158
ENSMUSG00000000142	NA	734.75703	369.3158147	293.641566	449.5171639	675.803241	646.4011506	471.2793692	460.6776314	561.1736001	709.6248427	582.2502554
ENSMUSG00000000148	NA	133.6430855	123.4219785	128.5580291	117.6739062	143.2168492	191.1639415	116.6721482	154.4746385	169.1507435	151.6136032	158.731626
ENSMUSG00000000149	NA	624.4799073	558.4086113	360.3623529	406.6100242	514.9766223	621.3283548	518.513412	539.8500767	671.3604065	564.8127205	554.2031632
ENSMUSG00000000154	NA	377.3201054	510.3462895	605.2881043	540.1572703	450.855989	350.8787575	492.2370818	483.6297615	456.80729	391.4135393	423.1044628
ENSMUSG00000000157	NA	2.79151902	4.245526536	11.09461829	0	2.004278993	3.569047022	3.89490271	1.755317423	1.82049998	1.197879045	3.505087766
ENSMUSG00000000159	NA	405.2787732	729.0746499	892.7640513	841.7271941	456.7094414	464.9120173	353.7002138	414.8253369	448.4039918	406.1460511	349.692795
ENSMUSG00000000167	NA	4.828347086	4.455171152	13.33704923	9.093120792	6.185832446	7.548357984	3.344870941	4.984370944	4.664697497	4.447346504	5.97999551
ENSMUSG00000000168	NA	351.5072743	252.3243286	336.6189263	394.0554688	466.7046021	362.1990031	452.3201883	505.5155169	383.7063956	371.4379557	527.2845575
ENSMUSG00000000171	NA	1681.269346	2668.82526	4215.127178	4111.252197	2267.672966	1752.650204	2231.149445	2257.857031	1734.157723	1973.164824	2231.546392
ENSMUSG00000000184	NA	2900.893965	1252.152687	1652.215397	2159.358915	3089.608476	2597.521823	3066.786218	2823.118916	2485.332879	2615.272328	2832.481234
ENSMUSG00000000194	NA	556.2915965	921.4428638	984.0322255	684.7538867	877.2673205	691.0326451	848.8657898	984.2946147	985.9666361	882.7245931	903.9503923
ENSMUSG00000000197	NA	1.912818333	3.849968209	2.050501716	0	4.970694976	1.634103043	3.287971646	5.803555547	6.729581506	2.931653389	8.720256861
ENSMUSG00000000202	NA	1.19649099	0.879794842	4.341987235	2.993063416	0.487853905	0	0.303565427	1.034568615	0	0	0
ENSMUSG00000000204	NA	26.23531172	54.7864786	82.71996866	66.44857195	38.22175223	23.73813212	1.733443618	8.668046273	13.06428242	7.710053528	11.51851041
ENSMUSG00000000214	NA	0.660779996	0	3.651025949	0.543908648	1.172909625	3.762521262	0.758593969	2.250941421	8.579891459	4.543264844	2.010086346
ENSMUSG00000000223	NA	22.90685354	9.416731908	9.083411649	3.454672897	3.944059324	10.54090123	9.027964024	5.180123211	20.67274785	8.120530705	27.6217446
ENSMUSG00000000244	NA	30.8029689	64.0583477	35.82595559	42.83140937	66.85379072	24.58726682	41.0966878	33.08104858	38.99676895	26.83452044	29.35263563
ENSMUSG00000000248	NA	0.373849659	2.213784317	7.377911744	2.696562295	0.758073098	4.246031351	2.007088667	0.885979166	2.079524113	7.614862626	4.631451675
ENSMUSG00000000253	NA	26.14427611	29.58440004	22.27072609	44.81672901	34.20171538	29.31280184	35.15667804	36.47494382	41.03290107	37.32890278	47.27966324
ENSMUSG00000000266	NA	286.8564805	212.4192913	211.7116785	208.9152622	396.161417	324.5513397	430.4231804	365.6412342	478.4222939	369.4057805	250.194614
ENSMUSG00000000275	NA	1445.224664	1188.616458	1485.98357	1498.88843	1594.228573	1309.157092	1470.575121	1533.802057	1395.11005	1458.318877	1243.796672
ENSMUSG00000000276	NA	73.32182668	74.19671892	31.24000229	59.17403696	68.30722496	82.94609699	58.83173263	65.69086255	83.81753819	81.71928554	68.86262057
ENSMUSG00000000278	NA	911.5242546	773.3260633	706.718218	656.0119729	826.1394486	807.6869342	1014.967299	938.0152373	996.8940914	1049.876894	861.7684842
ENSMUSG00000000282	NA	221.6094437	178.2889509	141.689381	202.6847508	207.1147199	367.5517482	239.1442184	241.6721005	388.1110497	311.1470226	192.8273689
ENSMUSG00000000290	NA	1029.296149	862.5389544	527.5960561	569.5678765	685.8389301	1060.603246	830.6716117	721.8530341	1532.495278	1094.869549	783.8174472
ENSMUSG00000000295	NA	48.89420891	111.1893081	124.2541008	84.59149339	53.21344325	44.09909381	56.46834379	75.63689142	54.60852594	58.89736297	79.07113254
ENSMUSG00000000301	NA	31.7178047	43.74561173	35.26477255	38.83731759	12.67442901	13.37976251	8.286656	15.58860311	30.69634278	9.855968093	12.06526811
ENSMUSG00000000303	NA	8137.507585	6941.774507	6531.68785	7293.798428	8110.208792	6808.116898	8502.050535	8198.824765	7836.514137	8368.344609	6908.360301
ENSMUSG00000000305	NA	6.01639236	3.35247063	6.93065355	3.587119664	1.664007772	1.40390564	10.66416164	1.155276075	5.7808304	53.24832527	2.333844155
ENSMUSG00000000308	NA	4482.042891	7602.950392	8480.839185	8677.977999	5576.887131	4486.832115	5109.86041	5480.24377	4292.602875	5174.018309	5629.89145
ENSMUSG00000000317	NA	12.30431914	6.040592089	6.298672907	7.517688692	8.669526617	26.45012721	13.55713182	9.313822882	16.6211861	18.98536875	14.37336861
ENSMUSG00000000318	NA	45.30435851	24.93678829	37.22870445	25.11866995	8.894573593	7.923661368	35.31210696	33.78540049	20.70173022	29.63650238	54.50649567
ENSMUSG00000000320	NA	2.718959814	0.929779095	0	0	5.716231682	3.09423874	2.481296263	4.622830504	4.814475423	1.805911027	3.964565874
ENSMUSG00000000325	NA	55.05216476	5.181536852	20.05194613	30.40759645	17.02775967	62.94351746	42.31735783	33.41546999	2.065594527	21.11298514	15.1661416
ENSMUSG00000000326	NA	752.9620267	883.9243352	1078.7129	1015.676458	870.7725543	741.8412378	744.943128	789.9200434	698.6060483	655.1477742	853.0057852
ENSMUSG00000000339	NA	199.7450553	268.2851423	287.9660387	250.2013068	240.9960241	211.4285307	279.5065042	224.4898228	230.236796	307.5402782	267.2125054
ENSMUSG00000000340	NA	206.8771293	170.5433241	145.5046797	138.3056094	233.2074188	187.4175391	175.5875873	195.9609351	210.8861409	213.3484355	219.2890671
ENSMUSG00000000346	NA	2685.166435	4095.079089	3342.879872	3301.603265	2782.558797	2918.870828	3190.986529	2841.498177	2863.597825	2967.802537	2790.741562
ENSMUSG00000000355	NA	160.4408615	238.4904009	207.5051833	232.1603331	183.9168955	157.6567937	171.3070222	162.1624212	145.8955904	138.5063222	187.5686197
ENSMUSG00000000359	NA	10.66985294	32.50402646	6.407724072	5.02406609	11.88736662	9.990947155	13.04605817	7.410544836	11.50101918	11.2766349	14.25759877
ENSMUSG00000000374	NA	865.1979443	730.1976519	755.0543526	694.6652415	900.447843	886.6994949	903.0007187	832.956438	806.5514367	862.8051259	872.8642059
ENSMUSG00000000378	NA	269.7351854	283.3212246	237.2166993	236.2113956	186.1488992	307.7549332	237.3851322	215.1863462	207.9839637	243.3016843	208.2506354
ENSMUSG00000000384	NA	535.802857	452.5992995	430.3330299	329.5801368	442.7368452	513.3466939	385.7940248	357.8424073	328.1613909	369.4369334	384.0568876
ENSMUSG00000000385	NA	1464.146181	1285.429719	1931.031056	1684.828384	1530.364694	1385.285162	1478.913296	1560.011081	1233.352046	1284.369239	1571.014442
ENSMUSG00000000386	NA	14.2308666	14.0550076	15.96862442	38.50242821	4.514046713	6.849127491	0.666706582	17.13627862	7.746559891	4.289777689	5.885229631
ENSMUSG00000000392	NA	16.57340664	8.535467465	10.77610251	6.395790552	26.08709069	10.72940609	13.14713496	7.041485707	16.52524565	16.24355485	10.85632823
ENSMUSG00000000394	NA	253.8499698	337.8843892	335.1699652	289.9723192	295.5144004	244.4500263	291.1291803	340.6964898	269.2642751	188.5310015	335.073305
ENSMUSG00000000399	NA	644.3474552	779.7775147	963.0221466	837.5447975	867.952186	589.4648843	663.157763	846.1439855	654.0605359	751.1455111	890.6800486
ENSMUSG00000000402	NA	0	0	0	1.081469489	0	0	0	0.718449992	1.115177382	0	1.44103916
ENSMUSG00000000409	NA	123.8649417	201.1198615	148.1250598	145.4669174	143.3625181	121.5687256	123.1363986	70.01278218	112.0980704	80.6235997	41.67875217
ENSMUSG00000000416	NA	9.160821334	5.821126798	13.27707244	3.878717497	80.66109086	34.29203814	24.53159282	18.22735814	34.7307087	4.305280531	8.569480007
ENSMUSG00000000420	NA	1676.274875	1317.783237	1734.863837	1392.887679	1825.02164	1704.858684	2309.005363	2048.724191	1974.171383	1899.569418	2002.835324
ENSMUSG00000000439	NA	133.2478432	164.9781405	181.4142264	148.7716043	137.0864923	170.2651987	157.3570942	150.6791738	164.6470329	176.925062	193.0369984
ENSMUSG00000000440	NA	132.0137846	185.2892937	141.7154088	3.775504484	125.7594996	126.3083241	118.9306094	128.563642	27.59519329	11.12028472	80.96325404
ENSMUSG00000000441	NA	843.0221717	813.300236	874.3308117	705.601633	841.9167003	768.8101671	616.8655571	765.8675385	634.4302987	648.4772782	790.6825987
ENSMUSG00000000486	NA	93.81706768	273.9788491	157.0196406	180.2456298	160.5264807	154.2436753	119.9275705	107.3664148	106.4882686	135.2894054	151.0938252
ENSMUSG00000000489	NA	99.40807438	78.3233981	55.45524961	72.0959339	87.2394795	96.71264026	64.96870814	89.7728697	93.93031305	106.683074	105.0640401
ENSMUSG00000000530	NA	306.6196212	87.05744603	98.70032001	93.56371149	158.8264016	185.6728727	155.519439	241.5474839	446.8986295	199.1645493	242.8180958
ENSMUSG00000000531	NA	31.72905977	56.42228986	29.82938158	41.26248089	44.67084243	50.09396281	38.52236541	30.46513494	31.23141728	23.87400482	35.92171361
ENSMUSG00000000532	NA	935.2737581	612.7605716	602.1571779	754.2309802	706.1854947	832.2165418	695.8717977	749.8031244	748.0553286	773.1880038	640.6593765
ENSMUSG00000000538	NA	608.7710477	659.2856492	616.7229808	749.1941242	728.6473613	676.6115101	585.2799162	791.5034851	883.8456428	1033.269149	863.2793021
ENSMUSG00000000544	NA	5504.922535	5995.844568	6824.258317	5803.439956	4895.334201	5261.69914	6558.265596	5254.84182	5290.751717	5533.423305	4623.314855
ENSMUSG00000000552	NA	159.4732754	119.8437342	73.66064311	97.48525627	78.2856502	59.41413396	61.70168487	96.51516021	152.7635038	86.8158388	91.79538412
ENSMUSG00000000555	NA	422.8038631	319.9182185	203.9602867	254.8470287	263.8985717	342.4617457	300.3328332	278.5135939	404.8117178	339.5260398	360.9886538
ENSMUSG00000000561	NA	405.4760199	368.2132813	338.5059815	330.0465764	432.814032	346.4022848	346.571813	363.9324282	341.1174074	374.9282285	369.2904934
ENSMUSG00000000562	NA	9.633293558	0	3.938472185	4.069217612	1.590939933	3.077632217	2.059227412	5.595887024	2.853206978	7.151045762	4.68600296
ENSMUSG00000000563	NA	2568.874337	3829.961013	5177.73307	5044.425307	3003.947997	2613.906599	3127.326442	3073.284115	2347.785816	2674.250702	3075.7524
ENSMUSG00000000567	NA	283.7947456	205.0483522	139.8025317	246.494861	331.9355806	231.1011494	220.3810884	285.5395237	214.8340709	264.330875	284.7190378
ENSMUSG00000000568	NA	1130.120017	824.5320072	624.353976	903.2435675	1076.238226	1140.177381	1070.886315	923.0528758	1054.953641	1065.058084	954.7941324
ENSMUSG00000000579	NA	13.69574611	0	17.62788866	19.06838911	4.018761066	4.487413983	0	3.463595262	10.84072224	0.911210321	7.859442865
ENSMUSG00000000581	NA	285.4984035	556.8323757	476.5914103	478.5462549	331.7817669	388.7795048	352.8026107	387.1350725	401.4671039	274.0965001	387.4959732
ENSMUSG00000000594	NA	1316.949457	1320.188451	899.3444133	938.1361722	1141.964524	1071.14055	1230.015187	1258.002691	1811.827459	1682.778285	1396.373514
ENSMUSG00000000600	NA	196.1097425	205.1527711	184.6510769	195.4078956	195.476287	141.3280038	148.0808882	168.0396366	183.4629159	168.0793286	210.5463792
ENSMUSG00000000605	NA	757.1428477	897.5044768	798.7988065	686.278283	776.8436121	705.6971497	952.2541952	819.0049483	815.7557817	684.0885461	780.1525647
ENSMUSG00000000617	NA	3.37483732	4.315497877	1.555749615	3.264319163	0	0	0	0	1.10198211	0	2.067465086
ENSMUSG00000000627	NA	4.306258466	8.19085068	5.311299407	3.987715417	1.72090601	3.070635664	21.28449496	40.53345939	3.879379072	4.086184115	8.009790736
ENSMUSG00000000628	NA	1414.551552	1023.979888	843.7739232	1288.156148	522.5676836	700.666709	1248.664174	577.7546869	749.6823523	525.7198092	598.4278006
ENSMUSG00000000631	NA	2537.307913	1592.927239	1303.33358	1543.156824	1729.093282	1640.474268	1302.629795	2018.98188	2100.816793	2283.88805	1146.380676
ENSMUSG00000000632	NA	2.844036126	0	0	1.491333264	2.37947701	0	6.64379544	5.418141623	2.433375231	9.44143999	2.898345428
ENSMUSG00000000673	NA	22.5144687	58.20994215	30.04863589	39.50166603	11.8395439	15.64338734	10.87135253	9.068255232	15.0997524	16.8303854	13.80845854
ENSMUSG00000000682	NA	968.45666	1561.050616	887.8518014	1085.635618	572.5960883	849.8664453	812.3780548	601.8499872	995.5478575	888.8815164	693.042546
ENSMUSG00000000686	NA	25.71155614	29.02346464	36.68196945	16.19213952	26.53692543	36.98203083	36.17923364	30.95323978	32.90329838	36.59708255	66.81944941
ENSMUSG00000000690	NA	58.68558241	126.4145318	105.132341	76.85248559	78.79483974	45.87041607	34.74053183	63.40374532	50.8449812	42.55366927	62.38026138
ENSMUSG00000000693	NA	32.87086475	66.16483139	23.63730479	32.72470997	47.23127298	31.96607603	37.29534467	26.77220473	44.13347798	39.5102181	41.26041075
ENSMUSG00000000708	NA	446.0794497	293.2645308	376.1608193	258.2459975	520.2832228	495.4131134	426.0609308	408.6364796	436.8130417	386.1183294	671.2073068
ENSMUSG00000000711	NA	894.7939874	1054.199861	1073.467145	981.9475585	1034.083336	907.4208903	986.6479977	1031.244781	1019.232979	947.6934735	991.0677874
ENSMUSG00000000730	NA	5.287075077	10.5796652	15.61999304	2.899109576	1.292423573	8.581151717	1.270586853	1.853634938	1.927544677	3.827738344	0
ENSMUSG00000000731	NA	0.645109798	0.973482377	1.988476926	2.926917736	0	1.483544961	0	0	0	0	1.300379756
ENSMUSG00000000732	NA	165.8303644	207.1480463	138.7973679	115.5907279	97.90868065	142.4185505	115.6437619	94.33539007	150.3712425	191.8072586	101.6240133
ENSMUSG00000000738	NA	697.2525593	700.8892298	601.0681042	606.8788321	527.4757067	742.5193205	721.5482947	648.8437283	619.3177424	522.7640444	674.3695126
ENSMUSG00000000739	NA	8.133560973	12.29149545	9.252919823	7.674472251	4.327786566	2.222558846	4.222581399	10.79909205	7.745616686	2.555884044	6.279100902
ENSMUSG00000000740	NA	1575.576375	2201.512155	2353.77574	2381.591064	1555.782633	1544.058984	1685.250948	1491.962957	1283.292096	1454.786924	1456.029216
ENSMUSG00000000743	NA	1498.005504	2723.948188	3136.150246	2625.756647	1579.834661	1637.312522	1786.801672	1553.244399	1539.836882	1563.58941	1696.300687
ENSMUSG00000000751	NA	527.4558296	517.5867634	463.5842455	406.0772165	437.1155484	463.9528189	546.2741518	509.0766424	483.2160409	500.2424659	495.3381439
ENSMUSG00000000753	NA	83.09688047	30.08294067	31.27080708	23.04681584	66.86119454	45.26730887	60.75014529	83.17381141	71.94848277	42.23111797	77.61035107
ENSMUSG00000000759	NA	132.1776451	162.6592572	182.451156	178.4143268	143.8119055	257.8432966	234.7992476	259.5039261	245.9069981	142.5787492	294.5769229
ENSMUSG00000000776	NA	98.68808722	97.57879457	69.98001424	113.0258129	78.58945949	84.1439839	72.33812358	69.94017372	62.17179819	93.81998112	64.98747601
ENSMUSG00000000782	NA	164.4512734	139.754814	82.56419378	98.93725003	96.8979305	142.447692	95.15352786	110.9215504	125.9250679	112.2	113.8535236
ENSMUSG00000000787	NA	4059.275326	3033.547158	2236.072443	2997.901812	3714.676412	3410.87387	4073.506516	3558.837578	4145.503912	4285.674049	3913.881444
ENSMUSG00000000791	NA	19.06996836	0	18.19187251	20.58011752	14.40078217	11.18518308	21.61270104	18.26222868	26.95010726	24.24580431	25.3192451
ENSMUSG00000000792	NA	4.052188164	2.093809395	4.280476536	0	1.193879935	2.582521906	2.294159065	2.086394053	2.158547809	2.844957355	0
ENSMUSG00000000794	NA	15.25925718	7.716878628	6.388008184	7.532335717	49.27941887	34.11054815	45.67709146	44.70029228	57.76159765	37.43266863	56.01007211
ENSMUSG00000000804	NA	297.9537326	356.7006568	487.5871898	236.6833882	456.4948797	603.8039917	545.048898	488.2842246	480.90066	642.55448	379.3263005
ENSMUSG00000000805	NA	337.6644791	399.922072	921.084099	2434.156651	1465.490556	198.6045328	488.1598395	1611.836233	345.5965516	364.676803	1388.598229
ENSMUSG00000000811	NA	61.13953098	68.62338747	84.90751172	54.97027033	50.31767534	70.6073164	76.84477208	65.94475882	60.78235892	83.79947601	78.66938258
ENSMUSG00000000817	NA	9.030666973	1.774595768	4.699340333	5.976400807	9.212136937	12.47429918	4.559332811	1.339940192	2.07896571	2.731747384	4.044324868
ENSMUSG00000000823	NA	84.77674106	63.35417553	93.65726426	80.85920457	76.59771803	132.4507383	73.2141693	74.52002217	94.80137816	44.19614941	48.83013432
ENSMUSG00000000826	NA	1034.644531	1117.380524	757.3927455	812.7520107	939.2730648	1215.274425	1114.891986	1292.104881	1336.777043	1346.949177	867.5319423
ENSMUSG00000000827	NA	528.7724653	826.9116725	936.5628159	861.443068	444.1759173	641.4057291	519.2672965	465.2496038	421.4478295	474.105801	499.3723291
ENSMUSG00000000838	NA	497.3898369	550.4470388	458.0853108	382.6502055	598.5311899	603.2838328	592.2208443	523.9522545	512.8072344	592.1165293	477.4959044
ENSMUSG00000000861	NA	129.9735545	102.585909	108.9446494	106.8239201	98.10928604	123.078976	80.30994833	124.2101985	130.262123	168.3012643	98.47319864
ENSMUSG00000000876	NA	143.0798522	280.7654712	222.3867599	166.8639046	204.3132	130.6350757	151.5754364	184.5013268	158.2311584	121.8776115	194.7955667
ENSMUSG00000000881	NA	552.0259625	531.6481413	804.1653601	777.0614592	620.8206551	803.6883478	670.7689663	984.735587	567.9864642	815.7151651	855.906133
ENSMUSG00000000884	NA	13.53672864	11.65945792	22.70601137	28.05495885	10.88441127	11.85329716	19.8142634	15.14545376	1.217228595	47.74889318	20.30731256
ENSMUSG00000000889	NA	3.481911867	2.279583901	3.117745082	4.132689148	12.33717512	5.748254863	6.278840647	13.84945626	11.97540742	273.1898982	10.28358383
ENSMUSG00000000901	NA	6.828866923	17.97266216	31.07469152	20.63517225	8.993241899	4.98035212	22.51511544	6.037270832	67.2987481	42.77290207	39.41202609
ENSMUSG00000000902	NA	488.8251212	423.6656603	487.3758636	428.1453177	442.2027368	455.9002078	400.1636374	405.1237526	384.1989934	402.6969934	439.0187904
ENSMUSG00000000903	NA	49.02700841	75.9469379	66.8162423	75.17340438	31.93266668	37.75580227	43.84955991	44.2353736	51.32613047	54.65308446	35.97415456
ENSMUSG00000000915	NA	469.7875498	357.0176884	626.7823103	325.4356421	731.4399618	530.4884627	560.0352766	343.7334813	804.3168145	827.7139973	742.1876648
ENSMUSG00000000916	NA	75.92747431	45.60368425	27.03045616	33.1474191	65.94034144	81.83562909	54.91179097	74.11401675	88.1689016	106.5791283	90.92746744
ENSMUSG00000000934	NA	28.19495078	31.50034416	53.74883599	44.10617447	43.68629312	49.84111087	37.30997059	43.94091395	43.67923853	41.14697943	40.65451742
ENSMUSG00000000938	NA	3.067245621	1.858577609	1.006210847	0	1.336521719	1.700899556	0	1.516171675	0	0	0
ENSMUSG00000000942	NA	5.42274851	2.071597528	5.252949049	8.060072124	8.51495637	4.250739723	3.04464946	4.836713541	4.320281099	4.289238226	9.812951365
ENSMUSG00000000948	NA	19.07483015	4.381436659	3.053338624	8.287871724	8.572705526	22.32083737	25.77663312	2.772846302	3.574769008	4.621276907	4.651398662
ENSMUSG00000000957	NA	990.8096356	828.8968322	465.4724023	554.338561	641.7958178	856.7297325	609.2569334	677.9911974	922.074372	923.8280131	630.0658422
ENSMUSG00000000958	NA	206.7059615	222.5270303	295.6209918	252.6880152	322.5001405	133.5634352	204.7547647	198.3270154	185.7993991	135.9016298	339.6287426
ENSMUSG00000000959	NA	340.0352058	254.7992213	343.468344	321.1153992	308.0470367	376.8047279	390.9249928	407.5634707	369.8370232	371.8249677	326.1591212
ENSMUSG00000000976	NA	169.8992729	213.6781986	134.0398989	143.9718347	184.4774281	185.3156462	127.3364365	239.1349394	152.7551633	314.2966263	163.0489868
ENSMUSG00000000982	NA	11.89768128	10.84641472	8.28402389	8.69415281	6.19548388	9.162249172	2.396457074	5.668531707	7.712896391	10.31698183	5.748708548
ENSMUSG00000000983	NA	8.563614482	18.00313245	10.47289049	12.13709597	4.973781619	8.406375405	7.301005763	4.338941925	11.16095491	2.914904282	3.950384215
ENSMUSG00000001016	NA	184.6594252	213.3980152	219.9917308	252.7747957	217.645312	137.4389904	254.5487863	221.9162483	251.0923967	176.6079634	362.5904894
ENSMUSG00000001017	NA	1015.247343	996.6254315	1120.170673	1066.546567	990.6182607	954.9695031	1032.340347	976.5153962	853.1513258	874.2874116	896.2399726
ENSMUSG00000001018	NA	157.3808556	219.5934808	184.0489539	187.894757	207.228157	218.1206134	143.1107367	170.0453273	202.1072793	181.6326589	215.0342015
ENSMUSG00000001020	NA	92.8948673	270.1923212	111.964751	115.5439056	71.12618639	69.33645311	73.52780997	76.69574381	85.98678832	91.14961574	69.48983429
ENSMUSG00000001023	NA	0	0.998782513	0	0	0	0.87334739	0	0.702725075	0	1.39473832	0
ENSMUSG00000001025	NA	12.4529269	6.173362887	26.16846788	11.31571122	0	7.444248567	5.412650046	2.130576212	12.01769183	10.052947	4.276514571
ENSMUSG00000001027	NA	8.685426842	8.203703726	3.157351774	2.252268703	1.20360059	2.556820332	0.783064662	4.903333595	6.530845039	4.301991714	1.402237133
ENSMUSG00000001029	NA	39.7775587	51.82748556	18.33706391	42.19664578	17.14284472	33.70640685	46.12080898	27.9357636	19.73695682	39.98045334	47.85201148
ENSMUSG00000001034	NA	191.5111203	185.8854288	145.8633828	91.60499828	145.7389448	145.842806	95.20750518	149.8399558	97.68409121	135.302572	54.67150301
ENSMUSG00000001036	NA	370.8652304	223.7485189	160.47645	134.9622465	450.0660066	223.1967974	242.6654721	238.9374039	237.7633276	269.5223594	257.758877
ENSMUSG00000001039	NA	21.44973007	12.0845256	59.18324318	36.26070727	20.22890798	22.00561795	28.86821708	30.48852543	30.64805684	19.79132998	14.30869423
ENSMUSG00000001052	NA	477.8082176	306.6322186	219.4965829	275.9912263	478.396884	467.8025354	398.1155293	428.0606718	394.6662864	613.594364	336.8226275
ENSMUSG00000001053	NA	75.70651177	91.89359504	80.03061778	66.45182067	66.05905055	100.6887052	57.40463337	68.94909981	58.3517681	113.4395047	80.55553649
ENSMUSG00000001054	NA	172.7979195	230.552167	217.8325325	174.3003916	184.4754017	176.9402836	144.8115916	163.6037469	195.6821553	150.6193233	150.0383881
ENSMUSG00000001056	NA	402.7705923	509.9250538	627.1358802	651.4027011	310.7863271	337.422037	366.1569591	330.6014558	232.0165757	314.7766117	340.8742946
ENSMUSG00000001062	NA	127.1436501	117.9055202	111.0116815	91.45815618	97.04846169	204.4133311	86.03457025	137.4967365	196.166221	109.31076	68.16815778
ENSMUSG00000001065	NA	92.17892243	89.83326935	214.092947	160.7283709	108.8389326	140.8088858	94.1168264	46.60906348	118.3084704	105.6525636	59.00469855
ENSMUSG00000001082	NA	176.0888473	110.9357284	122.3411414	134.4503654	161.9208311	173.0828408	135.8303785	150.4809774	145.9906739	147.1715289	143.6979817
ENSMUSG00000001089	NA	1311.113054	990.4255355	698.0409302	1017.432598	1452.946077	1203.217795	1317.494818	1301.986723	1450.18364	1351.464853	1265.779834
ENSMUSG00000001095	NA	717.858288	959.1116018	835.3550341	1012.13172	915.1000502	522.278611	477.3970817	829.7089866	707.3530151	600.5006872	643.4190519
ENSMUSG00000001098	NA	1986.342513	2040.421931	1852.255336	1542.826464	1700.292972	2083.130112	2278.349039	1872.653897	2034.522079	2097.506765	1819.600651
ENSMUSG00000001100	NA	417.056653	393.0461815	554.3293022	448.804176	382.3479656	430.0924701	415.306644	451.5453201	342.874927	350.3701575	416.1233061
ENSMUSG00000001105	NA	353.6910986	818.6424577	892.9221372	916.3974791	430.3469643	392.0832574	405.9477532	402.6943557	322.996668	329.4530605	449.7114707
ENSMUSG00000001119	NA	1020.23431	466.6064001	366.5109385	698.5428199	1186.147786	904.8609939	879.2740184	1111.863643	1615.345093	1111.533156	1826.888041
ENSMUSG00000001120	NA	24.59464483	31.42731514	11.19338916	19.07387142	25.71362895	17.81655465	33.71647555	71.83798974	74.05131924	11.65949832	22.90756826
ENSMUSG00000001123	NA	4132.903035	3378.766019	5960.812331	4105.797545	3704.644511	4285.047662	4856.371391	3724.946497	3676.336942	4787.212716	3310.513679
ENSMUSG00000001127	NA	395.4476407	452.5718985	528.1645545	591.4616491	481.0966178	429.7433408	479.191398	463.7726546	539.9741263	476.828573	368.3282237
ENSMUSG00000001128	NA	642.2811297	874.2668212	633.540442	720.5187834	274.1708502	576.5574583	578.3161909	450.2285629	703.3028597	481.219072	362.8529957
