"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","I_V_1","I_V_2","I_V_3","I_V_4","I_V_5","I_MKI_1","I_MKI_2","I_MKI_3","I_MKI_4","I_MKI_5","I_MKI_6"
"ENSMUSG00000001864",29.3268825033498,-1.37760778699117,0.236573927714802,-5.05927989088669,4.20842753854498e-07,0.00104248474328188,0.311452939497854,-0.634390573900198,1.42315073517487,1.48810782286054,1.53357172624191,-0.840184751077089,-0.645495367256333,-0.572471713801269,-0.843310618385564,-0.646850029620533,-0.573580169734179
"ENSMUSG00000018548",248.07059020562,1.14765042499322,0.149584091289907,7.45134410618944,9.23940247628823e-14,1.81101527937726e-09,-0.716429730401988,-1.1002110994865,-1.19623594896566,-0.609611234834137,-1.22036023419662,1.28227573791651,0.77282476172824,1.02033389691953,1.21627054708946,0.0876692608172349,0.46347404341392
"ENSMUSG00000021500",586.928718755043,0.814380942520343,0.177253357484505,4.45908980800518,8.2308430667595e-06,0.00733330704325241,-0.861778079684598,0.0433294877746671,-1.47033518336738,-0.32262902535396,-1.85707531744728,0.991124229321503,0.783814391850259,0.559258824694381,0.865453613140943,0.831028490104934,0.43780856896651
"ENSMUSG00000027883",778.403477068634,1.19684922780091,0.246238928563727,5.38241972381576,7.34911548917884e-08,0.000354440477986427,0.615276326079143,-1.30302216217662,-0.957058213835372,-1.00356855015465,-0.896222219533242,0.462250759435727,0.99930021966384,1.26903371800873,0.978029982346227,-0.920021441320074,0.756001581486296
"ENSMUSG00000029445",147.752189022697,0.821329577684368,0.201277707957471,4.32822749876451,1.50314161721673e-05,0.0113319533996404,0.0490241137712472,-0.95174535127843,-1.29490425782868,0.335804410548278,-1.74890964431274,0.253267657010045,0.402086956141442,1.55114727509513,0.395969776786023,-0.183834605783449,1.19209366985115
"ENSMUSG00000029676",123.892996914913,1.15307491794281,0.174646679450159,6.20024763125392,5.63743895133769e-10,3.68331469617234e-06,-0.61074824973109,-1.26885466297235,-0.9253148281276,-1.09279134765843,-1.22644185202112,0.813644037988466,0.684692857336068,1.0404908331359,0.752154349018431,0.877841468142351,0.955327394889369
"ENSMUSG00000030064",346.942470803345,0.818376220412437,0.193131279194739,4.33454608549782,1.46061188336948e-05,0.0113319533996404,0.516837848331929,-1.36320613259787,-0.744181000800899,-0.0176145904621859,-1.23406334397797,1.70917653565022,0.333390523663527,-0.41220468656936,1.36537505700011,-0.676397328599371,0.522887118361888
"ENSMUSG00000031311",1935.76076584704,0.360687284352188,0.08327439892877,4.29486434483093,1.74800188521975e-05,0.0122366374829259,-0.255086044991984,-1.79530489452877,-1.51759639157006,-0.325000088724477,-0.104128786641594,-0.00259642638582599,0.967170916498237,1.07579226512424,0.89042572212121,-0.114182070565566,1.18050579966457
"ENSMUSG00000031708",26.9633309765415,1.767224403124,0.252836708447199,7.18091999805856,6.92438648115228e-13,6.78624497085329e-09,-0.395815391262129,-1.10828936369436,-1.10828936369436,0.117081450885926,-1.10828936369436,1.3579572764587,1.27425417963426,0.721854145803786,0.625479171543999,-1.10828936369436,0.732346621712885
"ENSMUSG00000036580",214.198385787824,0.988784444933539,0.178212312555394,5.27908849784357,1.2982809368351e-07,0.000424126744048415,-0.117123189422177,-1.29615817971127,-1.56368893405298,-0.84433672823176,-0.600861752734027,-0.00390112091206856,0.717011589545654,0.989938340663173,1.30288671305461,0.163725768065718,1.25250749373512
