NAME,DESCRIPTION,NI_V_1,NI_V_2,NI_V_4,NI_V_6,NI_V_7,NI_MKI_1,NI_MKI_2,NI_MKI_3,NI_MKI_4,NI_MKI_5,NI_MKI_6
ENSMUSG00000000001,NA,3458.596311,4157.251155,2772.338421,3509.567098,4822.136684,3246.619222,3219.339161,4007.840064,3323.150814,5861.436534,3730.931587
ENSMUSG00000000003,NA,0,0,0,11115.09496,0.687683076,0,0,0,0,0,1.138465484
ENSMUSG00000000028,NA,78.18771095,266.5584601,120.356249,131.1929861,326.6126135,66.37502314,119.2525079,169.0154267,168.5760523,273.0737363,111.6360997
ENSMUSG00000000037,NA,7.312099093,47.92525907,63.95892031,20.07183712,36.39478472,37.54463773,27.90914794,15.46359017,16.14859413,19.30979143,29.04530151
ENSMUSG00000000049,NA,0,5.969695872,4.591233542,0.697868657,1.475444963,1.466916074,4.63138678,10.57990487,5.708232207,2.065812622,0.806598955
ENSMUSG00000000056,NA,1258.302632,1021.728792,256.2555265,1138.142946,1230.335115,907.6432749,1170.258213,892.1258414,1268.721319,1244.194106,1583.477486
ENSMUSG00000000058,NA,312.3562784,351.6301474,193.7585369,343.8179775,394.5020571,523.8907023,338.7277117,306.5102252,312.6363358,291.4441162,377.6008248
ENSMUSG00000000078,NA,4072.734607,3523.173475,3526.447174,4571.018361,3923.242086,3705.572003,5747.524721,5710.236483,4565.699869,3748.820928,4390.641315
ENSMUSG00000000085,NA,564.1588801,500.7397922,590.0949176,491.1892287,562.3493749,540.0510334,463.5353272,589.8518876,384.2118079,579.162681,575.2927681
ENSMUSG00000000088,NA,7264.12892,7229.236866,13082.49717,5796.594452,6404.404595,6536.282012,7638.2092,9096.975642,10918.16482,6112.254743,6861.680128
ENSMUSG00000000093,NA,56.14238458,72.38048697,64.93189644,52.45032262,53.14158313,56.25809162,46.86404163,80.80679572,62.92032588,56.91131557,38.92249658
ENSMUSG00000000094,NA,9.522040297,7.095209605,3.252587096,3.041819599,4.03461894,5.210923665,5.445365727,7.201092203,1.921662807,2.305840477,1.78335393
ENSMUSG00000000120,NA,67.29431047,86.8378312,218.4953481,90.7928141,58.53392715,120.1526867,69.96797671,123.2485719,111.0343275,61.35426664,75.53119238
ENSMUSG00000000125,NA,2.093670766,0.877180763,3.263158281,1.537651001,0,1.735389214,0.90334614,3.072032324,0,4.604389014,5.406602031
ENSMUSG00000000126,NA,14.81743839,9.626817239,21.83408679,12.25616568,11.25610492,22.51304434,16.39160624,11.18312072,15.73125041,6.849658663,8.03038649
ENSMUSG00000000127,NA,299.3233543,315.1709235,274.967427,297.4273306,331.6182538,195.1757984,197.4095225,303.1802122,287.0518785,256.3265457,298.2023299
ENSMUSG00000000131,NA,1011.466932,1056.53916,497.6763375,1035.030517,1131.162622,1024.039022,807.9543433,1019.498522,613.1506771,1274.322511,941.6660674
ENSMUSG00000000134,NA,688.0066969,547.4983615,274.8372385,446.2831589,551.03987,528.8605506,441.0807273,356.0545276,427.5006821,693.7233102,534.1091231
ENSMUSG00000000142,NA,474.4938066,757.1371588,356.8725695,739.8502815,671.4739646,414.6775725,518.4573005,473.5195713,702.9979284,363.411191,586.1441953
ENSMUSG00000000148,NA,267.3611644,198.8218354,214.8555706,233.7867465,195.4229331,260.7402323,242.9389964,205.2956205,197.2471917,185.7772984,248.4219554
ENSMUSG00000000149,NA,601.9856819,574.8753106,477.4330507,513.2593745,409.6626383,606.2326966,520.8460512,591.3940764,462.2542957,567.9984237,522.6704476
ENSMUSG00000000154,NA,1229.743955,1211.352676,1565.46554,1061.300604,1049.533481,1026.553724,1398.254073,1718.561119,1431.936152,1178.669984,1143.546675
ENSMUSG00000000159,NA,620.1099683,996.757709,1217.428506,916.5951527,1255.015938,699.169567,870.1637004,974.5592051,1335.589683,946.4956375,1050.349987
ENSMUSG00000000167,NA,16.43171622,14.68204928,21.10580517,13.87494039,26.86457853,25.28706146,33.89147908,16.3685441,21.19368267,12.370467,16.8014514
ENSMUSG00000000168,NA,1881.871931,2037.815714,1748.39953,2199.049834,2490.012976,2177.118198,1896.264915,1774.117533,1738.168928,2629.304901,2121.818675
ENSMUSG00000000171,NA,7097.914312,6962.376911,9703.30237,5125.940019,5426.585676,5933.487246,7463.377405,7947.590595,10872.25284,6374.177503,5888.146992
ENSMUSG00000000184,NA,6636.989385,6636.776486,5568.792153,4895.662253,6366.049812,5768.529002,5230.419785,5144.293868,4673.493629,4205.802344,4448.51974
ENSMUSG00000000194,NA,1783.705387,1771.089029,930.1985066,1759.837331,1774.830861,1253.655906,1682.780472,1365.744558,1512.508293,1854.460943,1381.546866
ENSMUSG00000000197,NA,5.120536509,14.58430957,41.631163,22.8581496,6.920829207,27.35353468,23.47197611,40.01875649,23.81762127,21.4761466,20.6905543
ENSMUSG00000000202,NA,2.399138258,0,3.56028988,0,3.733537739,0,2.336325448,0,0.778625522,3.206882254,1.295178554
ENSMUSG00000000204,NA,17.24040863,58.69129505,493.6397013,786.9120969,630.698757,54.14744082,237.6673095,113.9774686,263.2743807,38.012045,562.4873898
ENSMUSG00000000214,NA,1.677551693,2.094003117,3.879274851,1.790452482,0.920528047,1.364770611,4.146610395,1.578970144,1.546123005,9.176312529,0
ENSMUSG00000000216,NA,751.7628873,144.4128978,322.4045285,182.8130712,257.4511473,324.7696204,322.4444265,137.4928233,89.59550036,46.32465117,150.6104507
ENSMUSG00000000223,NA,10.51042533,15.10308355,14.86267696,11.57458925,25.11787095,22.75711141,12.46164329,13.84620283,21.29193767,22.92259029,12.57090626
ENSMUSG00000000244,NA,3.335546535,3.647587475,6.715555125,0,12.70588363,3.405806522,10.56751596,5.600518917,7.173995462,0,3.218740645
ENSMUSG00000000247,NA,34.95141919,0,1.648672609,1.067027991,1.11848329,0.627195399,1.302107436,0.760736718,1.456889338,3.088362311,12.24655183
ENSMUSG00000000248,NA,0,0,0,0.797641298,2.510340999,0,0.873156823,0,0,0,3.665615218
ENSMUSG00000000253,NA,598.9857382,419.9672453,495.9305878,513.6543015,234.3945359,496.6358417,558.0990152,491.9056555,629.4489452,458.5361889,555.7864959
ENSMUSG00000000266,NA,992.352702,977.3615673,636.3680591,921.5838295,1231.617142,1037.04986,979.8708991,838.8435962,673.3702491,1159.298345,902.2396818
ENSMUSG00000000275,NA,2368.645395,1969.82959,1910.092738,3700.64873,3611.290576,2167.454025,2857.405985,2617.253897,2318.389998,2421.891268,2718.66097
ENSMUSG00000000276,NA,87.22289835,128.8164877,97.60046364,128.7903877,140.3721823,148.632127,126.6057206,141.1075897,96.78531231,171.4027612,149.2075801
ENSMUSG00000000278,NA,544.3251278,761.0818936,621.1649561,530.6595498,1024.340656,542.1048775,596.8956941,841.2150245,800.7548249,1330.63533,546.2580819
ENSMUSG00000000282,NA,421.190173,369.9848166,182.1914173,439.9374199,644.4309876,358.3726837,410.8490896,251.9958672,258.2577178,326.4020527,401.0879972
ENSMUSG00000000290,NA,71.60679027,142.2530046,139.7911339,72.44131883,436.8725773,91.92722889,60.12441229,101.0151746,140.1586243,425.057476,66.32916444
ENSMUSG00000000295,NA,137.1906288,218.1174292,338.9512238,174.344701,198.4834421,136.2465377,192.3401338,268.1314762,300.7329058,313.5301692,186.6051066
ENSMUSG00000000296,NA,0,0,0,0,0,2.557970699,0,11.16058685,0,7.060747449,0
ENSMUSG00000000301,NA,35.4940628,49.17404053,71.95080568,32.6340571,51.38517523,31.19261248,47.2778179,69.12369371,74.84470645,57.17552214,57.06202503
ENSMUSG00000000303,NA,24531.70328,19670.34207,13307.04413,17881.1462,17133.79256,19494.26433,19847.20783,19110.61102,16357.35529,18487.76984,16559.70174
ENSMUSG00000000305,NA,11.23027344,6.443885373,10.86513387,8.119046647,25.93393947,6.910942985,6.001932014,83.14006094,6.421607893,3.025943949,4.157731277
ENSMUSG00000000308,NA,43431.28068,40882.843,73624.29651,28101.25702,28826.31267,39828.08417,33507.11351,35073.38697,53891.86564,25282.2168,32448.91006
ENSMUSG00000000317,NA,17.4225271,17.22090509,15.42222293,22.79448509,28.90101378,37.92417618,9.007345561,20.89279537,18.83000482,13.65081015,14.29689097
ENSMUSG00000000318,NA,7.74960548,28.69976248,30.75837254,28.11184248,45.81939065,41.54513382,10.29370865,45.22447098,48.17998556,17.40660321,9.528466382
ENSMUSG00000000320,NA,8.782457738,13.53109361,9.459231713,14.89049317,31.50507323,10.15134867,12.61120132,6.205636789,10.84542927,11.08140128,18.21378706
ENSMUSG00000000325,NA,179.9279439,102.5189891,111.3328618,102.1811118,86.67396687,124.9721383,34.13704542,92.96366557,93.55447448,123.0516045,103.8210561
ENSMUSG00000000326,NA,2091.514879,1809.786408,1583.324659,1501.394459,1517.888079,1839.571581,1774.594746,1570.868809,2013.763047,1385.11516,1521.691493
ENSMUSG00000000339,NA,461.6164845,584.7989046,646.7862259,507.4206766,553.5960686,462.7874974,601.6605719,731.9246868,682.1393046,766.6405538,551.0427372
ENSMUSG00000000340,NA,609.3457289,734.1328465,620.9761899,723.6285079,673.8030565,671.7138871,614.0443159,603.2844827,636.5084653,636.9870128,687.6313824
ENSMUSG00000000346,NA,5477.847492,5026.596704,8239.390342,4754.916366,4782.031539,5185.83519,5231.467011,5773.510169,6198.313792,5204.834225,5263.279982
ENSMUSG00000000355,NA,278.4144379,306.010073,471.0793743,252.782628,312.1013803,295.5347477,311.0419535,298.3739055,384.4642184,348.2383276,297.4383086
ENSMUSG00000000359,NA,30.70290071,24.28796812,25.83250473,33.6549043,17.44333808,24.56496861,44.42849332,26.5869568,35.26365638,18.19406924,30.81477445
ENSMUSG00000000365,NA,4.050210354,0,3.934176261,0,0,0,0,0,0,4.927914206,2.902958966
ENSMUSG00000000374,NA,2222.308695,2687.549964,1401.944607,2173.00506,2692.853386,2314.088808,2339.742845,2268.674827,2145.129911,2326.544875,2390.101234
ENSMUSG00000000378,NA,485.6654748,416.0259108,463.510789,472.5939158,501.1307609,435.2440272,404.2718454,535.5323864,478.7666075,556.5084735,475.8672281
ENSMUSG00000000384,NA,1220.710411,1189.63271,788.4399406,941.7244433,1278.47743,1014.045595,1222.849674,833.4014469,800.191628,1885.661485,1197.773576
ENSMUSG00000000385,NA,13598.35399,12238.89188,11360.20791,10917.02648,13011.84795,10234.03577,11233.57305,11778.91604,16892.72787,8996.162456,10148.96992
ENSMUSG00000000386,NA,5.569762212,11.23120663,36.26109395,36.38885339,38.1356408,10.04775922,18.91748113,52.4605065,25.14847372,20.73497347,14.2014458
ENSMUSG00000000392,NA,21.54179664,14.45319219,68.24106751,16.20093118,42.11679452,44.71088648,51.88610236,48.21325692,25.02784486,12.14358772,31.00505243
ENSMUSG00000000394,NA,884.6255604,769.5436445,697.7985378,1319.294468,712.7900096,803.8011768,1508.902916,869.6450876,1181.385052,948.9030835,845.6138024
ENSMUSG00000000399,NA,1814.37377,1719.841666,1750.087241,1571.987333,1851.377544,1608.159605,2057.831012,1690.443055,2094.708764,2295.828538,1604.974554
ENSMUSG00000000402,NA,2.05525557,0.857101698,2.068425559,1.623406535,9.372780207,0,0,3.998318047,1.833727936,9.530730218,1.87799308
ENSMUSG00000000409,NA,27.69149715,41.7141333,37.07565254,49.14357885,258.2083817,40.32206218,43.61519372,46.38870031,134.687693,165.3922847,28.97536766
ENSMUSG00000000416,NA,508.0982457,196.1288596,279.5506218,494.5753064,344.3239125,218.5758768,420.8988186,235.1915995,380.3672478,240.3141309,461.3551046
ENSMUSG00000000420,NA,2002.078664,2057.429759,1079.718822,2170.832591,3437.741205,2005.6836,2172.224279,1697.952342,1449.459415,3092.156283,2379.98957
ENSMUSG00000000439,NA,362.480144,367.0280323,349.0786639,334.8720347,261.193312,364.0340009,328.7049054,382.6529079,320.7688221,268.1806996,362.8904591
ENSMUSG00000000440,NA,433.0083406,438.0953736,672.0535067,463.5901182,524.1316023,605.9472822,349.7357669,496.083801,556.3899788,584.4160766,487.6207291
ENSMUSG00000000441,NA,1299.778443,1514.698525,1112.914087,1855.640379,1521.900616,1381.306192,1655.674078,1280.532332,1662.664503,1610.876275,1445.261227
ENSMUSG00000000486,NA,24.73633582,80.08015074,54.04745151,20.18261379,116.9546795,49.54989257,8.648294506,41.17963575,89.70380631,7.159021477,24.07038812
ENSMUSG00000000489,NA,101.3095717,122.5310027,88.5555648,89.54215789,84.11004425,133.6211357,89.54716257,96.90379964,71.22044864,80.16695943,73.28972226
ENSMUSG00000000530,NA,421.7332272,241.854178,124.9647996,297.9309955,415.556586,522.1078673,325.7907659,266.266558,227.933784,304.1849932,218.0944636
ENSMUSG00000000531,NA,41.59509652,38.61838272,46.8348594,52.3295477,38.9915068,68.01005667,47.58939442,26.82338156,36.4212462,33.99205373,32.40435908
ENSMUSG00000000532,NA,2455.88976,2314.109088,874.7144604,2234.126992,1804.862895,2428.184005,2028.25664,1347.692297,1479.555784,1441.849084,2483.558367
ENSMUSG00000000538,NA,1559.599151,1473.660856,958.5043768,1881.025995,1474.315318,1581.738063,1677.555277,1402.973076,1381.616754,1327.644858,1693.242064
ENSMUSG00000000544,NA,15143.37143,13854.30978,10513.89778,13465.11414,15306.02695,12789.88921,13129.38382,12734.75708,13397.36586,14482.01324,14332.2544
ENSMUSG00000000552,NA,0,82.12226233,14.84490922,66.21416067,15.43880393,80.18818018,55.72436541,60.67451977,9.025051625,107.1168554,61.16867449
ENSMUSG00000000555,NA,1721.665384,1072.409539,1662.49339,652.418396,568.0961822,1047.171181,742.2752136,1490.830853,818.5202476,869.3987863,564.3829859
ENSMUSG00000000561,NA,706.9843646,835.6792975,665.7102896,677.38478,953.0031613,603.5312639,659.1245519,686.7884845,648.5042405,1137.322412,565.3903441
ENSMUSG00000000562,NA,1.44741835,4.97144539,4.238811362,1.3375361,0,4.733950113,1.579951462,1.178258454,2.545290805,6.268469449,0
ENSMUSG00000000563,NA,6604.691537,7006.54992,11090.8395,6597.592798,7301.900316,6737.752032,7697.658489,8290.488039,11096.85121,7455.187481,7593.580227
ENSMUSG00000000567,NA,862.2763852,963.9871124,1242.435489,862.6390188,527.8309644,898.3222965,898.2580932,1115.547715,750.2877255,542.4614809,753.0862522
ENSMUSG00000000568,NA,1513.880269,2277.888039,2322.753287,1593.585532,2234.129592,1831.468033,1620.261206,1677.472638,1234.466935,3081.029646,1598.738139
ENSMUSG00000000579,NA,12.02499971,10.81237774,11.72652555,9.885248055,6.770862899,23.60461127,12.51566566,15.61566,14.69178403,6.370379328,22.68866333
ENSMUSG00000000581,NA,775.9617869,956.5885972,1157.904935,898.6626843,956.4553424,754.8478892,809.1290111,783.2913527,1160.881035,960.6787055,1017.826398
ENSMUSG00000000594,NA,1043.016201,853.9590634,870.5294594,618.8112183,810.1944611,975.2715881,765.965841,748.9461592,930.0291459,1182.515296,644.4109103
ENSMUSG00000000600,NA,282.9762111,293.0867496,278.8963411,428.8148289,474.4996166,331.4110103,299.7753796,271.4152325,334.2386931,313.3521015,438.8807786
ENSMUSG00000000605,NA,1806.745942,1602.242473,1821.931415,1514.05426,1273.940755,1825.60235,1777.014575,1702.454207,1546.513967,1561.956788,1528.701866
ENSMUSG00000000627,NA,6.709538561,6.248363988,11.128315,9.106393064,48.30948287,11.68828852,11.53963293,5.832091724,7.707930632,61.78934602,7.545446256
ENSMUSG00000000628,NA,4212.058819,4387.818632,6010.705859,2129.160806,8182.924788,2678.503795,2305.427345,6031.655737,3138.227256,5501.514486,2535.459507
ENSMUSG00000000631,NA,4460.901332,3967.12515,1335.343178,3177.052655,4894.008365,3651.071491,3503.85918,3290.48767,2488.918338,2776.850606,3159.541902
ENSMUSG00000000632,NA,5.507569258,6.927843648,28.90269834,32.69693792,27.10406107,14.03054014,9.104968856,8.655060848,13.11897421,5.463940477,27.75384184
ENSMUSG00000000673,NA,0,0,3.269586929,2.285732696,0,0,0,0,1.917815825,0,0
ENSMUSG00000000682,NA,68.0795427,123.3272349,177.9323232,68.13872253,273.9321599,56.99542996,50.94750406,128.4386801,185.2375269,291.643887,36.42042707
ENSMUSG00000000686,NA,8.434760043,12.4588133,7.898317518,17.15905118,16.60198839,46.75002388,10.89383638,10.33046171,22.85711082,11.29551449,7.028762744
ENSMUSG00000000690,NA,11.32652976,10.3151955,28.50116913,17.13015378,6.825177855,12.32274331,24.24110976,22.13640867,27.84153838,8.006369115,15.69528348
ENSMUSG00000000693,NA,49.9255862,38.24885677,40.44853594,38.41900203,68.88462446,43.37185027,43.80028968,40.10390027,40.76734057,52.95696837,68.29650886
ENSMUSG00000000706,NA,12.02117637,42.88411376,4.99615415,33.02000524,30.49543806,7.504426092,39.30713839,23.32450306,34.13075623,45.97873818,21.6987654
ENSMUSG00000000708,NA,900.8138147,1036.920105,521.8528006,1174.675003,1271.522861,1218.623952,1026.443536,960.4375906,863.2468015,1246.736433,1021.349673
ENSMUSG00000000711,NA,2461.413575,2077.512584,1385.134273,2207.683534,1695.328867,2404.437925,2298.377926,1937.410341,2234.441819,1715.927857,2237.320261
ENSMUSG00000000730,NA,2.469709244,2.740831339,0,1.206182572,7.292380882,4.582173883,2.815248396,0.797626817,7.450459465,0,1.415438388
ENSMUSG00000000731,NA,0,0,3.4343021,1.646030952,0.450026352,0.941243278,0,0,0,0,0
ENSMUSG00000000732,NA,215.5335686,179.5236181,133.0035456,180.2435022,219.1703078,257.0602029,192.4620029,146.7416852,197.4197414,158.7411079,196.9197308
ENSMUSG00000000738,NA,1278.052404,1327.353387,1491.840642,1833.097243,1469.789593,1421.493611,1661.34564,1420.248885,1295.394888,1034.495065,1730.866006
ENSMUSG00000000739,NA,10.86998026,10.7210725,30.95268424,12.59036317,6.98301017,22.89371651,12.89282706,20.99155356,23.2375835,6.668046169,27.29353693
ENSMUSG00000000740,NA,4593.782989,4096.664387,8792.251765,2758.318086,2566.146891,3591.655887,3811.608452,4534.786102,5830.895289,3073.994862,3337.972431
ENSMUSG00000000743,NA,4912.167348,3710.114978,4189.056778,3848.292432,3394.173654,3997.547369,4737.194115,4924.367157,6375.82178,3620.057848,4695.113314
ENSMUSG00000000751,NA,769.6768715,1484.036543,701.7092077,896.8078451,1316.337964,705.1367097,930.4869395,1138.980957,1121.041219,1667.637926,909.9896808
ENSMUSG00000000753,NA,77.54267978,43.20664729,61.20337007,43.94431106,85.49099757,116.2970976,33.33792913,75.18456071,64.89933916,82.27424785,31.66644663
ENSMUSG00000000759,NA,373.3704301,278.9055488,354.0209331,402.4010355,765.4161832,423.9230354,298.5584809,295.141721,410.4183103,622.6372153,554.7960781
ENSMUSG00000000766,NA,0.841737618,0.705165537,0,0,0.879451688,0.681652464,0,0.620610819,0.577744633,1.387878658,29.76353672
ENSMUSG00000000776,NA,149.4362829,191.3477081,231.6086875,217.1776946,239.1428485,171.912707,175.5602923,234.8023,166.2727358,222.0449299,192.7549236
ENSMUSG00000000782,NA,106.2361752,121.0081059,98.75907183,60.7819761,112.4518029,98.41442266,96.24187447,107.1839657,78.92742974,95.15139644,54.29246476
ENSMUSG00000000787,NA,8461.70681,8076.885391,4801.44594,7717.877699,10494.26023,8858.69036,6302.134856,5402.905679,4233.149927,9663.454571,6490.441783
ENSMUSG00000000791,NA,0,0,0,3.014494878,11.93533249,0,0,8.373475653,16.93955461,0,0
ENSMUSG00000000792,NA,8.536712407,6.277973065,7.926479934,2.947956509,4.678380499,7.864469782,4.528638626,8.362793678,10.95248703,4.446040612,5.26128702
ENSMUSG00000000794,NA,130.2715882,128.497402,96.5475074,123.2932456,96.93945631,146.1981025,120.3679506,114.3886414,70.5275196,139.1951333,114.5599232
ENSMUSG00000000804,NA,772.3920088,945.7747809,361.6790873,912.4207187,740.0206825,1092.635786,1030.69949,628.8484073,490.5195824,1161.859065,1202.73903
ENSMUSG00000000805,NA,34149.27213,27544.27782,49760.80987,18334.14649,13122.56222,28387.47288,23524.7056,19965.76796,36832.30754,11543.44554,25300.16616
ENSMUSG00000000811,NA,208.2849962,172.5301332,236.490803,182.7023797,145.1635498,254.6238769,158.7290763,177.5226667,162.55636,194.1738468,162.9107802
ENSMUSG00000000817,NA,0,2.760334259,2.61242836,0,9.879811825,1.642557352,5.794847442,1.927575731,22.71247844,0,0
ENSMUSG00000000823,NA,281.6020847,407.0703045,219.2106358,245.0039254,365.5271063,402.3304968,290.7480557,185.6300497,215.3719665,158.5218838,439.8936579
ENSMUSG00000000826,NA,4071.884055,2875.525668,1409.085038,3421.133936,3345.241621,3631.452171,2911.055775,2247.320085,1924.644014,3560.691704,3682.358547
ENSMUSG00000000827,NA,1058.941247,892.5242411,1228.791938,1037.961535,866.6526344,1020.508451,1137.045993,1145.920721,1533.541205,949.6113897,1182.438713
ENSMUSG00000000838,NA,935.9076465,1074.322558,1172.063091,1394.837382,1721.761565,1080.870574,1018.696831,1097.926051,1092.892516,1478.087718,1443.820741
ENSMUSG00000000861,NA,114.3648685,102.5334262,197.0659774,109.5042291,177.7093605,147.6435402,122.9012713,133.5226694,105.8759056,129.0013191,100.7052102
ENSMUSG00000000869,NA,0,0,0,0,0,0,0,0,1.728067984,2.546472281,0.912307497
ENSMUSG00000000876,NA,515.4297092,460.0358229,644.7133547,473.0800308,347.2740906,548.4052785,625.482393,537.9114893,611.3326524,324.6114381,412.5878766
ENSMUSG00000000881,NA,1857.896755,1647.92184,831.8139577,1671.903899,1902.948355,1491.919808,1537.177174,1571.006872,1094.665769,1290.892048,1880.632778
ENSMUSG00000000884,NA,23.58464111,36.39363317,68.82409794,26.07368857,102.9708207,42.53951062,58.86884154,51.97353262,2.811651091,2.265268096,25.45042768
ENSMUSG00000000889,NA,22.20392281,28.66657043,72.94505419,26.59725817,14.15844264,385.0309194,24.7487473,36.64754563,36.99239982,30.07962899,20.03755345
ENSMUSG00000000901,NA,46.24479961,8.67498892,87.80065409,64.32511688,29.34115387,19.69720782,40.40694796,44.92411743,40.89354833,6.48430594,31.56041534
ENSMUSG00000000902,NA,700.5392172,934.0226952,1088.97974,688.9492422,938.2456476,673.9162468,694.895765,849.2492523,847.6374604,1129.675886,756.2860356
ENSMUSG00000000915,NA,1031.57683,894.2923948,430.3870007,931.7141879,1527.94576,1081.055784,785.373814,943.4036756,692.4673797,2022.274312,1118.305673
ENSMUSG00000000916,NA,60.16952286,71.80800405,86.86695257,120.5789123,130.4163529,92.29655637,154.0134881,91.46843262,146.6256901,201.3184094,111.5889141
ENSMUSG00000000934,NA,128.9478485,147.2579766,182.3620462,115.5895203,140.1267986,147.9457907,103.5116246,152.1853556,102.6839698,154.2788492,113.3021343
ENSMUSG00000000938,NA,602.7685273,682.2458083,661.8487908,800.8811358,681.5556827,588.5152194,796.3767953,820.2160473,977.7721062,474.4785461,845.952855
ENSMUSG00000000942,NA,12.65079962,8.947461386,25.06126007,11.3285421,6.255423182,19.94853767,12.5706515,10.50929665,12.95616852,4.381083018,15.87577344
ENSMUSG00000000948,NA,2.337090456,6.423996927,14.81507924,7.990530505,9.550939928,7.738507552,10.89048807,5.780893471,8.59394154,58.89372554,9.917941928
ENSMUSG00000000957,NA,775.0963283,868.9422934,646.2546802,998.5461064,912.0906929,851.4328145,744.8858438,971.2698019,665.2688907,1080.476795,791.4748375
ENSMUSG00000000958,NA,45.58914821,27.52309728,38.14000273,21.24724714,82.21335582,6.114197433,38.32705483,56.78838256,0,144.9885296,25.81626785
ENSMUSG00000000959,NA,754.5597391,575.8808232,653.7738178,751.1755683,566.0372342,761.9134459,709.1282432,714.2241509,651.0823294,644.9860507,810.6210564
ENSMUSG00000000976,NA,248.5846127,293.4760813,223.1923669,489.0409201,522.7120641,333.7494067,431.331254,267.1870945,202.194468,301.5046715,397.5854378
ENSMUSG00000000982,NA,2.163424101,1.807562121,2.101935784,0.748463017,3.252596226,0,0.929095926,1.041407339,0,4.471243652,0
ENSMUSG00000000983,NA,39.64156125,69.86957555,253.0312103,48.98947383,191.8649055,34.50005359,63.07609883,106.8958554,69.58499695,296.7465998,48.33492028
ENSMUSG00000001014,NA,1.049143731,0.877051428,2.277096772,0,0,0.84554411,3.573851993,2.057623749,0,2.191868934,0
ENSMUSG00000001016,NA,430.7265063,577.6456113,733.0393882,404.4770945,588.5223901,372.7234873,671.85497,634.4594679,598.4473059,572.8559361,474.2006433
ENSMUSG00000001017,NA,1824.035435,1890.958414,2225.929147,1802.27578,2032.032158,1788.368313,1907.719215,1777.532106,2053.358027,1888.319298,1886.935559
ENSMUSG00000001018,NA,383.5553723,340.1586839,466.270785,381.1165612,299.075786,431.6420402,394.4259821,371.1774783,425.7361756,362.3350629,447.9641944
ENSMUSG00000001020,NA,92.37262773,111.0996947,245.3318966,87.26125194,156.3078388,104.4108599,72.1948508,159.7516062,211.4536128,204.1134838,113.2407678
ENSMUSG00000001023,NA,1.048173431,0,1.057568548,0,0,1.733264192,0,0,0,0,0
ENSMUSG00000001025,NA,20.2845129,29.41479405,62.31916161,8.306973173,13.39373073,15.69134074,19.82318707,18.51873232,20.59271654,20.11212166,15.84386571
ENSMUSG00000001027,NA,0,2.273243744,0,0.655479403,2.085305468,0,0,0,0.837624439,87.55570626,3.816633533
ENSMUSG00000001029,NA,46.90873206,19.77294443,19.44764624,22.55444509,23.6720245,58.29130421,16.01963357,32.4871741,54.63442713,59.39058882,29.67613518
ENSMUSG00000001034,NA,149.8316466,239.5411693,78.22202,199.5616312,198.2658683,238.4039423,166.9426266,124.6691714,137.1180826,272.1818655,287.7262063
ENSMUSG00000001036,NA,603.5392236,451.9794933,363.0300947,379.7099282,546.3682246,533.6347749,472.754466,456.6719353,364.1482157,465.8526991,364.6150219
ENSMUSG00000001039,NA,46.10242483,95.06019136,126.463159,53.49358099,67.26206669,31.70656966,83.82179192,96.93821058,119.7124938,58.5311065,63.32673718
ENSMUSG00000001052,NA,1102.138784,968.0609089,719.5408074,833.8398037,774.2804199,786.1787518,726.940209,777.6210246,562.0059652,636.7880874,902.6394143
ENSMUSG00000001053,NA,128.1226899,144.0335714,171.7561838,163.4229513,193.4591229,173.2568095,141.9471554,146.9821151,162.6260347,183.2372578,134.3176795
ENSMUSG00000001054,NA,382.722684,293.0898317,335.2035145,266.4471306,287.0969772,320.6957587,325.1778947,361.3325583,382.1807503,350.675674,384.1038443
ENSMUSG00000001056,NA,668.7270929,866.3320626,1275.826184,493.5978765,831.7591878,553.0775875,654.0384466,1115.835922,1047.977336,1130.574227,535.5989111
ENSMUSG00000001062,NA,255.9641392,288.2407836,110.7965087,340.0207772,251.4994356,208.9294378,239.1219603,192.625218,191.4045085,181.4125456,382.7253209
ENSMUSG00000001065,NA,163.4163673,110.2421232,278.0531852,344.985987,187.4335189,258.9681524,204.9399179,214.2565324,277.2563643,72.51321469,222.3996475
ENSMUSG00000001082,NA,298.7484728,246.0536656,290.2320031,198.9969778,388.0723011,203.1077748,198.2506441,262.0676463,239.2637089,350.4509411,187.0817313
ENSMUSG00000001089,NA,3409.532942,2839.694515,1381.958883,3392.731055,4085.103211,2792.842233,3263.63998,2460.528003,2176.250739,2148.376077,3044.766527
ENSMUSG00000001095,NA,1773.72024,2369.104006,2014.548616,1633.97224,1677.153575,2220.499226,2302.336302,1699.405858,1972.486141,2113.053064,1538.315009
ENSMUSG00000001098,NA,2939.633333,2671.857301,1772.070809,3289.726943,3036.410594,2798.828628,2367.748556,2534.534537,2532.937512,3837.600411,3182.20564
ENSMUSG00000001100,NA,1039.013626,948.7107532,892.8970327,986.8959511,936.4454183,983.8605197,1010.817055,1000.192091,1091.196061,1081.559948,1064.946137
ENSMUSG00000001105,NA,618.4174438,709.527041,1113.686621,691.2946857,578.5309886,598.5008889,709.040932,897.7567856,1130.381168,575.4163128,657.8574338
ENSMUSG00000001119,NA,2087.611563,1683.614634,914.0178073,1441.27113,1298.03382,1557.486071,1457.551473,1465.297201,990.499186,1969.117749,1148.594523
