NAME,DESCRIPTION,NI_V_1,NI_V_2,NI_V_4,NI_V_6,NI_V_7,I_V_1,I_V_2,I_V_3,I_V_4,I_V_5,I_V_6
ENSMUSG00000000001,NA,3433.977845,4123.598796,2833.615449,3449.189012,4739.296881,5202.13502,4278.983509,8326.375325,4923.980021,4867.226294,3662.649558
ENSMUSG00000000003,NA,0,0,0,11292.60732,0.698683264,0,2.994636991,0,229.5341722,0,0
ENSMUSG00000000028,NA,77.75385884,264.8185787,123.2109058,129.1397374,321.5090405,224.4659964,217.434463,206.4350973,344.9393213,384.0829086,369.7687093
ENSMUSG00000000037,NA,5.841056263,38.24602609,52.59536798,15.87092628,28.77830821,5.627832358,21.40444912,2.449484802,1.686062499,3.82719108,0.91881172
ENSMUSG00000000049,NA,0,5.887945845,4.666223231,0.681990926,1.441912383,0,2.013249942,10.78779687,2.860735525,1.811452863,4.738859265
ENSMUSG00000000056,NA,1291.540773,1047.686081,270.7654888,1156.340285,1250.038011,805.8600001,743.7965089,1695.121724,926.3908161,1008.823622,759.246266
ENSMUSG00000000058,NA,280.1557344,315.0706187,178.8986964,305.2415757,350.2477324,364.9528204,307.884814,139.9204083,429.9045823,256.2725866,219.9198833
ENSMUSG00000000078,NA,4051.012988,3500.935251,3610.87089,4500.453919,3862.775031,4600.159919,4331.804259,8600.185693,4702.333509,5220.58913,5294.806113
ENSMUSG00000000085,NA,587.7251083,521.1436465,632.8368253,506.509365,579.9036154,541.9661429,669.2588067,117.3810084,518.0355128,623.0850244,628.528507
ENSMUSG00000000088,NA,7300.496867,7258.282323,13534.94758,5766.437926,6371.24667,5793.286818,5825.402966,5349.609317,6520.346999,7829.787673,14005.10001
ENSMUSG00000000093,NA,58.64114402,75.52758644,69.81789001,54.22824785,54.94432613,52.11853256,59.92078231,83.19332541,55.76775073,47.91888556,43.34549426
ENSMUSG00000000094,NA,9.797168225,7.293035146,3.445057999,3.097917392,4.109129768,11.4462094,7.629970041,8.778312007,7.378392031,3.370490116,2.733380745
ENSMUSG00000000120,NA,69.73933953,89.90440627,233.0980984,93.13582986,60.04597883,45.5821561,47.4183299,77.47018939,57.83012931,40.50657356,31.19089918
ENSMUSG00000000125,NA,2.134481979,0.893399549,3.42467447,1.551699813,0,0,1.521353565,67.71615566,0,1.364799918,0.931132257
ENSMUSG00000000126,NA,15.23670236,9.889472048,23.11266044,12.47493542,11.45731279,14.14851083,15.15747111,30.6584793,12.20473548,9.421788281,13.85911895
ENSMUSG00000000127,NA,295.349219,310.6804274,279.3016659,290.4971831,323.8996174,271.4521568,294.8900398,240.4243548,270.456868,344.9677972,318.9960279
ENSMUSG00000000131,NA,986.6613357,1029.614253,499.7588182,999.3909316,1092.240435,1554.476772,1166.450881,1451.551106,1205.461014,1019.542644,707.5379651
ENSMUSG00000000134,NA,695.6583297,553.042713,286.0723958,446.6626636,551.5223679,585.2513236,572.7714403,773.5989761,780.8581011,639.7627903,378.0408272
ENSMUSG00000000142,NA,448.4239813,714.8342777,347.1910353,692.098574,628.1512725,532.7739095,672.2233389,2302.354984,348.7332793,309.2615252,189.2203426
ENSMUSG00000000148,NA,276.2959179,205.263982,228.5703092,239.1453059,199.9072088,263.5105493,190.8218544,222.7038529,199.2638821,180.9665253,178.1202453
ENSMUSG00000000149,NA,624.8908168,596.1618273,510.1847979,527.3764105,420.9408966,674.5535867,587.5899024,607.9727829,583.9131027,469.96682,573.527902
ENSMUSG00000000154,NA,1295.849507,1275.213791,1698.167154,1106.991055,1094.744955,763.6968385,1007.410769,1296.9676,784.3759029,785.1776946,975.1682701
ENSMUSG00000000157,NA,0,0,0,0,0.508819107,7.091433441,0,4.896810459,6.066484334,1.703109765,25.00331226
ENSMUSG00000000159,NA,660.9979811,1061.435357,1335.893817,967.1076205,1324.211774,685.5864506,1073.172369,1852.899903,1326.158977,1444.844099,2728.247907
ENSMUSG00000000167,NA,16.2849021,14.53655279,21.53283456,13.61128668,26.3547585,23.5435118,40.01497403,2.296545587,37.38663874,39.70400212,56.86046049
ENSMUSG00000000168,NA,1750.019053,1893.17232,1673.749447,2024.200896,2292.087044,1674.45177,2123.605749,903.7085519,2163.98191,2470.548638,1762.069827
ENSMUSG00000000171,NA,7206.486086,7061.921035,10141.66867,5151.481555,5453.762834,5280.081247,5751.77004,6055.344871,5833.402662,6894.581259,10894.12025
ENSMUSG00000000182,NA,0,0,0,0,0,5.673009778,0.780299136,0,0.831024356,1.370394187,2.808624084
ENSMUSG00000000184,NA,6680.807872,6674.021133,5770.532895,4877.925205,6343.145528,5460.6901,5700.231317,6443.675629,3248.23878,2883.255036,2812.769293
ENSMUSG00000000194,NA,1600.881647,1587.994599,859.4266026,1563.415656,1576.775477,1731.661665,1301.507038,2765.116676,1413.323776,1405.488163,1364.273812
ENSMUSG00000000197,NA,5.090623838,14.48484795,42.6060366,22.4937798,6.810679682,2.814081725,10.31611103,0,1.738481456,7.249949269,0
ENSMUSG00000000202,NA,2.618670117,0,4.000441544,0,4.033878796,0,3.484235587,3.510518729,1.790578824,2.609071901,8.185406572
ENSMUSG00000000204,NA,16.98645032,57.7698576,500.6822692,767.4447661,615.1114859,321.1674064,602.885828,432.0205521,355.3409255,744.3441867,852.7599098
ENSMUSG00000000214,NA,2.281386707,2.844938257,5.430884904,2.410191905,1.239186872,0,2.143042881,9.778778507,0,0,2.5978401
ENSMUSG00000000216,NA,764.1066957,146.6397234,337.3426946,183.9273007,259.0268228,228.33167,172.8346631,0,143.5745948,38.22106438,195.341893
ENSMUSG00000000223,NA,10.32364043,14.82008621,15.02818976,11.25340621,24.42149165,10.15870224,15.18952213,1.817980611,25.41566411,24.67746758,8.064702357
ENSMUSG00000000244,NA,3.611752359,3.945746713,7.485657155,0,13.61860483,28.7641309,20.52119191,14.73129713,45.07937575,26.84461703,59.81867011
ENSMUSG00000000247,NA,19.48783724,0,0.946303191,0.58889853,0.617312559,0,0,0,15.34990329,1.201197931,2.595010843
ENSMUSG00000000248,NA,0,0,0,0.541899339,1.705511546,1.844607317,1.596446092,0,8.927907777,1.937033358,1.771124094
ENSMUSG00000000253,NA,613.6476083,429.8238501,523.0226685,520.8819668,237.6987132,140.0763413,338.2141942,34.13220653,133.3926713,133.3861857,183.3909228
ENSMUSG00000000266,NA,971.5273716,955.9094787,641.348983,893.0785508,1193.552406,686.9683223,764.0366101,500.9024557,694.9834452,797.2276019,299.3032195
ENSMUSG00000000275,NA,2318.132719,1925.925272,1924.375215,3584.940407,3498.464461,2996.897267,2287.373755,7142.186662,2294.174207,2353.386033,1658.282231
ENSMUSG00000000276,NA,87.1092925,128.5221412,100.3420354,127.3160781,138.768792,98.73687544,152.9228244,73.35224348,140.2114332,119.2924932,57.0025804
ENSMUSG00000000278,NA,552.6154723,771.9133884,649.185269,533.2691624,1029.403998,1475.593158,1011.632794,1420.682328,1574.546693,1170.823378,1319.186212
ENSMUSG00000000282,NA,384.0593322,337.0361778,171.0192745,397.0789135,581.6654812,559.3513477,458.3534534,550.4581891,404.5269243,284.8985452,218.9473135
ENSMUSG00000000290,NA,67.12730388,133.2229272,134.9030218,67.21979357,405.3932987,1722.341035,1092.355116,451.0133125,3266.681947,1341.959494,1963.714233
ENSMUSG00000000295,NA,143.1337535,227.3424366,364.0423194,180.049614,204.9833941,224.6839181,240.0154676,179.9679417,273.2289444,358.2020715,520.8515353
ENSMUSG00000000296,NA,0,0,0,0,0,0,4.647406174,0,0,0,15.6166568
ENSMUSG00000000301,NA,35.22989601,48.76004179,73.51709914,32.06214293,50.48591982,74.98087033,66.35930398,23.83357735,64.8799084,104.8757102,125.170485
ENSMUSG00000000303,NA,24805.88827,19870.62462,13851.78462,17897.33071,17149.73321,20560.20203,14330.60353,19216.49046,12488.78684,14354.82037,8641.668288
ENSMUSG00000000305,NA,14.13809049,8.104397972,14.0809696,10.11745524,32.31809124,6.913096986,2.479151828,3.068915681,1.992984769,2.199043984,1.500541317
ENSMUSG00000000308,NA,44856.83063,42183.20415,78278.80016,28728.8026,29470.79325,15105.71838,20206.13379,17326.03161,11912.34985,15249.56753,17709.98687
ENSMUSG00000000317,NA,18.16536193,17.93747902,16.55300842,23.52493985,29.82790609,42.52893605,23.22565924,12.48689551,18.50652158,13.73636203,17.46125541
ENSMUSG00000000318,NA,8.124180897,30.05735911,33.19406169,29.17125615,47.54732448,128.4369939,32.89169132,30.99480095,103.7309477,23.66295506,144.8723614
ENSMUSG00000000320,NA,8.756328744,13.47756437,9.708651378,14.69538269,31.09304579,59.82823044,31.05998495,19.87770006,28.45903395,11.13737918,31.55845029
ENSMUSG00000000325,NA,201.5605061,114.7317624,128.3888322,113.3034869,96.11081947,52.72469845,93.78287853,145.8581394,37.04531104,60.39482169,104.4644222
ENSMUSG00000000326,NA,2149.155353,1857.833116,1674.842142,1527.100042,1543.914994,1342.622825,1591.445339,2515.701562,1454.637533,1523.311225,1916.400134
ENSMUSG00000000339,NA,474.3130706,600.2924212,684.1346685,516.0808835,563.0585586,531.5406114,581.1077089,645.0670262,717.4799516,618.9147843,907.2686797
ENSMUSG00000000340,NA,603.056279,725.8405961,632.6537311,708.8846447,660.0910322,470.611446,513.0474588,395.4748074,394.9569117,470.2155688,306.862391
ENSMUSG00000000346,NA,5586.573382,5121.322668,8650.230932,4800.033653,4827.527878,5000.785786,4939.633223,7682.154018,4639.066891,4914.145057,6226.797873
ENSMUSG00000000355,NA,277.0111977,304.1682093,482.4993299,248.9537231,307.3817261,251.5352524,305.564788,292.4884117,395.6975287,390.0701855,652.0925195
ENSMUSG00000000359,NA,30.38947104,24.01637429,26.32129807,32.97295892,17.09031684,21.37888914,20.8434298,12.54620313,20.07375505,41.03110351,22.66882876
ENSMUSG00000000365,NA,4.123772262,0,4.123518619,0,0,0,0,0,3.694326345,0,0
ENSMUSG00000000374,NA,2260.318419,2730.827778,1467.888762,2187.720342,2711.157392,2383.796274,2399.196002,2952.126899,2169.357155,2098.003723,1648.634703
ENSMUSG00000000378,NA,484.1856388,414.3502252,475.6982713,466.3678756,494.5412452,689.8031246,557.1952908,446.8277798,663.1587528,639.9328356,833.1813091
ENSMUSG00000000384,NA,1273.557306,1239.913151,846.7817949,972.5132228,1320.309329,945.8415818,1578.477392,1197.352827,1440.629262,1373.918516,885.610713
ENSMUSG00000000385,NA,13826.58598,12432.06411,11890.82394,10987.49799,13096.17227,8750.841718,10765.90685,2151.654046,9905.537634,10652.433,12943.85703
ENSMUSG00000000386,NA,6.517320441,13.12899141,43.6787675,42.14699547,44.17130723,5.759125164,42.3092661,197.0430178,38.4978125,40.54962896,60.14927181
ENSMUSG00000000392,NA,21.45852302,14.3831566,69.97787812,15.97436895,41.52885891,25.22553518,37.26712978,22.1047363,48.51920773,21.65302582,33.88888931
ENSMUSG00000000394,NA,890.8937931,774.2339867,723.4250741,1315.146155,710.5666773,242.4510019,830.476603,982.0623886,262.8568927,782.1957453,252.3810729
ENSMUSG00000000399,NA,1836.35025,1738.96064,1823.414949,1574.866085,1854.814724,1368.520645,1516.395945,1563.842981,1653.414632,1687.053925,2135.050934
ENSMUSG00000000402,NA,2.068597073,0.861816797,2.143122622,1.617346938,9.338030506,5.743844102,7.881839378,0,0,0,6.461584272
ENSMUSG00000000409,NA,25.64009891,38.58593342,35.33939546,45.04077647,236.6575579,601.523122,510.017823,161.636213,1204.889304,409.1204669,1039.239366
ENSMUSG00000000416,NA,516.0527127,199.0033555,292.2832214,497.2154643,346.1707252,43.81002289,221.0448281,15.87027739,58.96947436,138.1244755,13.91408615
ENSMUSG00000000420,NA,1902.963258,1953.650215,1056.469567,2042.402943,3234.440965,4537.528776,2488.72304,6196.171022,3357.57699,3820.551075,1893.662132
ENSMUSG00000000439,NA,366.9393184,371.1776263,363.7729368,335.5480645,261.7272031,341.8750265,318.4752053,386.8244211,338.3129245,287.5174191,398.7364435
ENSMUSG00000000440,NA,432.1269525,436.7735055,690.4241873,457.9468667,517.7644433,725.293462,828.6218373,219.8705409,377.3085318,813.6280221,731.6905502
ENSMUSG00000000441,NA,1256.927938,1463.321585,1107.897908,1776.236102,1456.814066,1956.631238,1476.448839,2113.555511,1704.030609,1713.088295,1544.925369
ENSMUSG00000000486,NA,18.61373299,60.19986537,41.86685951,15.03285091,87.1149112,434.8101842,263.4021856,165.7774585,530.6927293,216.7985948,542.2087611
ENSMUSG00000000489,NA,104.6288795,126.4211129,94.14863014,91.53653746,85.98560279,159.073877,110.2203485,113.1178466,102.6370229,97.16674909,106.7117686
ENSMUSG00000000530,NA,385.8706557,221.0701239,117.7033121,269.8270284,376.3664365,765.6079171,319.1378544,245.4977357,547.8325203,299.1407309,250.5058613
ENSMUSG00000000531,NA,43.26453592,40.12883224,50.14829672,53.87691538,40.14548556,58.88126002,71.61926202,46.87244383,78.52414568,43.28864585,91.10131713
ENSMUSG00000000532,NA,2503.367389,2356.525137,917.8655742,2254.184228,1821.112278,1166.126171,1465.530973,1602.560737,1374.4436,1336.254925,978.2930075
ENSMUSG00000000538,NA,1611.664152,1521.358728,1019.653723,1924.075822,1508.095059,795.9100562,938.6338513,2749.786593,950.4589053,829.4450348,675.5878998
ENSMUSG00000000544,NA,15425.38357,14098.43213,11024.88837,13576.54506,15433.08169,13409.78151,14804.98972,15077.05936,13160.07311,14944.89199,15318.73104
ENSMUSG00000000552,NA,0,85.92850912,16.00583901,68.64684035,16.00642266,165.2341282,74.3394084,53.29588081,164.3606548,85.32080107,142.9615488
ENSMUSG00000000555,NA,1771.700903,1102.490494,1761.159294,664.5592173,578.6824521,1055.801459,829.7315062,292.7809204,929.1407294,558.0371217,533.6737283
ENSMUSG00000000561,NA,671.4150412,792.8543748,650.8240298,636.7698913,895.8852406,1090.94719,1012.592954,769.2891669,855.6111323,1066.602878,664.4907448
ENSMUSG00000000562,NA,1.701058271,5.836873973,5.12821541,1.555952942,0,17.13896067,4.106130489,5.965257064,15.14600164,3.236613726,23.55170462
ENSMUSG00000000563,NA,6613.207369,7008.681892,11431.96997,6538.993989,7237.228504,5766.40848,6810.762764,6863.009655,6423.624457,8759.687137,12356.0355
ENSMUSG00000000567,NA,872.0864557,973.9951703,1293.552174,863.5907386,528.4266309,714.8511229,605.3937511,323.2063395,355.6711384,375.7021029,268.9373468
ENSMUSG00000000568,NA,1452.936478,2184.03704,2294.854922,1513.896922,2122.463564,2392.795622,2437.692561,2683.553515,2246.190271,2562.488699,1393.57215
ENSMUSG00000000579,NA,11.29235528,10.14362523,11.33615737,9.188674335,6.293906145,0,3.488896918,29.79039671,7.159722006,26.14018406,13.62492596
ENSMUSG00000000581,NA,731.6253439,901.0442777,1123.875916,838.7083065,892.6678376,599.6205073,842.162565,1044.819677,959.7390644,1026.45811,1397.459951
ENSMUSG00000000594,NA,1058.903548,866.1137393,909.7998791,621.8553234,814.2005708,1602.308047,1144.859623,712.1144188,1945.087013,995.7142301,1654.84149
ENSMUSG00000000600,NA,274.9498112,284.4934091,278.9609209,412.4194347,456.3690121,312.4932613,362.5090996,436.6189438,399.6981524,412.220617,326.2340161
ENSMUSG00000000605,NA,1820.597382,1612.937699,1889.930802,1510.163935,1270.699448,1412.114348,1360.6966,1080.926517,1234.0663,1368.534183,1214.072834
ENSMUSG00000000627,NA,6.496969218,6.044452974,11.09288777,8.728314307,46.30494023,250.6945157,14.07166339,9.379334655,19.609602,10.78210595,13.74470938
ENSMUSG00000000628,NA,4172.177715,4341.997472,6129.018052,2087.577771,8023.312628,11188.18842,4216.579582,1458.733152,6440.047365,9956.670622,5792.418333
ENSMUSG00000000631,NA,4781.007845,4247.616181,1473.285057,3370.443726,5192.043586,4359.45357,2966.251819,5614.098299,3525.48514,3624.156863,1679.629158
ENSMUSG00000000632,NA,4.985676939,6.265197569,26.93392272,29.29793952,24.28708078,10.23604394,5.447398969,5.874796735,2.14574964,2.233567221,0
ENSMUSG00000000673,NA,0,0,3.473949455,2.335203987,0,0,0,2.526911018,8.26754034,6.846586384,15.65549416
ENSMUSG00000000682,NA,69.89394654,126.4894938,188.0506487,69.24409597,278.3830181,1075.219115,535.0325449,251.4833124,1684.15797,768.3587659,2853.399583
ENSMUSG00000000686,NA,8.699675159,12.83747199,8.38613687,17.51819689,16.94990209,50.85998486,30.13788854,28.02051525,54.7051985,38.14799529,44.76893912
ENSMUSG00000000690,NA,12.03902048,10.9532821,31.18559333,18.02276308,7.181001865,17.00532298,6.405567881,187.1300048,6.006705614,8.052150698,15.48603515
ENSMUSG00000000693,NA,49.95454162,38.23338859,41.66310805,38.05079315,68.22615303,186.1853241,51.98748559,33.31538042,70.25684737,47.84286149,37.63091782
ENSMUSG00000000706,NA,12.31553156,43.89096793,5.269131957,33.4849118,30.92557992,17.04803942,16.05243079,2.428649064,17.43437001,21.14359986,8.976650878
ENSMUSG00000000708,NA,900.5909461,1035.643683,537.0783057,1162.454853,1258.326941,865.9963913,1036.287736,1294.552434,1000.430718,1145.019999,570.0117945
ENSMUSG00000000711,NA,2509.361998,2115.89891,1453.676112,2227.826536,1710.840276,1529.495663,1739.991717,1995.567935,1541.950174,1518.68758,1591.802381
ENSMUSG00000000730,NA,2.383052028,2.642059141,0,1.152037391,6.965203735,33.3768733,2.821680031,2.852156945,5.31913268,12.14081795,19.48496775
ENSMUSG00000000731,NA,0,0,3.419648006,1.575976304,0.430884216,0,0.77536993,0,3.296297265,0.915576754,1.789755395
ENSMUSG00000000732,NA,220.9050456,183.8166448,140.3301494,182.8589249,222.3561865,198.6825296,200.4159938,144.486039,234.8349354,153.2283839,286.7444584
ENSMUSG00000000738,NA,1268.271642,1315.899461,1523.993475,1800.590496,1443.761883,1162.102975,1322.267728,1428.927846,1203.016516,1238.953053,1325.774253
ENSMUSG00000000739,NA,11.09438598,10.93163885,32.52144891,12.71975078,7.054950549,16.43769567,15.40910196,20.27341134,11.08053004,22.18234851,23.35661296
ENSMUSG00000000740,NA,4794.374318,4271.342295,9446.232521,2849.519538,2651.061234,3212.371204,3230.862257,3220.425905,2863.6481,3327.447859,6669.356696
ENSMUSG00000000743,NA,5017.443868,3785.901094,4404.76424,3890.839034,3431.786095,3367.890595,4111.257748,4935.099532,3516.527331,3675.183373,6914.204907
ENSMUSG00000000751,NA,766.0011855,1475.496308,718.9111735,883.4586615,1296.776691,1258.043434,1136.652702,859.4960221,1545.243588,1445.047399,1266.010072
ENSMUSG00000000753,NA,66.47104156,37.00111168,54.00874278,37.28723393,72.54188669,246.5753737,36.53135702,29.66083813,115.8264293,80.58528723,59.23151827
ENSMUSG00000000759,NA,388.3244244,289.7907161,379.0362812,414.2663955,788.0054313,331.9039518,423.7276853,654.4589999,666.2015024,440.0397182,457.8938307
ENSMUSG00000000766,NA,1.452055004,1.215262053,0,0,1.50174122,3.30240837,0,0,0,0,0
ENSMUSG00000000776,NA,150.7425721,192.8304684,240.5092385,216.8507419,238.7888512,249.0850307,275.4716863,162.3014498,219.2295756,282.2709111,201.310523
ENSMUSG00000000782,NA,109.498166,124.6009658,104.7872568,62.01190359,114.7301668,267.4835566,236.2780823,179.738844,257.3316548,177.7383177,154.3427545
ENSMUSG00000000787,NA,7987.031055,7616.296567,4665.481762,7210.927362,9805.18997,8712.579148,8106.347848,9602.038198,7379.025625,7290.750365,2809.59921
ENSMUSG00000000791,NA,0,0,0,3.12109893,12.35772314,0,73.57849799,48.07573967,199.2651765,105.1217652,185.6364584
ENSMUSG00000000792,NA,8.875263207,6.520525013,8.483362169,3.03373395,4.81462997,8.462125989,1.492220295,5.064025929,11.24797054,7.245068326,14.88853707
ENSMUSG00000000794,NA,129.1640373,127.2795927,98.54396268,121.0032451,95.14134059,68.79127947,70.32603502,51.31470585,38.65103699,35.94355309,14.28755298
ENSMUSG00000000804,NA,777.3240011,950.8774787,374.7009176,908.9191901,737.1993554,763.7798974,968.2452806,1691.816796,706.8953478,753.1158725,248.9444452
ENSMUSG00000000805,NA,34690.20767,27953.06053,52036.72324,18435.37492,13195.34874,1432.379934,10721.00816,4573.115048,5502.343062,7056.373913,12500.6857
ENSMUSG00000000811,NA,211.4506751,174.980065,247.1510149,183.5951153,145.8765396,173.5686139,174.4718591,156.6347301,103.9306301,113.8425575,95.10420087
ENSMUSG00000000817,NA,0,3.386000802,3.302130992,0,12.00821102,38.31438339,32.86354525,63.69168496,108.8375658,25.99391953,97.44156203
ENSMUSG00000000823,NA,289.3597522,417.8728998,231.8787406,249.1960361,371.7907925,102.5117598,386.7299265,109.9467112,455.397626,209.8389529,118.3099998
ENSMUSG00000000826,NA,3937.229111,2777.698213,1402.586133,3274.395917,3201.83951,3168.330958,3273.615904,3086.849322,3180.831178,2540.218895,1858.967283
ENSMUSG00000000827,NA,1034.13318,870.7573613,1235.32154,1003.348247,837.7731795,865.9641168,1041.16025,898.2457792,1110.680278,1004.835108,1924.730986
ENSMUSG00000000838,NA,919.3034952,1054.224578,1185.151741,1356.173715,1674.078073,1123.424885,1233.942037,1519.381413,1271.917688,1482.522243,721.4730616
ENSMUSG00000000861,NA,107.5622739,96.3397103,190.7989781,101.9445612,165.4452974,141.2086959,157.3184109,147.2046974,128.197965,179.1668494,129.0410205
ENSMUSG00000000869,NA,0,0,0,0,0,5.691651324,1.505800676,1.338773049,2.47688995,1.40366651,0.885278912
ENSMUSG00000000876,NA,497.1195849,443.2570009,640.1107858,451.6394512,331.5435566,282.8631862,325.4190865,487.5935141,345.0691533,316.3535108,410.0921751
ENSMUSG00000000881,NA,1717.072372,1521.514727,791.3894944,1529.481273,1740.887912,1343.689257,1382.18163,3114.540333,1269.030675,1826.452116,862.5616971
ENSMUSG00000000884,NA,19.97220285,30.78893283,59.99765512,21.85571401,86.31527413,3.024083061,70.79167382,63.4424895,36.5175964,28.53200229,58.42912572
ENSMUSG00000000889,NA,28.32127726,36.5284624,95.78026426,33.58039686,17.87620786,14.54933431,18.21125386,31.38991397,12.88485296,10.03760173,16.51713486
ENSMUSG00000000901,NA,38.38407196,7.193323604,75.02101699,52.84873006,24.10694157,43.1068192,46.32413715,7.148028372,6.299168184,26.09967872,41.14182702
ENSMUSG00000000902,NA,707.5810052,942.4833108,1132.297546,688.8057578,938.073905,1032.802081,928.7422294,1007.736338,1013.58027,1107.424842,1183.058776
ENSMUSG00000000903,NA,1.83635331,0,0,0,0,0,0,0,0.911665564,0.739769909,0
ENSMUSG00000000915,NA,1047.360014,907.081844,449.8322713,936.3602051,1535.603635,1807.954452,1886.139632,1828.396207,2311.140861,2197.345492,858.8334481
ENSMUSG00000000916,NA,71.04546446,84.70424427,105.5872379,140.9279002,152.4293595,79.5386085,204.8700221,212.8469267,174.6222573,189.5767046,234.4371817
ENSMUSG00000000934,NA,130.0372952,148.356023,189.3151355,115.3820146,139.8787719,152.140904,152.9331786,100.5716107,125.3570296,163.09665,142.9800751
ENSMUSG00000000938,NA,573.8774713,648.9063295,648.6709373,754.7489213,642.3130335,708.3927072,940.1902474,1.960981312,906.1598834,904.4044781,1396.089019
ENSMUSG00000000942,NA,13.14471658,9.287645034,26.8060736,11.65126557,6.433787731,13.68339617,14.8785054,7.59230246,8.836421512,7.082915879,12.59853534
ENSMUSG00000000948,NA,2.228043052,6.118231526,14.53948716,7.540315177,9.013032842,4.159224857,4.379462496,142.0848231,5.545371251,27.20823545,5.288692605
ENSMUSG00000000957,NA,788.8833371,883.5285051,677.1078636,1005.983957,918.9077429,2379.161624,1385.417457,538.5968719,1779.771194,1220.641452,1313.772075
ENSMUSG00000000958,NA,46.80371081,28.22855457,40.30849489,21.59172338,83.54836754,238.4806907,130.6196135,861.8633329,180.4882515,194.2301807,391.6174901
ENSMUSG00000000959,NA,774.6493968,590.6316305,690.9333172,763.3414424,575.2191577,573.7046698,641.5037407,665.4592136,620.9861187,608.1064794,516.6003727
ENSMUSG00000000976,NA,241.0381386,284.2868427,222.7860088,469.3778066,501.7077729,549.7248298,526.2583741,513.6779674,534.9688415,306.9249915,167.5919459
ENSMUSG00000000982,NA,2.218051549,1.85138069,2.218433774,0.759567102,3.300934516,30.94771939,7.736756676,11.32032948,20.78797852,11.55828513,38.92004653
ENSMUSG00000000983,NA,40.10044997,70.60884815,263.4933392,49.05317235,192.1192236,2354.440002,328.8091934,0,924.6258898,1785.756513,3045.443693
ENSMUSG00000001014,NA,1.081469714,0.903185502,2.41633927,0,0,2.684899573,0.72621173,0,0,0,6.371551154
ENSMUSG00000001016,NA,430.1779526,576.3423784,753.6521003,399.8584804,581.8168884,543.5164763,717.035711,401.1948957,596.2199635,784.7922591,740.3228233
ENSMUSG00000001017,NA,1802.181023,1866.464119,2263.984923,1762.593712,1987.341498,1845.243252,2071.364641,2245.837406,1881.301047,2157.702975,2316.238353
ENSMUSG00000001018,NA,391.7516665,347.0858202,490.2504943,385.3065862,302.3714752,255.7048648,421.3555253,310.2981284,374.1346139,391.1063921,357.2899466
ENSMUSG00000001020,NA,85.82876933,103.1276162,234.6608591,80.25587897,143.7630007,449.0276583,298.7169285,67.36123361,691.7138217,316.3924849,1382.437629
ENSMUSG00000001023,NA,1.066077398,0,1.107289466,0,0,0,0,0,0,0,0
ENSMUSG00000001025,NA,20.95888816,30.36281235,66.28607625,8.495956769,13.69878356,33.1298959,6.665929905,12.77828749,26.4917392,18.30967715,89.57226555
ENSMUSG00000001027,NA,0,2.711857587,0,0.774770767,2.464874508,0,3.812810736,1.279297103,0,2.738864094,3.741828596
ENSMUSG00000001029,NA,43.10049409,18.14982437,18.39469763,20.51287483,21.5298369,117.2628374,40.67640358,31.34529963,86.42038445,52.98634505,112.2276253
ENSMUSG00000001034,NA,160.8725223,256.9395803,86.45784347,212.0904887,210.7186905,275.6850719,239.2396848,220.2706991,364.9772905,204.9645502,277.2786157
ENSMUSG00000001036,NA,549.1096188,410.8135966,340.0112081,341.9568698,492.0574015,969.3998469,480.7033872,260.2693942,411.7689011,351.1541308,352.8267132
ENSMUSG00000001039,NA,49.456692,101.8761459,139.6568927,56.80267607,71.42467729,68.3696913,36.27798128,30.93499089,83.9308516,85.93466802,184.4637557
ENSMUSG00000001052,NA,1008.757854,885.1683016,677.9585241,755.4384661,701.4968155,1001.629338,774.8377312,993.6869022,986.643609,660.69434,342.1649485
ENSMUSG00000001053,NA,132.1607856,148.4269692,182.3836902,166.8612304,197.5343199,308.4796048,224.0578914,92.51505614,253.1650562,217.0597328,415.9554051
ENSMUSG00000001054,NA,407.4298034,311.7036362,367.3450626,280.7666157,302.5338638,496.8324586,361.6653855,327.7142192,393.6020078,329.8268756,682.7866661
ENSMUSG00000001056,NA,685.3196266,886.95414,1345.96205,500.7066536,843.7594334,1258.617823,878.7115379,719.2673053,980.8137089,1527.669058,2266.26785
ENSMUSG00000001062,NA,243.6344707,274.0864503,108.5632257,320.3545486,236.9591091,151.721551,258.652226,261.3681517,308.9523246,185.4986166,176.2685013
ENSMUSG00000001065,NA,177.8859089,119.885343,311.5809681,371.717732,201.9621741,93.25232478,265.6159464,354.8186503,239.1917671,222.1502912,276.600265
ENSMUSG00000001082,NA,289.1038981,237.8759958,289.1283021,190.6165317,371.7386205,325.9386717,391.3056388,304.8408472,342.9732773,348.0974175,366.1956372
ENSMUSG00000001089,NA,3418.554272,2844.40699,1426.394853,3367.153003,4054.40758,2009.200298,2283.518905,5210.725876,2247.333354,1718.569548,782.9864614
ENSMUSG00000001095,NA,1833.205087,2446.147188,2143.387716,1671.615674,1715.8351,436.2702044,1126.801406,7429.854471,969.7734037,1123.877437,781.2176724
ENSMUSG00000001098,NA,2932.209381,2662.487648,1819.616809,3248.085825,2998.051558,3004.837771,3114.997186,3484.101839,2916.524055,2640.422504,2597.30017
ENSMUSG00000001100,NA,1059.663564,966.6140603,937.443692,996.2858325,945.3791309,954.7629018,1065.33462,1052.273893,921.8025463,1149.645859,1321.312435
